FID,la_s_code,local_authority,uprn,address,url,opening_hours,facilities,sh_date_uploaded,sh_src,sh_src_id
pub_lib.211,S12000021,North Ayrshire,126060061,"LARGS LIBRARY, 26, ALLANPARK STREET, LARGS, KA30 9AG",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon, Thurs, Fri 9-5; Tues 9-7; Weds 9.30-12.30; Sat 10-4.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Adult book group meets on Tuesdays at 7.30pm and Thursdays at 7pm every month., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....) , Homework club meets every Thursday 3.30-4.30pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: public information screens; study areas, exhibition space; community room for hire; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,127
pub_lib.212,S12000021,North Ayrshire,126060211,"ARDROSSAN LIBRARY, PRINCES STREET, ARDROSSAN, KA22 8DE",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., First Steps in IT classes and Digital Photography workshops for adults., Computer Buddy Scheme., Online reference resources e.g. Britannica Online and Scran from home using your library card number (P0000....), Junior Book Group meets one Thursday each month 4-5pm., Homework club meets every Monday 3.30-4.45pm during term-time., Free access to Grid Club and Scran websites. , Past Papers , Other Facilities: public information screens; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,123
pub_lib.213,S12000021,North Ayrshire,126060332,"SALTCOATS BRANCH LIBRARY, SPRINGVALE PLACE, SALTCOATS, KA21 5LS",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon, Thurs, Fri 9-5; Tues 9-7; Weds 9.30-12.30; Sat 10-4.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Two adult book groups meet Tuesdays each month at each 7pm and Fridays each month at 11am., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access. Computer Buddy Scheme., Online reference resources e.g. Britannica Online and Scran from home using your library card number (P0000....), Homework club meets every Tuesday 3.30-4.30pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: study areas, exhibition space; community room for hire; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,126
pub_lib.225,S12000008,East Ayrshire,127039778,"EAST AYRSHIRE COUNCIL, DARVEL TOWN HALL, 10-12, WEST MAIN STREET, DARVEL, KA17 0AQ",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,199
pub_lib.226,S12000008,East Ayrshire,127042455,"ROTHESAY HOUSE, 1, GREENHOLM ROAD, CUMNOCK, KA18 1LH",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,198
pub_lib.214,S12000021,North Ayrshire,126060436,"STEVENSTON LIBRARY, 1, MAIN STREET, STEVENSTON, KA20 3AB",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Homework club meets every Monday 3.30-4.30pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: public information screens; study area; exhibition space; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,124
pub_lib.215,S12000021,North Ayrshire,126060673,"KILWINNING LIBRARY, ST WINNINGS LANE, KILWINNING, KA13 6EP",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon, Thurs, Fri 10-5; Tues 10-7; Weds 9.30-12.30; Sat 10-1.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Adult book group meets on Tuesdays every month at 7pm., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., First Steps in IT classes and Digital Photography workshops for adults., Computer Buddy Scheme., Council Information Point., Online reference resources e.g. UK Newsstand, Britannica Online, Credo and Scran from home using your library card number (P0000....) , Children's website - Book Sp@ce, Young People's website - Teen Sp@ce, Homework club meets every Tuesday 3.30-4.45pm during term-time., Free access to Grid Club and Scran websites. , Past Papers , Other Facilities: public information screens; study areas, exhibition space; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,129
pub_lib.216,S12000021,North Ayrshire,12606075,"DALRY LIBRARY, 14, THE CROSS, DALRY, KA24 5AW",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Homework Club meets on Mondays 3.30-4.30pm during term-time., Free access to Grid Club website. , Past Papers., Other Facilities: public information screens; study area; exhibition space; disabled access; lift; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,122
pub_lib.217,S12000021,North Ayrshire,126061118,"KILBIRNIE BRANCH LIBRARY, AVILS PLACE, KILBIRNIE, KA25 6BL",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Adult Book Group meets every two weeks on Tuesdays at 11am., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....) , Homework club meets every Thursday 3.30-4.45pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: public information screens; study areas, exhibition room; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,116
pub_lib.218,S12000021,North Ayrshire,126061625,"BEITH LIBRARY, 39-41, MAIN STREET, BEITH, KA15 2AD",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Wifi, Books, CDs, DVDs and talking books. Request any of the above using the online library catalogue at home using your library card number. Adult Book group meets on Tuesdays 7.30pm Fridays at 2pm each month., Author/storytelling visits, craft activities and community events for adults and children., Free computer, Wifi and Internet access., IT classes for beginners and for employability., Computer Buddy Scheme., Online reference resources e.g. Britannica Online and Scran from home using your library card number (P0000....), Homework Club meets each Monday during term-time from 3.15-4.30pm;, Free access to Grid Club website. , Past Papers., Other Facilities: public information screens; study area; exhibition space; disabled access; lift: toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,121
pub_lib.219,S12000021,North Ayrshire,126061645,"DREGHORN LIBRARY, 21, MAIN STREET, DREGHORN, IRVINE, KA11 4AQ",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","FREE wifi Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica Online and Scran from home using your library card number (P0000....), Homework Club meets on Mondays 3.30-4.45pm during term-time., Free access to Grid Club website. , Past Papers., Other Facilities: public information screens; study area; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,130
pub_lib.220,S12000021,North Ayrshire,126068907,"ARRAN LIBRARY, MAIN STREET, BRODICK, KA27 8DL",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Tues: 10-5, Thurs & Fri: 10-7.30, Sat: 10-1","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Adult Book group one Monday per month at 7.30pm, Free computer, Internet access and Wifi., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Free access to Grid Club website. , Past Papers , Other Facilities: public information screens; study area; community room for hire; exhibition space; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,128
pub_lib.221,S12000008,East Ayrshire,127004075,"EAST AYRSHIRE COUNCIL, PATNA LIBRARY, DOONSIDE AVENUE, PATNA, KA6 7LX",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,202
pub_lib.227,S12000008,East Ayrshire,127047491,"EAST AYRSHIRE COUNCIL, DICK INSTITUTE, 1, ELMBANK AVENUE, KILMARNOCK, KA1 3BU",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,195
pub_lib.228,S12000008,East Ayrshire,127062972,"4, CRAIGVIEW ROAD, NEWMILNS, KA16 9DQ",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,201
pub_lib.229,S12000008,East Ayrshire,127065398,"STEWARTON AREA CENTRE, AVENUE STREET, STEWARTON, KA3 5AP",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,203
pub_lib.230,S12000008,East Ayrshire,127067757,"CROSSHOUSE COMMUNITY CENTRE AND AUDIOLOGY UNIT, PLAYINGFIELD ROAD, CROSSHOUSE, KA2 0JJ",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,197
pub_lib.231,S12000008,East Ayrshire,127070123,"AUCHINLECK LIBRARY, AUCHINLECK AREA CENTRE, 28, WELL ROAD, AUCHINLECK, KA18 2LA",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,196
pub_lib.232,S12000008,East Ayrshire,127070456,"WHATRIGGS PRIMARY SCHOOL AND EARLY CHILDHOOD CENTRE, WHATRIGGS ROAD, BELLFIELD, KILMARNOCK, KA1 3SZ",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,206
pub_lib.233,S12000039,West Dunbartonshire,129001327,"DUNTOCHER LIBRARY, DUNTIGLENNAN ROAD, DUNTOCHER, CLYDEBANK, G81 6HF",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,170
pub_lib.234,S12000039,West Dunbartonshire,129002994,"DALMUIR LIBRARY, 2, LENNOX PLACE, CLYDEBANK, G81 4LX",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,171
pub_lib.235,S12000039,West Dunbartonshire,129007896,"CLYDEBANK LIBRARY, 57, DUMBARTON ROAD, CLYDEBANK, G81 1UE",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,172
pub_lib.236,S12000039,West Dunbartonshire,129008901,"PARKHALL LIBRARY, HAWTHORN STREET, CLYDEBANK, G81 3EF",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,173
pub_lib.237,S12000039,West Dunbartonshire,129023994,"BALLOCH LIBRARY, CARROCHAN ROAD, BALLOCH, ALEXANDRIA, G83 8BW",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,174
pub_lib.238,S12000039,West Dunbartonshire,129026954,"DUMBARTON LIBRARY, 13, STRATHLEVEN PLACE, DUMBARTON, G82 1BD",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,175
pub_lib.239,S12000039,West Dunbartonshire,129031597,"ALEXANDRIA LIBRARY, GILMOUR STREET, ALEXANDRIA, G83 0DA",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,176
pub_lib.240,S12000039,West Dunbartonshire,129056495,"FAIFLEY LIBRARY, CRAIGPARK STREET, CLYDEBANK, G81 5BS",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,177
pub_lib.241,S12000017,Highland,130081534,"HOWARD DORIS CENTRE, MILLBRAE, LOCHCARRON, IV54 8YQ",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,343
pub_lib.242,S12000017,Highland,130087569,"HIGH LIFE HIGHLAND, ALNESS LIBRARY AND SERVICE POINT, HIGH STREET, ALNESS, IV17 0QB",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,308
pub_lib.243,S12000017,Highland,13010313,"HIGH LIFE HIGHLAND, THURSO LIBRARY, DAVIDSONS LANE, THURSO, KW14 7AF",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,350
pub_lib.244,S12000017,Highland,130103455,"LIBRARY SUPPORT UNIT, 31A, HARBOUR ROAD, INVERNESS, IV1 1UA",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,342
pub_lib.245,S12000017,Highland,130106496,"WICK LIBRARY, SINCLAIR TERRACE, WICK, KW1 5AB",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,325
pub_lib.246,S12000017,Highland,130107153,"THE HIGHLAND COUNCIL, SERVICE POINT AND LIBRARY, COUNCIL YARD ACCESS ROAD, BROADFORD, IV49 9AB",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,316
pub_lib.247,S12000017,Highland,130109946,"HIGH LIFE HIGHLAND, INVERNESS PUBLIC LIBRARY, FARRALINE PARK, INVERNESS, IV1 1NH",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,337
pub_lib.248,S12000017,Highland,130110106,"HIGH LIFE HIGHLAND, NAIRN LIBRARY, 68, HIGH STREET, NAIRN, IV12 4AU",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,346
pub_lib.249,S12000017,Highland,130111397,"MALLAIG LIBRARY, MALLAIG AND MORAR COMMUNITY CENTRE, A830T MALLAIG HARBOUR - B8008 JUNCTION, MALLAIG, PH41 4PX",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,344
pub_lib.250,S12000017,Highland,130111589,"HIGH LIFE HIGHLAND, DORNOCH LIBRARY, CARNEGIE BUILDINGS, HIGH STREET, DORNOCH, IV25 3SH",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,324
pub_lib.251,S12000017,Highland,130111605,"MUIR OF ORD LIBRARY, GREAT NORTH ROAD, MUIR OF ORD, IV6 7SU",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,345
pub_lib.252,S12000017,Highland,130111661,"HIGHLAND COUNCIL SERVICE POINT AND LIBRARY, NAVER TELE-SERVICE CENTRE, POST OFFICE - SCHOOL - FARR VIEW JUNCTION, BETTYHILL, KW14 7SS",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,314
pub_lib.253,S12000017,Highland,130111759,"CULLODEN LIBRARY, KEPPOCH ROAD, CULLODEN, INVERNESS, IV2 7LL",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,321
pub_lib.254,S12000017,Highland,130111802,"HIGH LIFE HIGHLAND, BRORA LIBRARY AND CULTURAL CENTRE, GOWER STREET, BRORA, KW9 6PD",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,317
pub_lib.255,S12000017,Highland,130111802,"HIGH LIFE HIGHLAND, BRORA LIBRARY AND CULTURAL CENTRE, GOWER STREET, BRORA, KW9 6PD",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,318
pub_lib.256,S12000017,Highland,130112166,"PLOCKTON VILLAGE HALL AND LIBRARY, HARBOUR STREET, PLOCKTON, IV52 8TG",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,347
pub_lib.257,S12000017,Highland,13011217,"HIGH LIFE HIGHLAND, FORT WILLIAM LIBRARY, HIGH STREET, FORT WILLIAM, PH33 6EU",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,326
pub_lib.258,S12000017,Highland,13011217,"HIGH LIFE HIGHLAND, FORT WILLIAM LIBRARY, HIGH STREET, FORT WILLIAM, PH33 6EU",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,327
pub_lib.259,S12000017,Highland,130112245,"LAIRG LIBRARY AND COMMUNITY CENTRE, MAIN STREET, LAIRG, IV27 4DB",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,341
pub_lib.260,S12000017,Highland,130112342,"COIGACH COMMUNITY HALL AND LIBRARY, DRUMRUNIE - BADNAGYLE - ACHILTIBUIE - POLGLASS, ACHILTIBUIE, IV26 2YG",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,307
pub_lib.262,S12000017,Highland,130112959,"HELMSDALE LIBRARY AND SERVICE POINT, DUNROBIN STREET, HELMSDALE, KW8 6JX",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,333
pub_lib.263,S12000017,Highland,130113316,"BONAR BRIDGE LIBRARY AND SERVICE POINT, LAIRG ROAD, BONAR BRIDGE, IV24 3EA",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,315
pub_lib.264,S12000017,Highland,130113874,"HIGH LIFE HIGHLAND, INVERGORDON PUBLIC LIBRARY, HIGH STREET, INVERGORDON, IV18 0DG",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,335
pub_lib.265,S12000017,Highland,130113875,"INVERGORDON ARTS CENTRE, INVERGORDON ARTS CENTRE, HIGH STREET, INVERGORDON, IV18 0AA",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,336
pub_lib.266,S12000017,Highland,130125304,"HIGH LIFE HIGHLAND, TAIN LIBRARY, STAFFORD STREET, TAIN, IV19 1AZ",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,349
pub_lib.267,S12000017,Highland,13012542,"LIBRARY AND SERVICE POINT, THE OLD SCHOOL, STATION ROAD, ARDERSIER, IV2 7SU",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,309
pub_lib.268,S12000017,Highland,130125751,"KNOYDART THE LIBRARY, AIROR - SCOTTAS ROAD, INVERIE, KNOYDART, PH41 4PL",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,339
pub_lib.269,S12000017,Highland,130127572,"HIGHLAND COUNCIL SERVICE POINT AND LIBRARY, MAIN STREET, KYLE, IV40 8AB",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,340
pub_lib.270,S12000017,Highland,130132931,"GOLSPIE LIBRARY, BACK ROAD, GOLSPIE, KW10 6RW",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,331
pub_lib.271,S12000017,Highland,130165367,"AVIEMORE PRIMARY SCHOOL SERVICE POINT AND COMMUNITY CENTRE, MUIRTON, AVIEMORE, PH22 1SF",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,311
pub_lib.272,S12000017,Highland,130166425,"LIBRARY AND SERVICE POINT, RIVERSIDE ROAD, KINLOCHLEVEN, PH50 4QH",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,338
pub_lib.273,S12000017,Highland,130169327,"LIBRARY AND COMMUNITY CENTRE, ARDNAMURCHAN HIGH SCHOOL, STRONTIAN - BELLS GROVE, STRONTIAN, PH36 4JA",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,310
pub_lib.274,S12000017,Highland,130169329,"BEAULY LIBRARY, PHIPPS INSTITUTE, STATION ROAD, BEAULY, IV4 7EH",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,313
pub_lib.275,S12000017,Highland,130169338,"COMMUNITY LIBRARY, FORTROSE ACADEMY, ACADEMY STREET, FORTROSE, IV10 8TW",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,328
pub_lib.276,S12000017,Highland,13016934,"GAIRLOCH COMMUNITY LIBRARY, GAIRLOCH HIGH SCHOOL, B8021 A832 JUNCTION - GLEBE PARK JUNCTION, GAIRLOCH, IV21 2BP",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,329
pub_lib.277,S12000017,Highland,13016934,"GAIRLOCH COMMUNITY LIBRARY, GAIRLOCH HIGH SCHOOL, B8021 A832 JUNCTION - GLEBE PARK JUNCTION, GAIRLOCH, IV21 2BP",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,353
pub_lib.278,S12000017,Highland,130169341,"GLENURQUHART LIBRARY AND LEARNING CENTRE, GLENURQUHART HIGH SCHOOL, BALMACAAN ROAD, DRUMNADROCHIT, IV63 6XA",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,330
pub_lib.279,S12000017,Highland,130169342,"COMMUNITY LIBRARY, COMMUNITY CENTRE, 80, HIGH STREET, GRANTOWN-ON-SPEY, PH26 3EL",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,332
pub_lib.280,S12000017,Highland,130169343,"INSHES LIBRARY, INSHES PRIMARY SCHOOL, INSHES ROAD, INVERNESS, IV2 3RF",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,334
pub_lib.281,S12000017,Highland,130169344,"BADENOCH LIBRARY, THE BADENOCH COMMUNITY CENTRE, SPEY STREET, KINGUSSIE, PH21 1EH",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,312
pub_lib.282,S12000017,Highland,130169345,"PORTREE COMMUNITY LIBRARY, VIEWFIELD ROAD, PORTREE, IV51 9ET",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,348
pub_lib.283,S12000017,Highland,130169345,"PORTREE COMMUNITY LIBRARY, VIEWFIELD ROAD, PORTREE, IV51 9ET",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,351
pub_lib.284,S12000017,Highland,130169346,"HIGH LIFE HIGHLAND, COMMUNITY LIBRARY, ULLAPOOL HIGH SCHOOL, MILL STREET, ULLAPOOL, IV26 2UN",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,352
pub_lib.285,S12000017,Highland,130171778,"DINGWALL LIBRARY, DINGWALL ACADEMY, ACADEMY ROAD, DINGWALL, IV15 9LT",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,322
pub_lib.286,S12000017,Highland,130171778,"DINGWALL LIBRARY, DINGWALL ACADEMY, ACADEMY ROAD, DINGWALL, IV15 9LT",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,323
pub_lib.287,S12000017,Highland,130174275,"CAOL LIBRARY, CAOL COMMUNITY CENTRE, GLENKINGIE STREET, CAOL, FORT WILLIAM, PH33 7DS",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,319
pub_lib.288,S12000017,Highland,130178962,"EAST CAITHNESS COMMUNITY FACILITY, NEWTON ROAD, WICK, KW1 5LT",,,,2025-08-18,8906f3ff-ae26-450e-abf9-f47663f8e32c,354
pub_lib.289,S12000011,East Renfrewshire,131006049,"EAGLESHAM LIBRARY, MONTGOMERIE HALL, GILMOUR STREET, EAGLESHAM, G76 0LH",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,53
pub_lib.290,S12000011,East Renfrewshire,131014517,"GIFFNOCK LIBRARY, 7, STATION ROAD, GIFFNOCK, G46 6JF",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,51
pub_lib.291,S12000011,East Renfrewshire,131015212,"CLARKSTON LIBRARY, CLARKSTON ROAD, CLARKSTON, G76 8NE",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,48
pub_lib.292,S12000011,East Renfrewshire,131020825,"THORNLIEBANK LIBRARY, 1, SPIERSBRIDGE ROAD, THORNLIEBANK, G46 7SJ",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,50
pub_lib.293,S12000011,East Renfrewshire,131026617,"MEARNS COMMUNITY LIBRARY, 35, MACKINLEY PLACE, NEWTON MEARNS, G77 6EZ",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,47
pub_lib.294,S12000011,East Renfrewshire,131028575,"NEILSTON LIBRARY, MAIN STREET, NEILSTON, G78 3NN",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,46
pub_lib.295,S12000011,East Renfrewshire,131032223,"BUSBY LIBRARY, DUFF MEMORIAL HALL, MAIN STREET, BUSBY, G76 8DX",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,49
pub_lib.296,S12000011,East Renfrewshire,131044011,"UPLAWMOOR LIBRARY, MURE HALL, 13, TANNOCH ROAD, UPLAWMOOR, G78 4AD",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,52
pub_lib.297,S12000020,Moray,133001307,"LOSSIE YOUTH CAFE, HIGH STREET, LOSSIEMOUTH, IV31 6AA",http://www.moray.gov.uk/moray_standard/page_39970.html,,,2025-10-23,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,112
pub_lib.298,S12000020,Moray,133002185,"KEITH LIBRARY, UNION STREET, KEITH, AB55 5DP",http://www.moray.gov.uk/moray_standard/page_39968.html,,,2025-10-23,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,111
pub_lib.299,S12000020,Moray,133036312,"ABERLOUR LIBRARY, 94, HIGH STREET, ABERLOUR, AB38 9QA",http://www.moray.gov.uk/moray_standard/page_39958.html,,,2025-10-23,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,103
pub_lib.300,S12000020,Moray,13303884,"BUCKIE LIBRARY, CLUNY PLACE, BUCKIE, AB56 1HB",http://www.moray.gov.uk/moray_standard/page_39960.html,,,2025-10-23,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,104
pub_lib.301,S12000020,Moray,133039746,"DUFFTOWN LIBRARY, 26, BALVENIE STREET, DUFFTOWN, AB55 4AB",http://www.moray.gov.uk/moray_standard/page_39963.html,,,2025-10-23,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,107
