SA1_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
80105106011,7,28,43,18,15,8,3,0,0,119,4,3,3,0,4,8,13,5,0,36,0,0,5,5,0,0,0,0,0,3,11,32,49,22,24,14,15,5,0,164,0,17,74,22,23,7,5,0,0,151,10,16,7,10,11,8,4,0,0,57,0,4,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,38,81,35,33,15,7,0,0,219,0,4,4,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,11,14,39,85,35,33,19,7,0,0,232,7,8,7,0,4,8,23,7,0,62,0,0,9,5,0,0,0,0,0,8,12,47,97,34,40,26,27,7,0,298
80105106012,6,42,76,29,21,17,4,0,0,191,3,8,8,0,0,16,10,8,0,56,0,0,0,3,5,0,0,0,0,14,9,52,86,29,25,28,17,8,0,257,0,34,126,45,27,17,5,0,0,261,3,32,19,8,4,7,7,0,0,73,0,0,7,3,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,7,68,155,60,32,29,10,0,0,352,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,7,68,155,62,32,29,10,0,0,363,3,13,16,4,0,22,23,19,0,103,0,3,3,8,4,3,4,0,0,26,9,76,174,73,42,54,35,16,0,488
80105106013,0,10,19,3,5,0,0,0,0,45,0,5,8,5,0,0,5,4,0,29,0,0,0,0,0,0,0,0,0,0,0,18,25,9,8,5,5,4,0,70,0,6,32,17,8,9,0,0,0,73,0,5,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,41,14,11,8,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,14,12,11,0,0,0,96,0,8,13,5,0,4,9,6,0,43,0,0,0,0,0,0,0,0,0,0,0,25,50,22,14,13,9,5,0,139
80105106014,3,65,120,51,17,18,6,0,0,274,0,4,3,0,0,3,5,3,0,31,0,4,0,0,0,0,0,0,0,5,4,71,129,53,19,22,8,3,0,315,0,61,171,76,26,16,0,0,0,362,4,41,41,11,3,4,0,0,0,102,0,0,3,4,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,105,218,98,32,22,5,0,0,487,0,0,4,3,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,7,4,3,9,3,5,0,0,0,0,19,4,108,228,100,36,22,3,0,0,504,5,10,10,6,8,8,16,3,0,63,0,7,0,5,0,0,0,0,0,11,12,126,247,104,43,32,17,3,0,575
80105106015,0,32,57,21,29,12,3,0,0,154,0,5,6,3,4,13,23,11,9,68,0,0,10,7,3,0,0,0,0,14,0,32,64,34,29,26,30,14,9,240,0,29,80,42,37,22,4,0,0,206,6,21,23,4,5,4,7,6,0,73,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,51,110,46,34,26,12,6,0,295,0,0,3,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,7,0,0,3,3,6,0,0,0,0,15,10,50,110,55,43,28,15,6,0,313,6,5,14,0,7,26,48,23,11,135,0,0,9,3,3,0,3,0,0,25,14,54,132,61,51,59,63,20,12,476
80105106101,5,3,24,25,24,14,0,0,0,103,6,3,7,3,3,13,16,17,3,68,0,0,0,4,0,0,0,0,0,5,7,12,31,32,37,23,14,17,3,177,0,7,23,39,36,18,0,0,0,130,6,4,17,12,10,8,0,0,0,61,0,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,10,47,48,49,27,5,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,10,8,47,53,54,27,5,0,0,203,11,3,7,8,14,22,21,24,5,115,3,0,3,4,0,0,0,0,0,19,20,12,59,66,71,55,28,24,5,338
80105106102,3,14,35,16,26,15,0,0,0,108,3,0,3,3,0,10,11,12,3,47,0,0,4,0,0,0,0,0,0,9,15,11,38,25,24,22,9,13,3,162,4,4,40,22,37,16,0,0,0,127,5,14,13,9,7,7,0,0,0,64,3,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,16,54,36,47,24,4,0,0,199,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,9,17,54,36,47,24,4,0,0,201,14,3,6,8,0,14,18,21,7,84,0,0,4,0,0,0,0,0,0,7,22,23,68,45,50,38,20,28,7,296
80105106103,3,14,47,51,18,20,3,0,0,161,3,3,5,3,3,12,10,4,0,43,0,0,3,7,0,0,0,0,0,7,11,18,55,55,23,32,18,4,0,214,0,9,53,66,33,23,3,0,0,189,6,13,19,29,10,11,4,0,0,78,4,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,6,25,79,94,46,31,4,0,0,282,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,3,0,0,0,0,5,4,23,75,94,48,34,4,0,0,288,5,3,8,8,3,21,20,5,0,73,0,0,3,6,0,0,0,0,0,11,11,30,86,108,46,52,25,12,0,375
80105106106,3,17,18,25,13,5,5,0,0,82,3,3,5,0,0,5,0,0,0,16,0,5,0,0,0,0,0,0,0,0,4,23,18,27,13,8,6,4,0,107,0,10,14,27,23,7,0,0,0,82,5,16,8,11,12,0,8,3,0,62,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,30,21,37,37,8,8,3,0,150,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,28,23,37,37,11,8,3,0,155,9,3,5,0,0,3,11,0,0,34,0,5,0,3,0,0,0,0,0,6,14,38,28,46,33,11,22,5,0,195
80105106107,5,16,22,31,22,13,5,0,0,110,5,0,3,4,3,6,10,14,9,41,0,0,0,3,0,0,0,0,0,5,6,16,23,32,23,23,12,14,9,152,0,7,24,31,25,14,0,0,0,110,4,12,18,12,12,12,5,0,0,69,7,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,27,40,49,40,24,7,0,0,193,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,22,43,50,40,26,7,0,0,203,10,0,5,4,3,14,13,22,8,81,0,0,0,3,0,0,0,0,0,10,18,30,47,56,47,42,13,22,8,289
80105106108,9,12,35,38,17,18,0,0,0,137,6,0,3,10,9,20,15,16,3,68,0,0,0,0,4,3,0,3,0,9,12,17,43,44,29,39,16,18,3,218,0,15,45,41,32,21,0,0,0,153,11,13,32,29,11,18,5,0,0,119,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,12,27,80,79,45,38,5,0,0,282,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,9,14,27,80,77,44,38,5,0,0,290,6,3,6,10,14,31,26,17,10,118,0,6,6,0,4,5,0,3,0,22,19,37,90,92,60,68,39,16,10,429
80105106109,11,7,17,30,38,23,0,0,0,126,10,0,4,3,3,7,9,4,3,38,0,0,0,0,0,0,0,0,0,0,20,7,24,32,39,32,8,8,3,166,0,8,20,36,45,29,0,0,0,140,13,7,16,21,13,16,5,0,0,88,0,0,4,0,4,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,16,18,37,59,61,52,5,0,0,243,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,21,19,34,56,61,52,5,0,0,246,16,0,0,8,3,15,19,4,5,75,0,0,0,0,0,0,0,0,0,6,38,18,37,60,67,62,26,8,5,330
80105106110,5,6,33,37,28,15,3,0,0,121,5,0,0,4,3,9,8,9,3,35,0,0,0,0,0,0,0,5,0,7,9,6,37,38,36,22,13,12,3,166,7,3,33,42,42,14,0,0,0,134,7,9,9,21,10,3,4,0,0,68,0,0,9,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,10,11,48,70,55,23,9,0,0,225,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,4,19,11,46,70,55,23,9,0,0,227,9,0,0,3,4,7,18,13,8,70,0,0,4,0,0,0,0,5,0,8,27,9,56,78,62,33,21,13,9,299
80105106111,6,11,10,36,14,8,0,0,0,91,0,0,4,0,4,11,13,21,4,58,0,0,0,0,0,0,0,0,0,4,12,12,17,37,18,16,15,20,4,153,0,0,11,34,26,10,0,0,0,90,10,7,4,26,7,4,3,0,0,62,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,10,17,20,64,35,12,3,0,0,158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,17,18,62,32,15,3,0,0,164,7,3,7,0,6,15,27,30,6,99,0,0,7,4,0,0,0,0,0,13,19,18,37,67,42,36,25,34,8,273
80105106112,3,12,19,22,23,7,0,0,0,87,0,0,3,5,0,3,8,7,4,32,0,0,0,0,0,0,0,0,0,0,3,12,26,30,22,13,12,7,4,120,0,8,26,26,24,10,0,0,0,97,3,16,5,22,12,4,0,0,0,66,3,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,26,41,42,37,20,0,0,0,178,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,26,41,46,37,20,0,0,0,178,3,0,10,3,5,12,12,12,4,57,0,0,0,0,0,0,0,0,0,7,12,32,47,52,45,32,19,12,4,245
80105106113,3,11,28,33,18,5,0,0,0,101,3,0,0,8,0,6,7,0,4,19,0,0,0,0,0,0,0,6,0,5,8,12,27,33,22,13,8,6,4,131,0,11,35,43,27,7,0,0,0,122,8,10,15,9,4,0,0,0,0,53,0,0,4,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,4,8,25,53,61,34,13,0,0,0,196,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,11,6,27,53,61,34,13,0,0,0,200,3,3,6,8,4,11,3,0,3,42,0,0,0,0,0,0,0,6,0,8,13,34,61,67,36,17,11,3,3,249
80105106114,0,26,99,56,20,9,7,0,0,216,5,0,4,4,6,3,3,3,0,29,0,0,4,4,0,0,3,0,0,8,3,30,106,58,23,12,12,3,0,256,0,21,135,82,33,10,3,0,0,287,4,18,42,19,5,4,7,0,0,98,0,0,4,7,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,38,191,104,47,16,7,0,0,411,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,13,6,41,192,108,47,19,7,0,0,420,10,0,7,8,6,9,12,9,0,51,0,3,4,4,0,0,3,0,0,18,16,45,207,119,51,22,23,9,0,488
80105106116,3,21,91,55,29,8,0,0,0,209,8,5,12,3,3,3,3,3,0,36,0,4,13,3,0,0,0,0,0,16,13,29,110,60,32,20,3,3,0,265,4,21,121,83,37,14,0,0,0,285,6,17,47,22,8,6,0,0,0,105,0,3,5,3,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,5,44,173,110,48,21,6,0,0,409,0,0,4,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,11,9,44,177,113,52,20,6,0,0,426,5,4,15,10,5,9,12,5,5,64,0,6,13,6,3,0,0,0,0,25,21,53,204,131,59,31,13,5,5,513
80105106117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
80105106119,6,10,17,34,47,19,0,0,0,137,3,0,0,0,3,3,15,3,0,29,0,0,0,0,0,0,0,0,0,0,13,16,19,32,46,27,11,3,0,165,0,14,30,42,49,18,0,0,0,158,16,12,10,16,13,6,4,0,4,72,4,0,3,5,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,18,29,39,65,65,35,7,0,4,250,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,12,20,28,42,64,66,35,5,0,4,260,12,4,6,0,3,7,24,4,0,62,0,0,0,0,5,3,0,0,0,3,35,31,42,68,72,42,29,4,0,326
80105106120,8,16,96,70,30,11,0,0,0,233,7,0,5,6,0,6,6,5,0,29,0,3,8,5,0,0,0,0,0,15,13,21,108,75,37,14,7,5,0,280,0,18,129,109,49,18,0,0,0,317,5,5,43,23,5,5,3,0,0,88,0,0,11,5,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,13,24,177,130,54,21,4,0,0,420,0,3,3,5,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,5,5,3,3,5,0,0,0,0,0,14,10,23,182,132,53,21,4,0,0,433,8,4,11,10,0,3,9,5,0,50,4,5,8,8,5,0,3,0,0,26,28,35,199,145,60,27,19,5,0,513
80105106121,3,3,7,28,20,12,0,0,0,82,5,0,0,7,0,9,9,7,0,32,0,0,0,0,0,0,0,0,0,0,7,6,7,28,24,19,13,5,0,115,4,4,3,39,41,16,0,0,0,103,6,5,0,13,6,9,3,0,0,43,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,7,11,51,51,22,0,0,0,152,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,8,13,9,50,51,20,0,0,0,160,9,4,0,4,4,10,23,13,6,62,0,0,0,0,0,0,0,0,0,0,16,9,9,55,55,30,26,17,6,223
80105112301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112401,13,31,36,18,26,15,3,0,0,147,3,4,3,3,7,15,26,34,20,115,0,0,0,0,0,0,0,7,7,19,22,29,45,25,35,29,26,39,29,281,5,15,59,43,39,18,0,0,0,185,20,34,7,10,9,14,9,4,0,105,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,53,75,55,55,35,9,5,0,299,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,12,0,3,0,0,5,4,0,0,0,10,25,54,73,51,58,34,9,5,0,318,18,4,6,3,6,20,45,43,35,181,0,7,0,0,4,0,4,7,11,39,46,65,91,60,67,56,62,56,41,534
80105112402,3,10,33,25,28,14,3,0,0,113,0,0,0,4,8,7,18,15,3,59,0,0,0,0,0,0,0,0,0,0,7,12,35,26,31,25,21,17,3,174,0,9,48,34,38,24,7,3,0,162,12,16,9,8,9,6,8,0,0,56,0,0,3,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,31,62,41,48,27,13,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,31,65,41,52,27,13,0,0,235,6,3,0,3,6,12,33,27,8,106,0,0,5,0,0,0,0,0,0,3,15,31,62,51,56,45,40,30,8,339
80105112403,11,14,15,27,29,10,5,0,0,117,11,0,0,0,4,10,17,13,14,63,0,5,3,0,0,0,0,0,4,9,17,20,14,27,32,21,25,12,12,192,0,9,29,31,49,16,0,0,0,139,16,20,6,14,5,10,7,0,0,87,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,32,35,52,60,31,14,3,0,236,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,8,17,36,35,52,61,33,14,3,0,241,13,5,0,0,4,16,31,18,16,98,0,3,5,0,0,0,0,0,4,14,31,42,43,54,62,45,45,19,14,351
80105112404,8,27,29,23,31,25,3,0,0,143,5,6,0,0,4,8,4,8,3,41,0,0,0,0,0,0,0,0,0,3,13,30,32,27,36,31,12,10,3,188,0,18,42,40,54,26,11,0,0,184,10,25,13,11,4,14,3,0,0,84,3,0,4,3,0,3,0,0,0,18,0,4,0,0,0,0,0,0,0,5,10,47,59,53,57,46,13,0,0,288,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,14,15,50,63,56,54,45,13,0,0,300,13,7,0,3,6,12,17,16,5,74,0,0,0,0,0,0,0,0,0,3,19,58,66,60,61,60,27,21,5,381
80105112405,14,12,10,11,34,21,8,0,0,102,9,0,5,0,7,9,11,5,4,45,0,0,0,0,0,0,0,0,0,3,17,12,9,16,40,29,18,4,4,147,3,9,11,15,55,33,5,0,0,134,13,6,11,4,12,9,5,5,0,61,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,25,20,21,66,40,15,5,0,207,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,24,25,21,26,67,43,19,5,0,219,15,0,7,0,14,15,31,16,10,107,8,10,18,17,31,21,10,0,0,107,38,36,51,45,110,78,59,19,10,435
80105112406,11,21,15,16,28,27,6,0,0,122,3,0,0,0,5,16,15,8,6,58,0,0,0,0,0,0,0,0,0,5,16,29,15,21,32,41,20,14,6,189,0,12,19,23,42,30,3,0,0,126,17,35,5,4,16,16,3,0,0,100,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,13,49,28,33,59,42,9,0,0,238,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,13,52,28,33,56,46,9,0,0,240,15,3,0,0,5,24,25,25,13,114,0,0,0,0,0,0,0,0,0,8,31,58,36,28,61,76,30,26,13,363
80105112407,3,30,64,41,28,26,3,0,0,206,0,0,6,4,5,14,16,7,9,60,0,0,0,0,0,0,0,0,0,6,10,40,71,47,32,41,24,7,9,269,0,31,108,58,48,26,6,0,0,282,16,34,23,19,9,18,4,0,0,128,0,0,3,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,18,60,135,82,64,53,17,0,0,428,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,11,18,71,140,82,64,54,17,0,0,434,7,5,9,4,8,20,35,13,9,113,0,0,0,4,3,5,5,0,0,14,22,78,150,86,73,72,53,14,9,558
80105112408,4,6,6,15,20,12,4,0,0,78,3,0,0,0,0,8,11,7,4,35,0,0,4,0,0,0,0,0,0,3,7,6,13,17,24,19,12,7,4,115,0,7,21,33,24,14,4,0,0,99,8,12,0,5,5,5,3,0,0,44,0,0,4,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,19,19,33,35,24,10,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,19,33,35,24,10,0,0,157,9,0,4,3,5,9,11,16,7,62,0,0,0,0,0,0,0,0,0,4,16,22,33,40,42,28,19,16,7,227
80105112410,0,25,61,28,30,12,0,0,0,155,0,0,4,0,0,8,12,5,0,27,0,0,0,5,0,0,0,0,0,12,5,22,66,32,26,16,10,5,0,187,3,35,101,38,36,21,5,0,0,241,0,3,8,4,0,8,4,0,0,30,0,4,7,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,48,118,46,45,23,11,0,0,286,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,47,116,48,44,29,11,0,0,292,0,4,4,0,0,3,18,9,0,41,0,0,8,11,5,0,0,0,0,25,5,50,133,59,46,31,25,9,0,353
80105112411,5,15,66,31,27,16,3,0,0,164,0,4,0,0,4,19,14,10,0,57,0,0,9,0,0,0,0,0,0,8,6,20,73,32,29,33,26,15,0,231,0,30,109,51,45,28,6,0,0,261,4,8,11,12,4,16,3,0,0,63,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,33,127,65,50,43,9,0,0,336,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,40,128,65,50,47,9,0,0,343,3,4,5,0,4,26,27,19,4,85,0,0,10,0,0,3,0,0,0,18,8,47,142,62,56,76,40,16,4,448
80105112501,7,36,56,39,8,3,0,0,0,152,3,0,16,5,3,0,0,0,0,31,9,27,12,3,0,0,0,0,0,56,16,66,87,41,14,4,0,0,0,232,26,124,142,63,25,7,0,0,0,391,7,8,9,10,7,0,0,0,0,39,0,0,6,7,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,4,29,132,161,84,31,12,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,36,132,158,86,31,12,0,0,0,458,3,5,21,7,3,0,0,0,0,37,33,127,68,18,3,5,0,0,0,241,66,263,246,107,37,12,0,0,0,735
80105112502,101,174,7,7,0,0,0,0,0,289,3,9,3,0,0,0,0,0,0,19,15,18,0,0,0,0,0,0,0,33,120,200,9,7,0,0,0,0,0,342,316,495,22,6,0,3,0,0,0,846,33,70,0,0,0,0,0,0,0,99,0,11,0,0,0,0,0,0,0,11,4,11,0,0,0,0,0,0,0,20,354,584,22,6,0,3,0,0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,589,22,6,0,3,0,0,0,970,7,33,4,0,0,0,0,0,0,45,42,54,9,0,0,0,0,0,0,97,400,674,29,8,0,3,0,0,0,1125
