route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,bikes_allowed
32-10647,2023-COMBNXT-Saturday-07,72075345-2023-COMBNXT-Saturday-07,City,0,320247,1,1
40-10647,2023-COMBNXT-Saturday-07,72075346-2023-COMBNXT-Saturday-07,Fraser Loop,0,400331,1,1
40-10647,2023-COMBNXT-Saturday-07,72075347-2023-COMBNXT-Saturday-07,Fraser Loop,0,400331,1,1
40-10647,2023-COMBNXT-Saturday-07,72075348-2023-COMBNXT-Saturday-07,Fraser Loop,0,400331,1,1
42-10647,2023-COMBNXT-Saturday-07,72075349-2023-COMBNXT-Saturday-07,Fraser Loop,1,420263,1,1
42-10647,2023-COMBNXT-Saturday-07,72075350-2023-COMBNXT-Saturday-07,Fraser Loop,1,420263,1,1
42-10647,2023-COMBNXT-Saturday-07,72075351-2023-COMBNXT-Saturday-07,Fraser Loop,1,420263,1,1
41-10647,2023-COMBNXT-Saturday-07,72075352-2023-COMBNXT-Saturday-07,Fraser,1,410287,1,1
41-10647,2023-COMBNXT-Saturday-07,72075353-2023-COMBNXT-Saturday-07,Fraser,1,410287,1,1
41-10647,2023-COMBNXT-Saturday-07,72075354-2023-COMBNXT-Saturday-07,Fraser,1,410287,1,1
41-10647,2023-COMBNXT-Saturday-07,72075355-2023-COMBNXT-Saturday-07,Belconnen,0,410288,1,1
41-10647,2023-COMBNXT-Saturday-07,72075356-2023-COMBNXT-Saturday-07,Belconnen,0,410288,1,1
41-10647,2023-COMBNXT-Saturday-07,72075357-2023-COMBNXT-Saturday-07,Belconnen,0,410288,1,1
43-10647,2023-COMBNXT-Saturday-07,72075358-2023-COMBNXT-Saturday-07,Spence,1,430260,1,1
43-10647,2023-COMBNXT-Saturday-07,72075359-2023-COMBNXT-Saturday-07,Spence,1,430260,1,1
43-10647,2023-COMBNXT-Saturday-07,72075360-2023-COMBNXT-Saturday-07,Spence,1,430260,1,1
43-10647,2023-COMBNXT-Saturday-07,72075361-2023-COMBNXT-Saturday-07,Belconnen,0,430259,1,1
43-10647,2023-COMBNXT-Saturday-07,72075362-2023-COMBNXT-Saturday-07,Belconnen,0,430259,1,1
43-10647,2023-COMBNXT-Saturday-07,72075363-2023-COMBNXT-Saturday-07,Belconnen,0,430259,1,1
44-10647,2023-COMBNXT-Saturday-07,72075364-2023-COMBNXT-Saturday-07,Belconnen,0,440322,1,1
44-10647,2023-COMBNXT-Saturday-07,72075365-2023-COMBNXT-Saturday-07,Belconnen,0,440322,1,1
44-10647,2023-COMBNXT-Saturday-07,72075366-2023-COMBNXT-Saturday-07,Belconnen,0,440322,1,1
44-10647,2023-COMBNXT-Saturday-07,72075367-2023-COMBNXT-Saturday-07,Kippax,1,440282,1,1
44-10647,2023-COMBNXT-Saturday-07,72075368-2023-COMBNXT-Saturday-07,Kippax,1,440282,1,1
44-10647,2023-COMBNXT-Saturday-07,72075369-2023-COMBNXT-Saturday-07,Kippax,1,440282,1,1
45-10647,2023-COMBNXT-Saturday-07,72075370-2023-COMBNXT-Saturday-07,Kippax,1,450281,1,1
45-10647,2023-COMBNXT-Saturday-07,72075371-2023-COMBNXT-Saturday-07,Kippax,1,450281,1,1
45-10647,2023-COMBNXT-Saturday-07,72075372-2023-COMBNXT-Saturday-07,Kippax,1,450281,1,1
45-10647,2023-COMBNXT-Saturday-07,72075373-2023-COMBNXT-Saturday-07,Kippax,1,450281,1,1
45-10647,2023-COMBNXT-Saturday-07,72075374-2023-COMBNXT-Saturday-07,Belconnen,0,450278,1,1
45-10647,2023-COMBNXT-Saturday-07,72075375-2023-COMBNXT-Saturday-07,Belconnen,0,450278,1,1
45-10647,2023-COMBNXT-Saturday-07,72075376-2023-COMBNXT-Saturday-07,Belconnen,0,450278,1,1
46-10647,2023-COMBNXT-Saturday-07,72075377-2023-COMBNXT-Saturday-07,Kippax,1,460038,1,1
46-10647,2023-COMBNXT-Saturday-07,72075378-2023-COMBNXT-Saturday-07,Kippax,1,460038,1,1
46-10647,2023-COMBNXT-Saturday-07,72075379-2023-COMBNXT-Saturday-07,Kippax,1,460038,1,1
46-10647,2023-COMBNXT-Saturday-07,72075380-2023-COMBNXT-Saturday-07,Belconnen,0,460026,1,1
46-10647,2023-COMBNXT-Saturday-07,72075381-2023-COMBNXT-Saturday-07,Belconnen,0,460026,1,1
46-10647,2023-COMBNXT-Saturday-07,72075382-2023-COMBNXT-Saturday-07,Belconnen,0,460026,1,1
47-10647,2023-COMBNXT-Saturday-07,72075383-2023-COMBNXT-Saturday-07,Whitlam Denman Loop,0,470052,1,1
47-10647,2023-COMBNXT-Saturday-07,72075384-2023-COMBNXT-Saturday-07,Whitlam Denman Loop,0,470052,1,1
47-10647,2023-COMBNXT-Saturday-07,72075385-2023-COMBNXT-Saturday-07,Whitlam Denman Loop,0,470052,1,1
50-10647,2023-COMBNXT-Saturday-07,72075386-2023-COMBNXT-Saturday-07,Watson,1,500072,1,1
50-10647,2023-COMBNXT-Saturday-07,72075387-2023-COMBNXT-Saturday-07,Watson,1,500072,1,1
50-10647,2023-COMBNXT-Saturday-07,72075388-2023-COMBNXT-Saturday-07,Watson,1,500072,1,1
50-10647,2023-COMBNXT-Saturday-07,72075389-2023-COMBNXT-Saturday-07,City,0,500267,1,1
50-10647,2023-COMBNXT-Saturday-07,72075390-2023-COMBNXT-Saturday-07,City,0,500267,1,1
51-10647,2023-COMBNXT-Saturday-07,72075391-2023-COMBNXT-Saturday-07,City,0,510450,1,1
51-10647,2023-COMBNXT-Saturday-07,72075392-2023-COMBNXT-Saturday-07,City,0,510450,1,1
51-10647,2023-COMBNXT-Saturday-07,72075393-2023-COMBNXT-Saturday-07,City,0,510450,1,1
51-10647,2023-COMBNXT-Saturday-07,72075394-2023-COMBNXT-Saturday-07,Dickson,1,510449,1,1
51-10647,2023-COMBNXT-Saturday-07,72075395-2023-COMBNXT-Saturday-07,Dickson,1,510449,1,1
53-10647,2023-COMBNXT-Saturday-07,72075396-2023-COMBNXT-Saturday-07,Dickson,1,530366,1,1
53-10647,2023-COMBNXT-Saturday-07,72075397-2023-COMBNXT-Saturday-07,Dickson,1,530366,1,1
53-10647,2023-COMBNXT-Saturday-07,72075398-2023-COMBNXT-Saturday-07,Dickson,1,530366,1,1
53-10647,2023-COMBNXT-Saturday-07,72075399-2023-COMBNXT-Saturday-07,National Museum,0,530365,1,1
53-10647,2023-COMBNXT-Saturday-07,72075400-2023-COMBNXT-Saturday-07,National Museum,0,530365,1,1
53-10647,2023-COMBNXT-Saturday-07,72075401-2023-COMBNXT-Saturday-07,National Museum,0,530365,1,1
54-10647,2023-COMBNXT-Saturday-07,72075402-2023-COMBNXT-Saturday-07,Majura Park Loop,1,540318,1,1
54-10647,2023-COMBNXT-Saturday-07,72075403-2023-COMBNXT-Saturday-07,Majura Park Loop,1,540318,1,1
54-10647,2023-COMBNXT-Saturday-07,72075404-2023-COMBNXT-Saturday-07,Majura Park Loop,1,540318,1,1
55-10647,2023-COMBNXT-Saturday-07,72075405-2023-COMBNXT-Saturday-07,ADFA Loop,1,550255,1,1
55-10647,2023-COMBNXT-Saturday-07,72075406-2023-COMBNXT-Saturday-07,ADFA Loop,1,550255,1,1
55-10647,2023-COMBNXT-Saturday-07,72075407-2023-COMBNXT-Saturday-07,ADFA Loop,1,550255,1,1
55-10647,2023-COMBNXT-Saturday-07,72075408-2023-COMBNXT-Saturday-07,ADFA Loop,1,550255,1,1
56-10647,2023-COMBNXT-Saturday-07,72075409-2023-COMBNXT-Saturday-07,Fyshwick,1,560533,1,1
56-10647,2023-COMBNXT-Saturday-07,72075410-2023-COMBNXT-Saturday-07,Fyshwick,1,560533,1,1
56-10647,2023-COMBNXT-Saturday-07,72075411-2023-COMBNXT-Saturday-07,Fyshwick,1,560533,1,1
56-10647,2023-COMBNXT-Saturday-07,72075412-2023-COMBNXT-Saturday-07,City,0,560532,1,1
56-10647,2023-COMBNXT-Saturday-07,72075413-2023-COMBNXT-Saturday-07,City,0,560532,1,1
56-10647,2023-COMBNXT-Saturday-07,72075414-2023-COMBNXT-Saturday-07,City,0,560532,1,1
57-10647,2023-COMBNXT-Saturday-07,72075415-2023-COMBNXT-Saturday-07,Woden,1,570510,1,1
57-10647,2023-COMBNXT-Saturday-07,72075416-2023-COMBNXT-Saturday-07,Woden,1,570510,1,1
57-10647,2023-COMBNXT-Saturday-07,72075417-2023-COMBNXT-Saturday-07,Woden,1,570510,1,1
57-10647,2023-COMBNXT-Saturday-07,72075418-2023-COMBNXT-Saturday-07,City,0,570512,1,1
57-10647,2023-COMBNXT-Saturday-07,72075419-2023-COMBNXT-Saturday-07,City,0,570512,1,1
57-10647,2023-COMBNXT-Saturday-07,72075420-2023-COMBNXT-Saturday-07,City,0,570512,1,1
58-10647,2023-COMBNXT-Saturday-07,72075421-2023-COMBNXT-Saturday-07,City,0,580523,1,1
58-10647,2023-COMBNXT-Saturday-07,72075422-2023-COMBNXT-Saturday-07,City,0,580523,1,1
58-10647,2023-COMBNXT-Saturday-07,72075423-2023-COMBNXT-Saturday-07,City,0,580523,1,1
58-10647,2023-COMBNXT-Saturday-07,72075424-2023-COMBNXT-Saturday-07,Woden,1,580524,1,1
58-10647,2023-COMBNXT-Saturday-07,72075425-2023-COMBNXT-Saturday-07,Woden,1,580524,1,1
58-10647,2023-COMBNXT-Saturday-07,72075426-2023-COMBNXT-Saturday-07,Woden,1,580524,1,1
59-10647,2023-COMBNXT-Saturday-07,72075427-2023-COMBNXT-Saturday-07,Woden,1,590389,1,1
59-10647,2023-COMBNXT-Saturday-07,72075428-2023-COMBNXT-Saturday-07,Woden,1,590389,1,1
59-10647,2023-COMBNXT-Saturday-07,72075429-2023-COMBNXT-Saturday-07,Woden,1,590389,1,1
59-10647,2023-COMBNXT-Saturday-07,72075430-2023-COMBNXT-Saturday-07,City ANU,0,590388,1,1
59-10647,2023-COMBNXT-Saturday-07,72075431-2023-COMBNXT-Saturday-07,City ANU,0,590388,1,1
59-10647,2023-COMBNXT-Saturday-07,72075432-2023-COMBNXT-Saturday-07,City ANU,0,590388,1,1
61-10647,2023-COMBNXT-Saturday-07,72075433-2023-COMBNXT-Saturday-07,Mawson Loop,1,610290,1,1
61-10647,2023-COMBNXT-Saturday-07,72075434-2023-COMBNXT-Saturday-07,Mawson Loop,1,610290,1,1
61-10647,2023-COMBNXT-Saturday-07,72075435-2023-COMBNXT-Saturday-07,Mawson Loop,1,610290,1,1
60-10647,2023-COMBNXT-Saturday-07,72075436-2023-COMBNXT-Saturday-07,Mawson Loop,0,600231,1,1
60-10647,2023-COMBNXT-Saturday-07,72075437-2023-COMBNXT-Saturday-07,Mawson Loop,0,600231,1,1
60-10647,2023-COMBNXT-Saturday-07,72075438-2023-COMBNXT-Saturday-07,Mawson Loop,0,600231,1,1
62-10647,2023-COMBNXT-Saturday-07,72075439-2023-COMBNXT-Saturday-07,Torrens Loop,1,620227,1,1
62-10647,2023-COMBNXT-Saturday-07,72075440-2023-COMBNXT-Saturday-07,Torrens Loop,1,620227,1,1
62-10647,2023-COMBNXT-Saturday-07,72075441-2023-COMBNXT-Saturday-07,Torrens Loop,1,620227,1,1
63-10647,2023-COMBNXT-Saturday-07,72075442-2023-COMBNXT-Saturday-07,Cooleman Court,1,630391,1,1
63-10647,2023-COMBNXT-Saturday-07,72075443-2023-COMBNXT-Saturday-07,Cooleman Court,1,630391,1,1
63-10647,2023-COMBNXT-Saturday-07,72075444-2023-COMBNXT-Saturday-07,Cooleman Court,1,630391,1,1
63-10647,2023-COMBNXT-Saturday-07,72075445-2023-COMBNXT-Saturday-07,Woden,0,630392,1,1
63-10647,2023-COMBNXT-Saturday-07,72075446-2023-COMBNXT-Saturday-07,Woden,0,630392,1,1
64-10647,2023-COMBNXT-Saturday-07,72075447-2023-COMBNXT-Saturday-07,Chapman,1,640341,1,1
64-10647,2023-COMBNXT-Saturday-07,72075448-2023-COMBNXT-Saturday-07,Chapman,1,640341,1,1
64-10647,2023-COMBNXT-Saturday-07,72075449-2023-COMBNXT-Saturday-07,Chapman,1,640341,1,1
64-10647,2023-COMBNXT-Saturday-07,72075450-2023-COMBNXT-Saturday-07,Woden,0,640340,1,1
64-10647,2023-COMBNXT-Saturday-07,72075451-2023-COMBNXT-Saturday-07,Woden,0,640340,1,1
64-10647,2023-COMBNXT-Saturday-07,72075452-2023-COMBNXT-Saturday-07,Woden,0,640340,1,1
65-10647,2023-COMBNXT-Saturday-07,72075453-2023-COMBNXT-Saturday-07,Woden,0,650358,1,1
65-10647,2023-COMBNXT-Saturday-07,72075454-2023-COMBNXT-Saturday-07,Woden,0,650358,1,1
65-10647,2023-COMBNXT-Saturday-07,72075455-2023-COMBNXT-Saturday-07,Woden,0,650358,1,1
65-10647,2023-COMBNXT-Saturday-07,72075456-2023-COMBNXT-Saturday-07,Duffy,1,650359,1,1
65-10647,2023-COMBNXT-Saturday-07,72075457-2023-COMBNXT-Saturday-07,Duffy,1,650359,1,1
65-10647,2023-COMBNXT-Saturday-07,72075458-2023-COMBNXT-Saturday-07,Duffy,1,650359,1,1
66-10647,2023-COMBNXT-Saturday-07,72075459-2023-COMBNXT-Saturday-07,Cooleman Court,1,660394,1,1
66-10647,2023-COMBNXT-Saturday-07,72075460-2023-COMBNXT-Saturday-07,Cooleman Court,1,660394,1,1
66-10647,2023-COMBNXT-Saturday-07,72075461-2023-COMBNXT-Saturday-07,Cooleman Court,1,660394,1,1
66-10647,2023-COMBNXT-Saturday-07,72075462-2023-COMBNXT-Saturday-07,Cooleman Court,1,660394,1,1
66-10647,2023-COMBNXT-Saturday-07,72075463-2023-COMBNXT-Saturday-07,Woden,0,660393,1,1
66-10647,2023-COMBNXT-Saturday-07,72075464-2023-COMBNXT-Saturday-07,Woden,0,660393,1,1
66-10647,2023-COMBNXT-Saturday-07,72075465-2023-COMBNXT-Saturday-07,Woden,0,660393,1,1
70-10647,2023-COMBNXT-Saturday-07,72075466-2023-COMBNXT-Saturday-07,Tuggeranong,1,700248,1,1
70-10647,2023-COMBNXT-Saturday-07,72075467-2023-COMBNXT-Saturday-07,Tuggeranong,1,700248,1,1
70-10647,2023-COMBNXT-Saturday-07,72075468-2023-COMBNXT-Saturday-07,Tuggeranong,1,700248,1,1
70-10647,2023-COMBNXT-Saturday-07,72075469-2023-COMBNXT-Saturday-07,Tuggeranong,1,700248,1,1
70-10647,2023-COMBNXT-Saturday-07,72075470-2023-COMBNXT-Saturday-07,Woden,0,700239,1,1
70-10647,2023-COMBNXT-Saturday-07,72075471-2023-COMBNXT-Saturday-07,Woden,0,700239,1,1
70-10647,2023-COMBNXT-Saturday-07,72075472-2023-COMBNXT-Saturday-07,Woden,0,700239,1,1
71-10647,2023-COMBNXT-Saturday-07,72075473-2023-COMBNXT-Saturday-07,Woden,0,710329,1,1
71-10647,2023-COMBNXT-Saturday-07,72075474-2023-COMBNXT-Saturday-07,Woden,0,710329,1,1
71-10647,2023-COMBNXT-Saturday-07,72075475-2023-COMBNXT-Saturday-07,Woden,0,710329,1,1
71-10647,2023-COMBNXT-Saturday-07,72075476-2023-COMBNXT-Saturday-07,Tuggeranong,1,710338,1,1
71-10647,2023-COMBNXT-Saturday-07,72075477-2023-COMBNXT-Saturday-07,Tuggeranong,1,710338,1,1
71-10647,2023-COMBNXT-Saturday-07,72075478-2023-COMBNXT-Saturday-07,Tuggeranong,1,710338,1,1
72-10647,2023-COMBNXT-Saturday-07,72075479-2023-COMBNXT-Saturday-07,Tuggeranong,1,720213,1,1
72-10647,2023-COMBNXT-Saturday-07,72075480-2023-COMBNXT-Saturday-07,Tuggeranong,1,720213,1,1
72-10647,2023-COMBNXT-Saturday-07,72075481-2023-COMBNXT-Saturday-07,Tuggeranong,1,720213,1,1
72-10647,2023-COMBNXT-Saturday-07,72075482-2023-COMBNXT-Saturday-07,Woden,0,720211,1,1
72-10647,2023-COMBNXT-Saturday-07,72075483-2023-COMBNXT-Saturday-07,Woden,0,720211,1,1
72-10647,2023-COMBNXT-Saturday-07,72075484-2023-COMBNXT-Saturday-07,Woden,0,720211,1,1
73-10647,2023-COMBNXT-Saturday-07,72075485-2023-COMBNXT-Saturday-07,Woden,0,730211,1,1
73-10647,2023-COMBNXT-Saturday-07,72075486-2023-COMBNXT-Saturday-07,Woden,0,730211,1,1
73-10647,2023-COMBNXT-Saturday-07,72075487-2023-COMBNXT-Saturday-07,Woden,0,730211,1,1
73-10647,2023-COMBNXT-Saturday-07,72075488-2023-COMBNXT-Saturday-07,Tuggeranong,1,730215,1,1
73-10647,2023-COMBNXT-Saturday-07,72075489-2023-COMBNXT-Saturday-07,Tuggeranong,1,730215,1,1
73-10647,2023-COMBNXT-Saturday-07,72075490-2023-COMBNXT-Saturday-07,Tuggeranong,1,730215,1,1
73-10647,2023-COMBNXT-Saturday-07,72075491-2023-COMBNXT-Saturday-07,Tuggeranong,1,730215,1,1
74-10647,2023-COMBNXT-Saturday-07,72075492-2023-COMBNXT-Saturday-07,Chisholm Loop,0,740057,1,1
74-10647,2023-COMBNXT-Saturday-07,72075493-2023-COMBNXT-Saturday-07,Chisholm Loop,0,740057,1,1
74-10647,2023-COMBNXT-Saturday-07,72075494-2023-COMBNXT-Saturday-07,Chisholm Loop,0,740057,1,1
74-10647,2023-COMBNXT-Saturday-07,72075495-2023-COMBNXT-Saturday-07,Chisholm Loop,0,740057,1,1
75-10647,2023-COMBNXT-Saturday-07,72075496-2023-COMBNXT-Saturday-07,Chisholm Loop,1,750056,1,1
75-10647,2023-COMBNXT-Saturday-07,72075497-2023-COMBNXT-Saturday-07,Chisholm Loop,1,750056,1,1
75-10647,2023-COMBNXT-Saturday-07,72075498-2023-COMBNXT-Saturday-07,Chisholm Loop,1,750056,1,1
75-10647,2023-COMBNXT-Saturday-07,72075499-2023-COMBNXT-Saturday-07,Chisholm Loop,1,750056,1,1
76-10647,2023-COMBNXT-Saturday-07,72075500-2023-COMBNXT-Saturday-07,Woden,0,760278,1,1
76-10647,2023-COMBNXT-Saturday-07,72075501-2023-COMBNXT-Saturday-07,Woden,0,760278,1,1
76-10647,2023-COMBNXT-Saturday-07,72075502-2023-COMBNXT-Saturday-07,Woden,0,760278,1,1
76-10647,2023-COMBNXT-Saturday-07,72075503-2023-COMBNXT-Saturday-07,Tuggeranong,1,760285,1,1
76-10647,2023-COMBNXT-Saturday-07,72075504-2023-COMBNXT-Saturday-07,Tuggeranong,1,760285,1,1
76-10647,2023-COMBNXT-Saturday-07,72075505-2023-COMBNXT-Saturday-07,Tuggeranong,1,760285,1,1
77-10647,2023-COMBNXT-Saturday-07,72075506-2023-COMBNXT-Saturday-07,Tuggeranong,1,770250,1,1
77-10647,2023-COMBNXT-Saturday-07,72075507-2023-COMBNXT-Saturday-07,Tuggeranong,1,770250,1,1
77-10647,2023-COMBNXT-Saturday-07,72075508-2023-COMBNXT-Saturday-07,Tuggeranong,1,770250,1,1
77-10647,2023-COMBNXT-Saturday-07,72075509-2023-COMBNXT-Saturday-07,Woden,0,770248,1,1
77-10647,2023-COMBNXT-Saturday-07,72075510-2023-COMBNXT-Saturday-07,Woden,0,770248,1,1
77-10647,2023-COMBNXT-Saturday-07,72075511-2023-COMBNXT-Saturday-07,Woden,0,770248,1,1
78-10647,2023-COMBNXT-Saturday-07,72075512-2023-COMBNXT-Saturday-07,Richardson Loop,1,780120,1,1
78-10647,2023-COMBNXT-Saturday-07,72075513-2023-COMBNXT-Saturday-07,Richardson Loop,1,780120,1,1
78-10647,2023-COMBNXT-Saturday-07,72075514-2023-COMBNXT-Saturday-07,Richardson Loop,1,780120,1,1
79-10647,2023-COMBNXT-Saturday-07,72075515-2023-COMBNXT-Saturday-07,Calwell,1,790207,1,1
79-10647,2023-COMBNXT-Saturday-07,72075516-2023-COMBNXT-Saturday-07,Calwell,1,790207,1,1
79-10647,2023-COMBNXT-Saturday-07,72075517-2023-COMBNXT-Saturday-07,Calwell,1,790207,1,1
79-10647,2023-COMBNXT-Saturday-07,72075518-2023-COMBNXT-Saturday-07,Calwell,1,790207,1,1
79-10647,2023-COMBNXT-Saturday-07,72075519-2023-COMBNXT-Saturday-07,Tuggeranong,0,790079,1,1
79-10647,2023-COMBNXT-Saturday-07,72075520-2023-COMBNXT-Saturday-07,Tuggeranong,0,790079,1,1
79-10647,2023-COMBNXT-Saturday-07,72075521-2023-COMBNXT-Saturday-07,Tuggeranong,0,790079,1,1
80-10647,2023-COMBNXT-Saturday-07,72075522-2023-COMBNXT-Saturday-07,Tuggeranong,0,800192,1,1
80-10647,2023-COMBNXT-Saturday-07,72075523-2023-COMBNXT-Saturday-07,Tuggeranong,0,800192,1,1
80-10647,2023-COMBNXT-Saturday-07,72075524-2023-COMBNXT-Saturday-07,Tuggeranong,0,800192,1,1
80-10647,2023-COMBNXT-Saturday-07,72075525-2023-COMBNXT-Saturday-07,Lanyon,1,800282,1,1
80-10647,2023-COMBNXT-Saturday-07,72075526-2023-COMBNXT-Saturday-07,Lanyon,1,800282,1,1
80-10647,2023-COMBNXT-Saturday-07,72075527-2023-COMBNXT-Saturday-07,Lanyon,1,800282,1,1
81-10647,2023-COMBNXT-Saturday-07,72075528-2023-COMBNXT-Saturday-07,Tuggeranong,0,810123,1,1
81-10647,2023-COMBNXT-Saturday-07,72075529-2023-COMBNXT-Saturday-07,Tuggeranong,0,810123,1,1
81-10647,2023-COMBNXT-Saturday-07,72075530-2023-COMBNXT-Saturday-07,Tuggeranong,0,810123,1,1
81-10647,2023-COMBNXT-Saturday-07,72075531-2023-COMBNXT-Saturday-07,Lanyon,1,810070,1,1
81-10647,2023-COMBNXT-Saturday-07,72075532-2023-COMBNXT-Saturday-07,Lanyon,1,810070,1,1
81-10647,2023-COMBNXT-Saturday-07,72075533-2023-COMBNXT-Saturday-07,Lanyon,1,810070,1,1
54-10647,2023-COMBNXT-Saturday-07,72075534-2023-COMBNXT-Saturday-07,Majura Park Loop,1,540318,1,1
903-10647,2023-COMBNXT-Saturday-07,72075535-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075536-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075537-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075538-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075539-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075540-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075541-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075542-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075543-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075544-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075545-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075546-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075547-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075548-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075549-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075550-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075551-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075552-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075553-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075554-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075555-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075556-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075557-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
903-10647,2023-COMBNXT-Saturday-07,72075558-2023-COMBNXT-Saturday-07,Strathnairn Loop,0,9030106,1,0
3-10647,2023-COMBNXT-Sunday-06,72078065-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078066-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078067-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078068-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078069-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078070-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078071-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078072-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078073-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078074-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078075-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078076-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078077-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078078-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078079-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078080-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078081-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078082-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078083-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078084-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078085-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078086-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078087-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078088-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
3-10647,2023-COMBNXT-Sunday-06,72078089-2023-COMBNXT-Sunday-06,Spence,0,30600,1,1
