SA1_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
80101100101,0,0,0,0,0,8,0,10,0,18,0,0,3,5,8,9,0,8,0,25,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,12,7,17,0,59,0,0,0,0,0,3,0,0,0,16,0,3,4,3,0,4,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,0,10,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,16,5,7,13,0,4,0,58
80101100102,0,0,0,0,4,10,4,5,0,26,0,0,5,3,6,3,6,6,0,39,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,6,0,0,0,14,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,10,14,10,18,23,13,18,0,101,0,0,6,3,3,11,0,5,0,17,0,4,5,5,8,11,4,5,0,49,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,6,0,0,3,5,5,3,0,3,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,15,9,16,15,21,4,9,0,92
80101100103,0,0,0,0,4,4,0,8,0,16,0,3,4,4,9,16,0,7,0,42,0,3,0,6,4,0,0,3,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,9,0,0,0,0,5,0,0,0,0,3,4,12,8,8,21,24,5,25,0,108,0,0,0,0,6,6,0,5,0,19,0,11,0,7,7,7,0,6,0,42,0,0,0,0,3,3,0,0,0,4,0,9,0,0,3,6,0,0,0,17,0,3,4,0,7,0,0,0,0,19,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,3,0,17,0,0,0,0,0,0,0,0,0,3,3,20,12,14,23,24,3,15,0,117
80101100104,3,0,0,0,8,0,3,11,0,28,0,3,4,4,9,15,0,5,0,52,0,0,0,0,6,7,3,0,0,17,0,4,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,9,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,15,12,11,24,25,5,25,0,122,7,4,4,3,0,7,6,4,0,28,0,10,5,5,17,15,4,9,0,55,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,6,0,0,0,12,0,0,0,0,3,0,0,0,0,12,0,16,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,10,13,26,22,10,16,0,131
80101100105,0,0,3,0,4,7,4,10,0,29,0,11,6,0,12,22,8,10,0,55,0,3,0,0,0,4,3,5,0,14,0,0,5,0,3,5,0,0,0,10,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,5,9,0,20,11,9,17,43,13,19,5,133,3,0,3,3,3,8,3,6,0,31,3,6,15,5,10,6,4,3,0,56,0,0,0,0,0,0,0,0,0,7,0,0,4,3,4,0,0,0,0,10,0,3,4,4,5,0,0,0,0,16,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,33,16,31,20,8,5,0,138
80101100106,0,0,0,5,4,16,5,8,0,36,0,0,3,0,4,13,5,5,0,42,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,3,0,0,18,0,0,0,0,7,0,0,0,0,9,5,8,5,3,24,41,14,16,0,119,0,0,4,3,4,10,4,3,0,32,3,8,3,4,16,7,0,5,0,50,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,0,6,0,0,0,0,4,4,0,0,0,10,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,17,13,30,26,3,9,0,111
80101100201,0,0,0,3,0,5,8,3,0,16,0,3,9,0,13,14,0,0,0,37,6,0,5,0,8,3,0,0,0,23,0,5,0,0,8,0,0,0,0,12,0,0,0,0,5,0,0,0,0,13,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,12,27,3,35,31,11,4,0,131,0,0,3,0,3,4,0,0,0,10,0,6,0,5,6,7,0,0,0,26,0,0,0,0,3,0,0,0,0,3,4,8,5,7,6,0,3,0,0,28,0,4,0,0,6,0,0,0,0,7,0,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,17,22,9,24,10,0,5,0,99
80101100202,0,0,0,0,3,3,0,0,0,13,0,4,0,4,11,7,0,0,0,26,0,0,0,0,3,4,0,0,0,13,0,0,0,4,9,0,0,0,0,10,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,3,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,14,8,8,37,19,3,8,0,95,0,0,0,0,10,0,0,0,0,8,0,0,0,3,6,3,0,3,0,24,0,0,0,0,3,0,0,0,0,3,0,5,10,3,0,3,0,0,0,25,0,6,0,0,3,0,0,0,0,10,0,5,6,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,15,13,12,24,13,7,6,0,101
80101100203,0,0,0,0,21,6,4,9,0,42,0,3,3,5,36,21,3,0,0,86,0,0,0,0,10,8,5,0,0,30,0,0,0,3,0,4,0,3,0,21,0,5,3,0,15,3,4,0,0,34,0,5,4,4,9,0,0,0,0,24,0,5,0,0,6,3,0,0,0,17,0,5,5,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,26,20,17,111,49,20,23,4,271,0,3,0,0,18,6,0,4,0,35,3,10,5,5,46,26,5,7,0,96,0,0,0,0,0,0,0,0,0,10,0,6,15,9,14,6,0,0,0,54,0,6,0,0,18,8,0,0,0,36,0,7,9,0,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,4,4,34,35,21,100,55,9,17,0,268
80101100205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100208,3,0,0,0,3,6,0,4,0,16,0,3,0,5,10,20,4,3,0,41,0,0,0,0,9,3,0,0,0,17,0,0,0,0,0,0,3,3,0,12,0,0,0,0,3,0,0,0,0,10,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,7,14,11,10,28,30,8,12,0,118,0,0,0,0,5,7,3,0,0,22,0,7,8,10,17,4,5,3,0,46,0,3,0,0,0,0,0,0,0,7,0,5,6,3,0,0,0,0,0,27,0,0,6,0,6,6,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,17,19,12,33,17,11,6,0,126
80101100209,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,5,0,0,0,16,0,0,0,0,4,0,0,0,0,9,3,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,3,6,0,4,0,0,0,0,10,0,0,3,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,8,15,0,16,11,4,3,0,72,0,0,0,0,4,0,0,0,5,5,4,0,0,0,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,6,0,9,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,13,15,3,15,7,0,4,5,65
80101100210,0,0,0,0,3,0,0,5,0,15,0,0,4,0,6,10,7,0,0,23,0,0,0,0,8,5,0,0,0,12,0,0,0,0,0,4,0,0,0,10,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,10,4,27,22,11,6,3,91,0,0,3,0,4,3,0,5,0,13,0,0,4,0,12,9,5,0,0,34,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,13,0,3,4,0,4,3,0,0,0,19,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,6,17,3,27,23,4,11,0,105
80101100211,0,3,0,4,3,3,0,3,0,13,0,0,0,3,21,17,4,0,0,51,0,0,5,0,11,7,0,3,0,27,0,6,5,0,7,0,0,0,0,19,0,0,0,0,11,8,0,0,0,20,0,0,0,0,6,0,0,0,0,14,0,0,4,0,4,0,5,3,0,16,0,6,4,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,5,19,24,15,58,35,10,14,5,189,0,0,3,4,0,4,4,0,0,14,4,3,5,5,15,3,3,3,0,45,3,0,0,0,3,0,0,0,0,9,0,7,12,3,3,0,0,0,0,29,0,0,4,3,14,5,0,0,0,28,0,3,3,3,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,9,20,21,13,49,24,5,11,0,153
80101100212,0,3,0,0,4,0,3,4,0,13,0,0,3,0,9,6,7,0,0,30,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,9,11,0,19,11,4,11,0,68,0,0,0,0,4,0,0,0,0,9,0,3,0,0,7,4,3,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,15,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,12,3,15,10,4,4,0,64
80101100213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
80101100215,3,5,0,0,13,5,5,3,0,30,0,5,5,0,30,31,6,0,0,77,0,0,4,0,12,11,0,0,0,34,4,0,3,0,3,3,4,0,0,17,6,0,5,0,6,8,0,5,0,27,0,0,9,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,16,21,13,75,61,12,13,4,215,0,0,0,0,3,3,0,6,0,14,4,4,12,8,34,16,0,6,0,78,0,0,4,0,0,0,0,0,0,14,4,7,9,3,0,4,0,0,0,25,0,0,5,0,11,8,0,3,0,34,0,4,3,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5,17,34,12,62,36,11,5,0,184
80101100216,0,0,3,0,17,15,8,4,0,52,5,15,4,7,64,41,9,11,0,144,0,4,5,3,12,25,4,5,0,66,3,7,8,5,13,10,3,0,0,51,0,0,3,0,15,9,0,0,0,34,0,14,15,9,14,4,5,0,0,56,9,6,6,0,11,6,4,3,0,36,0,0,12,3,12,7,0,3,0,41,0,0,0,0,5,0,0,0,3,16,15,47,58,25,157,121,23,36,7,494,4,0,4,3,15,10,0,3,0,48,3,9,6,9,57,36,5,11,3,127,0,4,3,0,12,4,0,0,0,23,3,22,22,8,26,12,6,0,0,89,0,3,8,0,33,19,0,3,0,71,0,12,19,9,17,0,0,0,0,77,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,21,0,0,0,0,9,0,0,0,5,15,13,64,76,30,171,85,6,19,12,475
80101100217,0,0,0,0,0,6,5,0,0,13,0,0,6,0,20,12,0,0,0,44,0,0,3,0,6,7,3,0,0,20,0,4,3,0,7,4,0,0,0,20,0,0,0,0,3,0,0,0,0,12,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,20,9,10,42,34,8,3,0,134,0,0,0,0,9,0,0,0,0,10,5,0,0,6,10,10,3,4,0,39,0,0,0,0,0,0,0,0,0,3,8,0,9,7,3,0,3,5,0,31,0,0,5,0,8,4,0,0,0,18,0,4,5,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,11,0,0,0,0,4,0,0,0,0,8,8,12,17,11,36,29,10,9,4,135
80101100218,0,0,0,0,7,7,0,3,0,21,0,0,3,5,34,26,5,0,0,82,0,7,4,0,10,9,0,0,0,34,5,0,0,0,3,0,0,3,3,18,0,3,0,0,15,4,0,0,0,27,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,21,9,80,52,9,13,3,204,0,0,0,0,10,7,5,3,0,28,0,5,4,7,25,15,4,0,0,57,0,0,0,0,5,0,0,0,0,4,0,6,6,0,9,9,0,0,0,33,0,5,0,0,23,4,4,0,0,40,5,8,6,3,7,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,11,20,22,16,71,36,8,10,0,195
80101100219,0,0,0,0,7,5,0,3,0,20,0,0,0,4,27,23,3,4,0,74,0,0,0,0,4,4,5,6,0,18,0,0,4,0,7,3,0,5,0,23,0,0,3,0,11,0,0,0,0,14,0,4,3,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,5,7,10,5,60,42,10,20,4,176,0,0,0,0,6,0,3,0,0,6,0,3,5,6,20,11,4,4,0,56,0,0,0,0,3,0,0,0,0,6,0,5,8,0,0,4,0,0,0,18,0,0,0,3,11,3,0,0,0,29,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,21,16,10,41,24,13,4,0,133
80101100220,0,0,0,0,6,6,0,4,0,9,0,0,0,0,15,11,0,4,0,34,0,0,5,0,3,7,0,0,0,14,0,0,0,0,0,4,0,0,0,8,0,0,0,3,4,7,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,31,25,6,7,0,90,0,0,0,0,6,8,0,0,0,14,0,0,0,0,12,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,3,9,0,5,0,0,0,0,21,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,7,28,14,0,0,0,82
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100222,0,4,4,0,8,13,7,6,0,35,0,0,5,7,30,29,0,9,0,79,0,0,6,0,3,10,0,0,0,21,0,5,3,0,7,4,0,0,0,22,0,0,0,0,10,3,0,0,0,23,0,0,0,0,8,0,4,0,0,13,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,4,0,0,0,13,0,0,0,0,0,5,0,0,0,5,7,16,24,6,69,65,11,17,0,212,0,0,0,0,10,11,5,0,0,30,0,3,0,11,16,21,9,0,0,61,0,0,0,0,5,0,0,0,0,11,0,6,3,3,6,3,5,0,0,35,4,6,3,0,13,0,0,3,0,32,0,4,3,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,3,17,17,19,63,41,10,4,0,176
80101100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100224,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,7,0,3,0,0,0,0,4,0,0,5,0,14,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,29,16,0,5,0,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,10,4,0,3,0,0,0,0,20,0,0,0,0,4,0,0,0,0,9,0,12,8,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,34,25,0,15,3,0,0,0,73
80101100225,0,0,0,0,7,10,4,3,0,24,0,0,0,3,20,23,0,10,0,54,5,0,0,0,7,6,0,0,0,15,0,6,0,0,0,5,0,4,0,12,0,0,0,0,5,4,0,0,0,14,0,0,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,6,14,10,7,44,37,11,16,0,145,0,0,0,3,0,3,0,0,0,15,5,3,0,8,20,7,0,7,0,41,0,0,3,0,5,0,0,0,0,6,0,0,7,0,0,6,0,0,0,21,0,6,0,0,12,7,0,3,0,29,0,0,4,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,15,22,9,45,23,0,8,0,134
80101100301,0,0,4,0,9,6,6,0,0,21,5,3,4,0,25,16,3,3,0,67,0,0,0,0,6,7,4,0,0,17,0,0,4,0,0,0,0,3,0,10,0,0,0,0,10,5,0,0,0,16,0,6,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,6,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,8,20,9,47,40,12,12,6,152,0,0,0,0,3,3,0,4,0,8,0,3,0,5,17,15,5,3,0,52,0,0,0,0,0,4,0,0,0,6,0,7,8,0,3,0,0,4,0,25,0,0,5,0,9,4,0,0,0,23,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,18,21,8,42,24,4,9,4,131
80101100304,0,6,0,0,13,24,5,7,0,53,3,7,3,10,30,43,4,8,0,105,0,0,0,0,4,7,4,5,0,21,0,5,5,0,7,9,0,0,0,35,0,5,0,0,7,7,0,0,0,20,0,5,5,0,4,0,0,0,0,16,0,0,0,0,0,5,0,0,0,3,0,5,3,0,0,8,0,0,0,18,0,0,0,0,0,3,0,0,0,12,3,35,22,17,75,97,19,21,6,297,0,0,5,0,16,14,5,6,0,43,5,10,3,15,34,34,9,10,0,111,0,0,0,0,7,0,0,0,0,10,7,10,8,4,9,5,0,4,0,40,3,0,5,4,22,12,5,6,0,48,0,11,0,0,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,15,33,31,27,91,65,17,19,0,302
