SA1_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
80105106101,0,0,0,0,5,10,0,11,0,19,0,0,0,0,9,8,5,8,0,40,0,5,0,0,3,0,0,8,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,8,6,4,22,17,6,20,0,97,3,0,0,3,6,6,3,3,0,18,0,0,0,0,11,5,3,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,4,0,3,7,0,3,0,0,12,0,5,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,14,14,12,31,12,10,9,0,98
80105106102,0,0,0,0,0,7,6,3,0,25,0,0,4,0,6,14,0,0,0,28,0,0,4,0,0,0,0,6,0,11,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,10,14,4,13,26,13,12,0,90,0,0,4,4,3,8,0,4,0,20,0,8,4,0,6,7,4,8,0,43,0,0,0,0,3,0,0,0,0,4,0,4,5,0,3,4,0,0,0,18,0,3,4,0,4,3,0,0,0,16,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,17,19,7,24,24,5,13,0,107
80105106103,0,0,0,0,6,9,8,0,0,28,0,0,0,4,12,18,7,0,0,38,0,0,0,0,0,3,3,0,0,12,0,0,0,0,3,9,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,6,0,5,3,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,8,3,28,42,30,6,0,121,0,0,0,0,11,11,4,0,0,30,7,8,9,6,18,16,8,0,0,65,0,0,0,0,0,0,0,0,0,4,4,4,6,0,6,0,0,0,0,14,0,0,9,0,6,0,0,0,0,24,0,3,4,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,23,19,14,44,29,11,7,4,161
80105106106,0,0,0,0,0,5,0,0,0,10,0,4,3,3,6,14,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,10,6,21,6,5,0,69,4,0,0,0,7,5,3,0,0,21,0,5,0,0,7,6,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,5,3,4,0,0,0,0,12,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,8,19,16,9,5,0,82
80105106107,0,0,0,0,0,0,0,3,0,5,3,6,0,0,10,8,3,7,0,36,0,0,0,4,0,3,0,0,0,9,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,11,7,8,15,22,6,16,0,84,0,0,4,0,6,5,0,0,0,21,0,4,6,7,8,10,4,0,0,40,0,0,0,0,0,0,0,0,0,3,0,9,7,4,0,0,0,0,0,16,3,4,4,0,4,0,0,0,0,21,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23,12,16,22,14,4,12,0,106
80105106108,0,4,4,0,0,8,4,5,0,29,0,0,3,5,18,8,3,6,0,41,0,0,0,3,0,4,0,0,0,10,0,13,4,0,0,0,0,0,0,15,0,0,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,7,0,3,0,6,0,8,0,22,0,0,0,0,0,0,0,0,5,5,3,23,16,18,31,29,7,21,4,144,0,0,3,3,4,3,4,3,0,24,0,11,12,3,9,13,3,3,0,51,0,0,0,0,0,0,0,0,0,4,0,11,6,0,0,3,0,0,0,20,0,3,3,0,5,0,0,0,0,15,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,3,0,17,0,0,0,0,0,0,0,0,0,0,4,25,28,13,24,23,11,9,0,135
80105106109,3,0,4,0,4,10,3,6,0,25,0,4,4,6,11,10,9,4,0,40,4,3,0,0,0,4,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,10,0,4,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,5,0,3,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,16,12,7,20,26,15,13,0,114,0,0,8,3,3,3,4,6,0,29,0,7,8,11,18,8,0,7,0,51,0,5,0,0,0,0,0,0,0,5,3,10,4,0,0,6,0,0,0,17,0,3,3,0,3,0,0,0,0,12,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,21,16,13,32,19,5,12,0,126
80105106110,0,0,0,0,0,3,5,7,0,20,0,0,0,3,5,11,0,7,0,35,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,13,6,4,22,26,7,20,0,98,3,0,0,3,3,5,0,3,0,28,7,9,3,3,12,9,3,3,0,48,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,4,0,8,0,0,0,0,18,0,9,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,24,16,13,31,16,6,4,3,120
80105106111,0,0,0,0,0,3,0,3,0,10,5,0,0,0,10,13,0,6,0,33,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,8,7,16,26,3,13,4,73,0,0,3,3,5,8,0,0,0,23,0,0,8,0,3,5,6,0,0,30,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,21,15,10,10,18,8,0,0,88
80105106112,0,0,0,6,0,0,4,3,0,19,0,3,4,0,8,16,4,4,0,41,0,3,0,0,6,3,4,0,0,11,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,9,20,7,12,19,7,5,0,94,0,0,3,5,6,4,3,0,0,20,0,4,7,3,7,8,6,0,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,3,0,0,0,13,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,15,11,9,20,11,7,8,0,85
80105106113,0,0,0,0,3,6,5,3,0,9,3,0,0,0,13,11,4,8,0,41,0,0,0,0,5,5,0,0,0,15,0,8,0,4,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,10,0,4,34,18,6,12,7,92,0,0,0,0,5,12,4,0,0,19,0,6,3,0,16,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,14,0,0,5,0,6,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,12,11,8,29,20,5,0,0,101
80105106114,4,0,0,0,14,4,3,3,0,34,0,3,6,0,28,15,4,5,0,71,3,0,4,0,9,10,0,0,0,26,0,0,0,3,7,0,0,0,0,19,0,0,0,0,9,3,0,0,0,21,0,5,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,8,4,4,0,0,6,5,0,3,0,19,0,0,0,0,0,0,0,0,0,3,7,17,12,13,75,44,13,13,0,201,6,0,3,0,10,7,0,4,0,40,0,4,6,3,42,15,3,4,0,94,0,0,0,0,4,0,0,0,0,4,6,13,0,0,9,8,0,0,0,27,0,3,0,5,18,4,0,5,0,28,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,12,27,12,16,80,40,13,13,0,210
80105106116,0,0,0,0,13,6,6,3,0,32,0,0,0,0,22,16,5,4,0,55,3,3,3,0,9,6,7,3,0,39,0,0,0,4,10,0,0,0,0,27,0,0,6,4,9,0,0,0,0,13,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,15,0,0,0,0,3,5,0,0,4,12,9,11,17,13,76,42,17,23,6,202,3,0,0,5,23,9,3,3,0,43,5,4,3,10,25,14,5,3,0,76,0,0,3,0,0,0,4,0,0,7,4,8,6,5,5,0,4,0,0,25,3,0,0,4,11,9,0,0,0,28,0,3,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,16,29,23,63,34,15,11,0,208
80105106117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106119,3,0,0,0,3,12,6,11,0,32,0,4,3,3,11,16,3,3,0,43,0,0,0,0,10,3,0,0,0,13,0,3,3,0,0,0,0,0,0,12,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,5,27,39,7,9,0,115,0,0,3,0,6,8,9,6,0,34,5,3,8,3,9,14,5,3,0,47,0,0,0,0,0,0,0,4,0,9,0,10,0,0,0,0,0,0,0,12,4,0,0,0,6,3,0,0,0,18,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,20,19,5,26,31,13,15,0,133
80105106120,3,0,0,0,13,15,9,0,0,51,4,0,0,3,23,37,5,12,0,80,0,0,0,0,9,5,0,4,0,18,0,0,3,0,0,4,3,0,0,7,0,0,0,0,3,9,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,10,13,17,9,52,65,15,18,0,193,4,0,0,4,13,11,3,10,0,47,0,3,9,13,38,30,0,6,0,101,0,0,0,0,4,9,4,0,0,11,0,8,9,4,3,5,0,4,0,21,0,3,0,4,12,6,0,4,0,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,17,16,21,71,57,14,17,0,227
80105106121,0,0,0,0,0,10,8,8,0,25,3,0,0,0,7,7,0,7,0,31,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,17,25,5,15,0,76,4,3,0,0,0,0,4,3,0,21,3,8,3,6,3,5,5,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,3,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,9,3,13,14,5,12,0,77
80105112301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112401,0,0,0,0,4,7,3,9,0,31,3,10,9,5,20,17,3,10,0,72,0,0,0,0,0,8,0,0,0,12,0,6,4,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,9,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,25,16,16,39,44,7,19,0,161,3,0,0,0,4,7,4,11,0,22,0,4,0,5,8,11,0,5,0,40,0,3,0,0,0,0,0,0,0,8,0,3,8,0,0,5,0,3,0,17,0,5,3,0,11,7,0,7,0,31,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,21,19,9,26,25,6,19,0,140
80105112402,0,0,0,5,4,8,10,0,0,32,0,4,3,0,10,18,4,9,0,50,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,10,12,9,25,34,20,15,0,118,0,0,0,0,0,9,5,9,0,30,5,8,4,7,10,10,9,6,0,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,5,0,0,0,6,0,0,0,10,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,8,11,22,26,14,17,0,117
80105112403,0,0,0,0,7,7,5,14,0,39,0,3,0,6,12,7,3,11,0,46,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,23,11,0,22,19,11,31,0,126,0,0,5,0,7,6,0,12,0,32,0,6,4,5,6,9,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,12,0,3,4,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,16,14,18,16,4,18,0,112
80105112404,3,4,0,0,6,9,9,9,0,36,0,9,0,0,19,21,0,4,0,59,0,0,0,0,4,0,0,0,0,7,0,0,4,0,0,6,0,0,0,10,0,0,4,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3,10,14,16,6,35,44,11,20,5,151,0,0,0,0,8,9,5,10,0,38,0,4,11,4,9,8,9,4,0,40,0,6,0,0,4,0,0,0,0,8,0,4,3,0,0,3,0,0,0,12,0,6,6,0,6,4,0,0,0,28,0,5,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,7,19,21,10,30,24,14,12,0,135
80105112405,0,0,0,0,0,8,4,14,0,30,4,4,0,0,5,22,5,6,0,38,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,9,0,0,0,0,8,0,0,5,0,12,0,5,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,6,15,5,4,20,36,8,24,0,111,0,0,0,0,3,7,3,5,0,27,3,3,4,4,5,4,4,6,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,14,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,23,8,6,14,16,10,16,0,95
80105112406,0,0,0,0,6,11,4,10,0,40,0,6,6,5,3,3,7,12,0,35,0,0,0,0,0,5,0,0,0,9,0,9,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,8,8,18,7,7,11,21,14,28,4,115,3,5,4,0,3,3,4,3,0,28,3,4,7,4,8,12,7,4,0,39,0,0,4,0,4,0,0,0,0,5,0,11,4,0,0,3,0,0,0,26,0,4,0,4,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,28,21,9,19,21,10,7,0,121
80105112407,3,0,3,3,7,12,16,17,0,58,0,8,7,11,20,33,3,12,0,90,0,5,3,0,5,3,0,0,0,18,0,8,7,0,0,6,0,0,0,28,0,0,4,0,8,3,0,0,0,15,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,24,22,13,41,62,18,31,0,226,0,0,0,0,3,9,10,10,0,41,5,14,3,3,23,24,3,13,0,84,0,0,0,0,0,3,0,0,0,4,0,3,3,0,4,3,0,0,0,13,0,3,4,4,6,4,3,3,0,33,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,35,21,12,32,44,16,32,0,202
80105112408,0,0,0,0,3,0,3,9,0,16,0,0,3,3,10,9,3,0,0,28,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,5,8,3,18,13,4,12,0,79,4,0,0,0,0,6,3,5,0,21,0,0,7,0,3,11,0,3,0,38,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,3,0,0,3,4,0,0,0,10,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,0,12,18,4,13,0,78
80105112410,0,0,0,0,6,10,8,12,0,41,0,4,3,5,11,20,0,9,0,52,0,0,0,0,0,4,0,4,0,5,0,0,0,0,6,8,5,5,0,11,0,0,0,0,5,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,4,5,5,33,44,19,30,0,138,3,0,0,3,11,13,7,11,0,54,3,4,3,0,11,21,4,7,0,55,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,7,6,0,4,0,10,6,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,7,3,34,42,12,28,0,150
80105112411,0,3,5,0,11,10,9,15,0,48,0,4,4,4,30,22,3,8,0,71,0,0,0,0,5,0,5,0,0,7,0,0,0,0,0,9,0,0,0,8,0,0,0,0,5,10,0,0,0,14,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,4,6,9,6,49,52,15,30,0,175,3,0,0,0,0,5,5,10,0,38,3,0,6,3,23,17,0,6,0,65,0,0,3,0,4,0,0,0,0,3,0,4,3,3,5,0,0,0,0,17,0,0,5,3,14,7,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,13,17,10,45,34,7,21,0,160
