SA1_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
80105112501,21,97,96,47,21,5,0,0,0,282,3,5,4,0,0,0,0,0,0,10,0,0,3,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,23,101,104,49,25,5,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,101,102,49,25,5,0,0,0,306,4,4,0,0,0,0,0,0,0,10,28,92,47,13,3,0,0,0,0,187,55,200,154,61,24,11,0,0,0,508,4,31,46,25,4,0,0,0,0,110,8,5,3,7,0,0,0,0,0,26,0,0,8,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,36,56,33,8,3,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
80105112502,220,359,18,0,0,3,0,0,0,597,26,39,0,0,0,0,0,0,0,63,0,6,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,12,255,407,18,0,0,3,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,410,18,0,0,3,0,0,0,687,0,28,6,0,0,0,0,0,0,32,25,39,4,0,0,0,0,0,0,66,276,473,21,5,0,3,0,0,0,780,92,145,9,7,0,0,0,0,0,250,6,31,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,101,174,7,7,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112701,0,0,15,0,14,8,0,0,0,36,3,10,8,0,5,3,0,0,0,24,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,25,7,12,13,0,0,0,65,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,5,0,0,0,12,3,8,30,11,17,13,0,0,0,84,6,0,4,11,16,19,16,4,0,71,4,0,5,7,7,6,0,0,0,33,10,14,37,23,36,35,17,10,0,182,0,3,3,0,11,4,0,0,0,27,0,7,6,0,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,15,10,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112702,0,21,55,24,18,10,4,0,0,124,0,11,11,0,4,0,0,0,0,30,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,31,70,25,18,17,8,0,0,168,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,6,0,31,70,26,18,19,8,0,0,177,0,3,5,4,0,0,5,4,3,36,0,0,5,0,0,0,0,0,0,8,0,40,83,33,22,18,11,7,3,221,0,7,49,16,13,6,0,0,0,90,0,11,7,5,6,3,3,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,20,59,23,8,9,6,0,0,130,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
80105112703,0,7,31,22,14,22,7,0,0,106,3,9,11,0,3,6,9,0,0,40,0,0,4,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,20,41,27,18,29,16,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,43,27,18,29,16,0,0,160,4,5,0,6,0,6,11,15,6,52,0,0,3,0,0,0,3,0,0,9,14,26,46,30,20,39,31,16,6,227,0,17,22,14,10,16,6,0,0,80,6,24,8,3,5,5,4,0,0,59,0,0,4,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,38,33,20,20,33,11,0,0,155,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3
80105112704,0,6,13,5,12,19,9,0,0,57,3,3,0,0,0,0,5,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,16,7,12,19,8,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,7,12,19,7,0,0,88,6,0,0,0,0,7,13,17,0,41,0,0,0,0,0,4,0,4,0,7,12,15,15,10,14,30,20,12,0,132,0,3,0,8,7,9,0,0,0,28,4,4,0,3,4,11,4,0,0,33,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,7,6,16,15,23,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
80105112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106201,0,3,6,10,14,9,0,0,0,47,0,0,0,0,0,3,3,6,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,18,12,16,4,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,12,18,4,6,0,70,0,0,0,0,4,6,23,29,30,95,0,0,0,0,0,0,0,0,0,4,4,3,11,17,16,24,25,29,25,164,0,5,12,16,11,14,0,0,0,55,0,3,4,4,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,12,24,14,17,5,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
80106106202,0,6,20,26,23,23,4,0,0,105,3,5,3,0,0,6,8,7,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,23,23,29,29,13,3,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,23,23,29,29,13,3,0,142,8,0,0,4,3,3,18,9,3,45,0,0,5,0,0,0,0,0,0,9,16,12,26,30,34,35,34,16,5,197,0,6,8,15,26,11,9,0,0,74,10,4,3,6,20,7,0,7,0,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,9,15,19,44,23,9,7,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
80106106203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106204,0,3,22,22,13,9,0,0,0,61,3,4,0,4,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,24,22,16,8,7,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,24,22,16,8,7,3,0,83,3,0,0,0,0,3,8,10,0,29,5,0,0,0,5,0,0,0,0,8,4,4,24,28,15,15,11,15,0,121,0,4,4,15,15,10,5,0,0,56,7,0,0,8,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,8,13,25,21,9,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
80106106205,0,8,20,33,34,21,4,0,0,116,4,5,6,3,3,0,0,0,0,19,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,10,25,40,39,23,4,0,0,144,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,6,15,25,40,37,25,4,0,0,147,7,0,0,0,0,3,11,8,3,46,0,0,0,0,0,0,0,0,0,9,12,12,27,40,42,30,17,12,3,200,0,6,18,21,17,10,0,0,0,76,3,6,12,10,5,8,5,0,0,51,0,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,11,28,38,26,16,11,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
80106106206,0,3,0,12,16,9,0,0,0,51,4,0,0,0,5,3,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,17,14,13,5,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,17,14,13,5,3,0,70,4,0,0,0,0,11,5,6,7,32,0,0,0,0,0,0,0,0,0,0,13,8,7,17,19,23,12,9,7,107,0,0,9,6,7,6,4,0,0,38,6,0,0,6,3,5,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,11,12,20,18,9,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106207,0,3,9,21,21,19,3,0,0,76,0,5,0,0,5,0,3,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,9,24,21,23,9,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,24,21,23,9,0,0,98,4,0,0,0,0,6,11,10,4,39,0,0,0,0,0,0,0,0,0,4,8,15,13,24,24,31,20,10,4,144,0,0,7,19,15,8,3,0,0,57,6,6,6,3,4,0,6,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,6,16,24,23,11,5,0,0,96,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
80106106208,0,0,0,8,27,9,0,0,0,53,0,9,0,0,0,4,0,3,0,18,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,6,17,23,14,0,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,12,6,17,23,15,0,3,0,82,4,4,0,0,0,3,9,6,0,26,0,4,0,0,4,4,0,0,0,15,6,9,8,17,36,27,13,10,0,118,0,6,0,13,14,5,0,0,0,50,7,4,0,3,8,0,4,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,3,26,26,15,5,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
80106106209,0,4,5,5,21,9,5,0,0,54,8,0,0,0,0,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,8,21,18,13,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,8,21,18,13,0,0,83,4,0,0,0,0,3,11,7,4,35,0,5,0,0,0,0,0,0,0,5,16,10,13,10,23,20,21,9,4,126,0,11,4,7,25,8,0,0,0,46,7,3,7,0,5,9,0,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,17,8,12,23,15,5,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106301,0,13,90,38,51,37,17,4,0,246,7,11,5,3,3,3,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,25,95,45,57,47,26,7,0,297,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,0,10,8,25,95,45,57,48,26,7,0,306,4,0,0,3,0,7,28,18,9,73,0,0,3,0,0,8,0,4,0,18,17,23,97,46,63,56,53,28,9,394,0,15,88,47,38,24,8,0,0,225,0,6,8,9,3,18,8,0,0,58,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,4,14,105,63,53,44,17,0,0,300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
80106106302,0,0,8,5,17,7,4,0,0,47,0,4,0,0,0,5,5,5,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,8,20,20,5,5,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,8,20,18,5,3,0,70,5,0,0,0,0,0,4,7,0,19,0,0,0,0,0,0,0,0,0,0,5,11,8,8,20,25,14,12,0,91,0,0,4,6,14,7,0,0,0,27,3,0,0,4,8,9,4,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,9,13,20,11,8,0,0,65,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3
80106106303,0,3,13,18,21,15,6,0,0,78,5,0,8,3,4,4,3,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,15,21,25,24,9,4,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,21,25,24,9,4,0,111,8,4,0,0,6,4,17,15,3,54,0,0,0,0,0,0,0,0,0,0,7,7,20,25,28,30,26,21,3,165,0,0,11,10,14,12,0,0,0,55,3,3,3,7,8,8,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,20,25,20,3,0,0,90,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4
80106106304,0,0,0,0,17,12,5,0,0,54,3,0,3,0,3,4,8,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,5,6,23,19,12,4,0,81,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,8,11,5,6,23,19,12,4,0,80,9,0,0,0,0,3,7,6,0,23,0,0,0,0,0,0,0,0,0,4,16,14,11,6,23,21,19,8,3,119,0,8,6,6,13,13,0,0,0,39,3,0,4,0,7,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,12,19,17,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106401,0,6,34,11,10,8,7,0,0,85,0,0,3,5,0,0,10,0,0,27,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,44,17,13,10,15,0,0,113,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,4,10,49,18,16,16,17,0,0,125,3,0,0,0,4,5,3,4,0,24,0,5,0,0,0,0,0,0,0,4,6,8,47,18,20,19,20,4,0,147,0,6,37,22,7,8,0,0,0,74,0,4,7,6,0,4,0,0,0,13,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,42,23,5,14,0,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
80106106402,0,7,15,12,35,28,4,0,0,103,8,10,0,0,4,6,9,0,0,43,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,12,17,20,20,38,37,13,5,0,161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,18,15,20,18,38,37,13,5,0,164,6,0,0,0,3,12,16,11,4,63,0,0,0,0,0,3,0,4,0,11,23,22,19,18,48,52,28,19,4,233,0,0,11,13,29,17,0,0,0,73,11,7,0,8,16,6,7,0,0,59,4,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,8,15,22,47,28,8,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
80106106403,0,3,16,10,17,11,3,0,0,62,3,0,0,4,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,20,10,19,14,8,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,27,10,19,14,8,0,0,84,0,0,3,0,0,3,15,14,15,51,0,0,0,0,0,0,0,0,0,0,4,4,27,10,19,22,24,14,20,138,0,5,20,8,16,7,0,0,0,54,4,0,4,5,4,5,4,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,27,14,17,19,5,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
80106106405,0,0,32,35,38,24,3,0,0,138,3,3,3,3,4,8,8,0,0,38,3,0,0,3,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,14,10,35,39,47,30,7,9,0,183,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,13,10,36,39,47,30,7,7,0,195,12,0,7,0,5,16,32,34,4,100,0,0,0,4,0,3,0,0,0,8,26,8,42,43,49,48,41,37,3,300,0,3,29,33,28,17,5,0,0,110,6,3,0,6,9,10,3,0,0,57,3,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,8,37,43,37,37,7,0,0,182,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9
80106106407,0,0,8,12,21,8,0,0,0,53,8,6,0,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,5,9,12,26,20,5,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,12,26,20,5,0,0,81,8,0,0,0,0,10,8,0,3,30,0,0,0,0,0,0,0,0,0,0,16,8,9,12,26,22,11,3,3,114,0,0,4,15,22,7,0,0,0,42,3,4,0,3,7,9,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,12,27,15,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
