SA1_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
80104104702,0,5,0,4,0,18,4,0,13,0,3,0,21,0,0,0,0,0,3,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,22,11,44,24,30,3,130
80104104703,0,14,4,0,0,30,5,0,3,3,3,0,15,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,50,11,81,32,32,0,212
80104104704,0,5,0,3,0,11,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,23,5,32,13,18,4,101
80104104705,0,6,0,0,0,18,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,28,9,55,28,39,0,158
80104104706,0,8,0,0,0,13,5,3,12,3,0,0,23,0,0,0,0,0,0,4,0,0,0,0,7,0,9,0,0,3,0,0,0,4,34,10,51,23,30,0,147
80104104707,0,4,0,0,0,6,3,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,32,17,13,0,89
80104104708,3,3,3,4,0,20,0,4,8,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,27,9,38,20,29,3,135
80104104709,0,4,0,0,0,13,3,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,3,34,18,11,4,88
80104104710,0,11,4,0,0,21,3,0,5,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,0,0,4,28,16,85,28,22,0,177
80104104711,3,12,0,5,0,30,9,0,8,0,5,0,27,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,4,55,4,64,19,52,5,197
80104104712,0,5,4,0,0,10,0,0,3,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,17,6,33,14,31,0,99
80104104713,0,13,5,3,0,25,4,0,9,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,31,11,61,31,40,0,169
80104104714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104715,0,3,4,0,0,10,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,23,4,33,20,15,0,103
80104104716,0,10,0,0,0,18,6,0,6,6,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,33,14,64,27,24,4,167
80104104717,0,9,3,5,0,20,6,0,3,8,4,0,23,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,45,11,74,38,54,4,230
80104104718,4,11,0,4,0,21,4,0,9,0,3,0,14,0,0,3,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,38,9,72,36,39,0,203
80104104719,4,8,0,0,0,18,5,0,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,31,11,58,24,28,6,160
80104104801,6,10,0,3,0,24,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,51,22,25,3,148
80104104802,0,3,0,5,0,21,6,3,15,10,5,0,33,4,0,0,0,0,0,6,0,0,0,0,7,0,7,3,0,5,0,0,0,8,35,15,68,34,60,11,228
80104104803,0,14,5,0,0,19,0,0,3,0,0,0,11,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,11,33,12,60,24,22,0,153
80104104804,0,11,0,8,0,25,3,0,5,3,7,0,16,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,65,25,26,0,153
80104104805,5,13,0,3,0,25,9,4,9,3,4,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,30,10,84,23,37,3,188
80104104806,3,4,0,0,0,12,0,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,19,7,54,26,34,10,147
80104104807,0,6,3,0,0,17,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,29,4,47,17,22,4,121
80104104808,4,8,0,0,0,17,0,0,3,5,0,0,12,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,29,10,40,22,30,4,136
80104104809,4,13,4,0,0,20,4,0,4,0,0,0,12,0,0,0,0,0,0,7,0,0,8,3,4,0,10,0,0,0,0,0,0,6,32,10,57,23,42,10,182
80104104810,0,6,5,5,0,18,0,0,3,0,4,0,9,0,0,0,0,0,0,0,5,0,0,0,6,0,3,0,0,0,0,0,0,0,23,7,38,14,32,0,117
80104104811,6,7,0,7,0,20,3,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,21,8,52,18,21,8,128
80104104812,5,7,0,3,0,17,3,0,11,3,9,0,34,0,0,0,0,0,0,4,3,0,0,4,0,0,8,0,0,0,0,0,0,4,42,16,67,43,54,7,223
80104104813,3,3,0,0,0,17,7,3,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,44,5,24,0,107
80104104814,0,7,0,0,0,22,9,5,12,9,10,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,40,11,60,33,64,8,216
80104111601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111801,5,14,0,4,0,32,10,4,28,10,10,0,59,0,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,5,4,0,0,4,69,10,112,46,70,6,305
80104111803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111901,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
80104112001,0,10,0,0,0,14,9,6,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,8,0,10,5,0,0,0,0,0,5,32,4,56,29,31,7,163
80104112003,5,9,0,6,0,23,6,0,18,5,8,0,33,0,0,0,0,3,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,6,57,16,79,34,47,8,236
80104112005,0,12,3,0,0,26,0,0,14,6,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,47,15,73,29,25,3,193
80104112006,0,5,0,0,0,7,7,0,19,0,5,0,30,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,6,68,6,70,35,38,4,223
80104112007,0,4,3,4,0,14,3,0,12,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,3,8,37,8,66,24,21,6,166
80104112008,0,12,0,5,0,21,8,0,16,3,6,0,32,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,0,0,33,9,74,23,40,0,173
80104112009,3,19,0,3,0,32,10,0,16,5,8,0,36,3,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,9,52,7,98,25,40,3,229
80104112010,3,13,0,0,0,19,4,0,12,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,57,5,69,34,26,3,189
80104112011,4,5,0,0,0,12,4,4,11,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,61,16,14,0,152
80104112012,3,10,0,5,0,19,7,0,9,9,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,49,10,67,30,38,0,203
80104112013,4,10,4,0,0,21,7,0,18,0,0,0,25,0,0,3,0,0,0,3,0,0,0,0,5,0,5,0,0,3,0,0,0,7,48,7,84,31,25,6,198
80104112014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112015,0,11,0,0,0,16,0,3,12,8,0,0,32,0,0,0,0,0,0,4,0,0,0,0,4,0,9,0,0,0,0,0,0,3,32,10,87,38,37,7,206
80104112102,0,4,6,0,0,9,11,0,6,4,4,0,28,0,0,0,0,0,0,6,0,0,0,3,0,0,6,0,0,5,6,0,0,7,30,5,58,24,19,3,136
80104112103,0,0,0,3,0,6,0,0,10,4,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,5,23,13,10,0,59
80104112104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112105,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,5,0,0,23
80104112106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9
80104112107,0,13,0,0,0,21,8,0,18,9,6,0,35,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,67,8,84,30,32,5,229
80104112108,0,4,0,3,0,10,4,0,3,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,41,4,46,28,26,3,157
80104112109,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,13
80104112110,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,6,3,0,34
80104112111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112114,0,3,0,4,0,12,10,0,13,3,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,58,9,59,25,31,10,191
80104112115,0,3,0,0,0,11,6,0,10,3,0,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,9,40,10,51,22,7,8,127
80104112202,0,3,3,7,0,22,5,0,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,8,49,11,59,23,37,5,184
80104112203,0,3,0,0,0,9,4,0,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,8,40,8,11,3,95
80104112204,0,8,0,0,0,26,13,0,12,0,0,0,29,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,7,71,7,59,18,20,8,193
80104112205,0,0,0,0,0,7,5,0,15,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,47,4,34,21,22,6,131
80104112206,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,6,0,4,23
80104112207,0,3,0,0,0,4,9,0,7,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,4,30,11,4,3,74
80104112208,4,8,0,0,0,18,10,0,16,6,0,0,25,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,4,73,12,72,24,19,6,202
80104112209,0,4,5,0,0,21,4,0,11,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,62,5,55,26,21,9,176
80105104901,3,50,5,11,7,120,3,0,7,0,4,0,14,0,0,7,0,6,0,15,0,0,4,3,3,0,7,0,0,0,0,0,0,0,87,5,127,20,45,11,294
80105104902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105001,0,10,0,0,0,20,3,0,5,7,0,0,7,0,0,3,0,0,0,6,6,0,5,0,0,0,3,0,0,0,0,0,0,0,67,19,68,18,17,0,188
80105105002,4,6,0,0,0,22,0,0,3,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,4,59,18,49,7,3,5,147
80105105003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105004,0,8,0,0,0,6,3,0,0,0,0,0,3,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,13,36,6,10,4,103
80105105005,4,8,0,0,0,25,6,0,11,4,0,3,18,3,0,4,0,0,0,9,3,0,0,0,0,0,3,0,0,4,0,0,0,4,61,14,90,20,20,3,217
80105105006,0,4,0,0,0,17,0,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,3,28,12,72,11,15,0,145
80105105007,0,4,3,0,0,17,4,0,3,0,4,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,4,0,0,0,4,35,9,46,8,12,0,116
80105105008,0,3,0,0,0,10,6,0,3,0,4,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,33,4,8,3,94
80105105011,0,6,0,0,0,29,9,0,7,5,0,5,25,3,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,88,27,89,16,21,7,251
80105105012,8,9,0,0,0,30,4,4,4,0,0,0,19,0,0,6,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,69,19,72,11,17,8,196
80105105013,3,5,0,0,0,29,0,4,8,0,0,0,9,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,70,12,95,22,22,0,221
80105105014,4,12,4,0,0,21,8,0,10,0,0,0,15,0,0,4,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,46,16,58,21,11,4,146
80105105015,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,0,4,4,38
80105105016,0,3,0,0,0,9,0,0,4,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,45,0,7,0,90
80105105017,0,3,0,0,0,16,0,0,0,0,0,0,7,0,0,5,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,33,16,55,8,5,5,114
80105105018,3,8,0,0,0,17,3,0,4,0,0,0,8,0,0,3,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,26,3,39,9,11,0,86
80105105101,0,9,4,0,0,34,15,0,13,3,3,0,28,4,0,3,0,0,0,5,5,0,0,0,0,0,11,3,0,0,0,3,0,3,126,13,158,19,24,9,354
80105105102,5,4,0,0,0,19,4,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,50,17,92,9,18,0,192
80105105105,0,28,0,0,0,66,16,0,14,5,4,0,39,3,0,0,0,0,0,9,4,0,4,3,8,0,23,0,0,0,0,0,4,8,206,45,313,58,57,11,694
80105105109,3,15,4,0,0,55,8,3,14,7,0,0,28,7,0,10,0,0,0,12,0,0,3,0,0,0,11,0,0,8,0,0,4,12,135,38,211,31,20,12,452
80105105110,0,8,0,0,0,17,3,0,3,0,0,0,6,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,62,8,12,0,142
80105105111,0,12,0,0,0,31,3,0,14,0,0,0,26,0,0,3,0,0,0,10,6,0,0,0,0,0,11,0,0,0,0,0,0,0,94,26,187,13,16,0,341
80105105112,0,0,0,0,0,8,4,0,3,0,0,0,8,0,0,4,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,31,16,42,8,16,0,126
80105105113,0,3,0,0,0,21,4,0,4,4,0,0,16,3,0,0,0,0,0,7,0,0,3,0,0,0,7,0,0,3,0,0,0,3,65,19,90,7,11,8,196
80105105114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105115,0,9,0,0,0,22,8,0,8,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,5,82,19,104,31,18,5,252
80105105116,0,0,0,0,0,7,10,0,5,3,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,14,116,10,10,5,219
80105105117,3,6,0,0,0,20,0,0,5,0,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,3,0,0,0,3,48,17,79,16,19,3,172
80105105118,3,8,0,0,0,23,4,0,7,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,70,24,121,7,9,0,235
80105105119,0,7,0,0,0,20,5,0,3,0,3,0,13,0,0,0,0,0,0,3,0,0,3,0,3,0,5,0,0,0,0,0,0,3,80,16,125,17,25,9,270
80105105120,3,11,0,5,0,31,9,6,9,0,0,0,24,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,4,110,39,182,25,38,7,410
80105105301,0,22,0,0,0,60,7,0,21,0,0,0,40,0,0,0,0,0,0,6,0,0,5,0,0,0,12,0,0,0,0,0,0,8,142,27,201,19,26,14,421
80105105302,0,5,0,0,0,27,8,0,12,0,0,0,17,6,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,4,100,27,126,18,19,0,288
80105105305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105306,0,8,0,4,0,18,7,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,46,14,80,19,17,0,176
80105105307,0,4,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,3,4,0,0,0,0,0,6,16,0,30,8,15,7,70
80105105308,0,16,0,0,4,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,28,5,11,8,64
80105105311,6,4,0,3,0,30,5,0,4,0,0,0,7,0,0,0,0,4,0,3,0,0,0,0,4,0,7,0,0,3,0,0,3,10,81,10,86,9,24,7,212
80105105312,0,6,0,0,0,27,3,0,16,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,0,4,7,110,27,129,32,22,9,321
80105105313,0,6,0,0,0,16,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5,82,11,103,14,15,4,236
80105105314,0,15,5,3,0,43,9,0,12,0,0,0,26,0,0,6,0,0,0,7,5,0,0,0,0,0,10,10,0,3,0,0,0,7,167,25,196,28,31,12,455
80105105404,0,9,0,3,0,30,9,0,9,3,5,0,21,0,0,4,0,0,0,7,5,0,5,0,0,0,6,5,0,0,0,0,0,5,60,19,105,11,24,0,218
80105105405,0,4,0,0,0,12,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,32,7,5,0,82
80105105406,4,14,0,0,0,31,5,0,12,4,3,0,23,0,0,5,0,0,0,10,0,0,7,0,0,0,7,0,0,0,0,0,0,7,79,16,135,17,23,0,270
80105105407,0,11,0,0,0,23,3,0,5,3,3,0,15,0,0,3,0,0,0,0,5,0,0,0,5,0,5,0,0,0,4,0,5,7,70,14,81,23,27,9,221
80105105408,0,0,0,0,0,7,3,0,4,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,57,4,13,0,125
80105105409,3,12,3,4,3,45,15,5,14,6,0,4,47,0,0,5,0,0,0,9,3,0,3,0,5,0,14,0,0,0,0,4,0,4,144,28,233,56,40,10,516
80105105410,5,6,0,0,0,27,6,3,4,0,0,0,18,0,0,7,0,0,0,6,5,0,0,0,0,0,4,0,0,0,0,0,0,4,78,31,151,14,23,6,309
80105105501,3,7,0,0,0,19,5,0,4,5,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,3,69,20,94,17,18,0,219
80105105502,0,10,0,5,0,21,4,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,47,10,68,12,22,0,153
80105105503,0,9,0,0,0,17,4,3,8,0,0,0,17,0,0,4,0,0,0,8,0,0,3,0,0,0,7,0,0,0,0,0,0,3,50,16,54,14,19,0,152
80105105504,0,7,0,3,0,20,4,4,11,3,3,0,23,0,0,4,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,57,16,78,15,23,5,193
80105105505,0,15,0,3,0,41,8,0,12,3,0,0,29,0,0,0,0,3,0,8,0,0,0,3,0,0,4,0,0,0,0,3,0,3,80,16,129,28,36,4,294
80105105506,3,10,0,0,0,26,8,0,5,0,8,0,21,3,3,0,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,64,17,100,20,37,9,246
80105105507,0,9,6,0,0,25,5,0,6,0,5,0,23,0,0,9,0,0,0,12,5,0,3,0,0,0,4,0,0,0,0,0,3,4,56,18,78,16,35,3,214
80105105508,3,10,3,0,0,29,6,0,12,4,0,0,25,0,0,0,0,4,0,9,0,0,0,0,3,0,9,3,0,3,0,0,0,8,76,19,102,30,31,4,258
80105105509,0,9,4,0,0,19,4,0,6,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,55,15,71,11,21,3,181
80105105601,6,16,7,0,0,40,5,4,4,3,3,0,22,0,0,0,3,0,0,9,3,0,0,0,4,0,9,0,0,0,0,3,0,6,77,22,91,24,35,5,251
80105105602,10,12,0,0,0,34,7,0,7,9,0,4,21,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,23,99,21,18,6,228
80105105603,0,10,0,0,0,30,6,0,12,0,0,6,23,4,4,5,0,0,0,14,0,0,0,3,0,0,6,0,0,0,0,0,0,0,74,15,86,11,15,3,207
80105105604,0,3,3,4,0,21,6,0,8,0,0,0,24,0,3,0,0,0,0,6,0,0,0,0,3,0,5,0,0,0,0,0,0,0,61,19,62,11,21,0,173
80105105605,3,13,0,0,0,29,5,0,9,0,0,0,19,3,0,4,0,4,0,10,0,0,0,0,0,0,3,0,0,4,0,0,0,4,70,24,89,18,15,0,216
80105105606,0,0,0,0,0,12,0,0,3,0,0,0,6,0,0,4,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,35,11,31,4,9,0,84
80105105607,4,5,4,0,0,29,0,0,5,0,0,0,8,3,0,0,0,0,0,13,0,0,4,0,0,0,4,0,0,0,0,0,0,4,52,22,86,19,26,3,198
80105105701,3,9,0,0,0,15,6,0,4,7,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,57,18,18,0,144
80105105702,4,4,0,0,0,14,3,0,4,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,36,10,59,4,10,0,121
80105105703,0,3,0,0,0,21,3,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,4,41,9,30,13,21,4,118
80105105704,5,7,0,0,0,25,0,0,5,4,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,31,10,60,6,13,8,128
80105105705,4,8,0,5,0,26,4,4,4,0,5,0,20,0,0,3,0,0,0,4,6,0,0,0,0,0,3,0,0,6,0,0,0,6,50,22,71,11,25,0,179
80105105706,0,10,0,0,0,23,6,0,8,0,3,0,19,0,0,3,0,0,0,3,3,0,5,4,0,0,10,0,0,0,0,0,0,0,59,5,74,12,14,0,171
80105105708,0,7,0,0,0,33,11,0,9,4,0,0,26,3,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,4,71,12,82,19,13,3,203
80105105709,5,11,0,0,0,35,13,0,8,4,3,0,29,3,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,3,70,19,93,18,22,9,229
80105105711,4,19,0,3,0,73,14,8,16,4,0,0,50,5,0,4,0,3,0,12,3,0,4,0,0,0,8,5,0,4,0,4,0,12,184,43,272,43,50,9,595
80105105712,5,14,0,0,0,49,5,3,16,9,0,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,8,6,0,0,0,5,3,12,135,34,173,28,39,4,415
80105105713,0,15,0,0,0,22,4,0,7,3,0,0,16,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,47,9,68,8,15,0,154
80105105714,4,3,0,0,0,19,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,15,54,12,15,5,134
80105105715,4,0,0,0,0,12,0,0,10,3,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,50,9,64,11,14,3,149
80105105801,0,13,0,6,0,47,7,0,12,9,3,0,28,0,0,5,0,0,0,8,5,0,0,0,0,0,10,0,0,0,0,0,0,4,84,28,94,31,29,7,276
