SA1_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
80109110108,0,0,5,8,5,9,3,0,43,0,0,0,8,5,3,0,0,14,6,4,12,18,4,6,9,0,47,0,0,0,7,3,5,0,0,18,0,0,4,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,10,10,23,35,22,19,18,5,143,0,3,15,7,6,4,3,0,37,0,0,3,7,0,0,3,0,13,3,3,14,15,11,8,8,0,60,0,3,3,5,3,3,0,0,24,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,0,0,0,4,9,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,41,28,30,21,14,0,151,0,4
80109110109,0,0,10,10,4,0,0,0,24,0,0,0,0,0,7,0,0,6,0,0,4,8,8,3,5,4,33,0,0,3,4,0,0,0,0,6,0,0,0,6,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,25,22,10,8,3,94,0,0,8,3,4,0,0,0,26,0,0,0,0,0,0,0,0,6,7,0,3,9,12,8,5,0,43,0,0,0,3,0,0,3,4,12,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,5,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,8,5,20,32,20,14,8,4,105,0,3
80109110110,0,0,0,0,9,0,0,0,14,0,0,0,4,0,0,0,0,6,0,4,5,0,6,3,0,0,23,0,3,0,3,4,0,0,0,15,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,12,17,13,14,19,10,8,0,80,0,0,6,6,5,0,0,0,14,0,0,3,7,3,0,0,0,10,0,9,0,9,7,4,0,0,30,0,0,0,3,3,4,4,0,11,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,14,6,24,19,8,7,0,89,0,4
80109110201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110202,0,5,23,7,6,3,3,0,46,0,0,0,0,0,0,0,0,5,6,8,12,6,8,9,5,7,63,0,6,3,0,3,4,4,0,22,0,4,0,4,5,0,0,4,19,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,4,5,4,0,3,21,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,4,5,18,10,24,38,27,21,19,17,13,171,0,8,20,6,4,0,3,0,45,0,0,3,0,0,0,0,0,8,4,8,19,9,3,7,6,6,69,0,0,4,0,7,0,0,0,21,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,11,0,3,0,5,0,0,6,7,23,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,13,0,26,53,21,21,15,24,16,183,0,11
80109110203,0,0,5,4,3,0,4,0,22,0,0,0,0,4,0,0,0,8,8,14,13,18,9,6,4,0,69,0,0,0,3,3,0,0,0,9,0,0,6,4,3,0,5,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,28,35,22,14,15,3,137,0,0,9,8,4,0,4,0,32,0,0,4,5,0,0,0,0,15,0,6,19,11,8,0,5,0,53,0,3,0,3,4,0,0,0,14,6,0,0,3,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,5,15,34,33,30,11,12,4,134,0,3
80109110204,0,0,0,7,14,0,6,0,31,0,0,0,0,4,0,0,0,9,0,4,3,12,6,6,0,0,46,5,0,0,4,4,0,3,0,16,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,8,24,26,15,15,4,114,0,0,0,7,3,6,0,0,24,0,0,0,8,6,0,0,0,16,0,6,0,9,5,6,5,0,41,0,0,0,4,5,3,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,5,11,5,31,20,20,13,0,113,0,4
80109110205,0,0,9,7,7,3,0,0,27,0,0,0,3,0,0,0,0,6,0,5,6,0,9,0,3,0,27,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,11,14,13,3,3,79,0,0,5,9,3,0,0,0,27,0,3,0,5,0,5,0,0,13,0,10,3,6,3,7,3,0,34,0,0,0,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,16,21,15,15,10,0,97,0,7
80109110206,0,0,5,6,3,5,0,0,22,0,0,0,4,0,0,0,0,10,0,8,14,6,0,8,4,0,32,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,25,18,6,18,12,0,83,0,4,4,6,7,0,0,0,24,0,0,0,5,0,0,0,0,10,0,0,8,12,4,9,0,0,39,0,0,0,0,4,4,0,0,10,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,12,26,20,19,11,8,0,100,0,4
80109110207,0,18,33,10,8,10,6,0,91,0,0,3,0,0,3,0,0,11,5,18,31,15,11,13,7,0,92,0,0,7,0,10,3,0,0,21,0,4,3,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,4,4,4,0,0,15,0,0,3,0,0,0,0,0,5,0,0,6,3,0,0,0,0,10,7,42,83,34,29,27,12,0,242,0,30,41,12,7,3,0,0,97,0,0,3,4,3,6,0,0,24,3,27,31,14,13,6,0,0,95,6,5,9,4,5,3,0,0,27,0,0,3,0,5,0,0,0,11,5,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,6,4,0,8,0,7,5,0,0,23,0,0,4,0,0,0,0,0,3,0,3,9,6,0,0,0,0,12,7,62,105,39,29,23,8,3,283,0,47
80109110209,0,0,9,12,0,0,4,0,25,0,0,0,0,4,0,0,0,5,0,0,3,5,6,0,8,0,27,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,18,25,14,10,13,3,86,0,0,8,7,6,0,0,0,22,0,0,0,0,4,0,0,0,9,4,8,5,6,5,3,3,5,36,0,0,4,3,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,18,19,14,13,11,3,95,0,0
80109110210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,4,3,3,4,8,9,0,41,0,10,11,10,10,13,12,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,5,3,5,10,6,3,48,3,14,13,8,5,12,8,3,66,0,0
80109110211,0,4,13,3,4,0,0,5,30,0,0,3,0,0,0,0,0,6,0,4,10,4,6,8,4,3,36,0,0,0,3,0,3,0,0,9,0,0,5,6,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,5,17,32,22,13,7,12,4,109,0,5,8,0,0,8,0,0,19,0,0,5,3,0,0,3,0,6,0,10,12,14,4,6,0,0,49,0,0,4,3,0,5,0,0,16,0,5,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,14,22,32,22,14,8,0,113,0,11
80109110301,0,9,4,9,0,0,0,0,27,0,0,5,0,0,3,0,0,11,5,20,16,4,12,0,0,0,59,0,3,5,0,0,0,0,0,12,0,4,3,4,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,3,0,0,22,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,8,14,39,32,24,19,11,3,0,143,0,15,9,0,4,0,0,0,36,0,4,5,6,0,3,0,0,12,10,20,13,6,3,7,0,0,58,0,6,5,3,0,6,3,0,21,0,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,50,43,21,14,15,4,0,152,3,31
80109110302,0,0,3,11,11,8,7,0,34,0,0,0,0,0,7,0,0,5,0,4,10,6,9,9,0,0,40,0,4,0,0,5,0,0,0,10,0,0,6,4,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,7,17,21,30,20,10,0,108,0,0,7,7,10,3,0,0,29,0,0,3,0,0,4,0,0,13,3,6,5,8,18,9,0,0,49,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,22,22,29,17,7,3,118,0,0
80109110303,0,5,11,5,5,4,0,0,38,0,0,0,0,0,0,0,0,3,0,10,12,12,3,8,0,0,49,0,3,3,6,0,4,0,5,21,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,25,27,17,22,5,0,115,0,0,6,0,10,0,0,0,18,0,0,0,6,4,0,0,0,12,3,8,14,11,3,6,0,0,49,0,4,0,0,3,0,3,0,17,0,4,4,3,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,4,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,22,23,23,29,11,7,0,118,0,8
80109110304,0,0,7,19,10,5,4,0,46,0,0,0,0,5,0,0,0,10,4,3,11,10,12,12,4,0,54,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,7,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,18,33,38,19,13,8,140,0,0,9,7,10,0,4,0,33,0,0,0,6,6,3,0,0,14,9,5,13,16,12,6,6,4,66,0,0,0,0,11,0,3,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,10,10,26,39,30,12,14,6,144,0,9
80109110305,0,4,8,6,8,3,4,0,32,0,0,0,0,3,0,0,0,5,0,5,3,6,3,10,3,0,25,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,27,13,13,11,3,82,0,6,6,7,5,0,0,0,26,0,0,0,0,0,0,0,0,5,0,8,4,8,8,4,0,0,38,0,0,0,5,0,4,0,0,7,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,13,23,16,10,10,0,84,0,11
80109110306,0,0,11,6,8,6,0,7,41,0,0,0,4,0,4,0,0,10,0,7,6,10,6,3,10,10,55,0,0,0,0,0,0,5,0,7,0,0,6,0,0,4,3,6,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,3,0,3,8,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,3,12,25,23,16,17,22,32,142,0,4,12,12,4,4,3,3,36,0,0,6,0,4,0,3,0,17,7,8,6,10,7,13,9,14,68,0,0,4,0,5,4,4,15,30,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,16,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,7,27,42,6,11,26,21,19,28,31,66,218,0,8
80109110307,4,7,6,14,6,8,0,6,43,0,0,3,0,4,0,0,0,16,3,10,15,7,7,6,10,4,55,3,3,0,0,3,5,0,0,13,4,9,8,5,0,6,4,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,5,0,6,4,6,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,28,35,31,26,18,12,7,154,0,4,12,10,3,3,0,3,37,0,3,5,7,0,0,0,0,15,0,13,15,12,13,4,0,0,55,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,8,26,39,20,20,12,6,4,133,4,10
80109110308,0,0,7,0,3,3,0,0,15,0,0,3,0,4,5,0,0,9,0,3,6,3,0,0,0,0,20,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,13,9,8,3,0,4,49,0,5,4,6,0,0,0,0,16,0,0,5,4,0,0,0,0,10,0,0,4,5,7,5,3,0,22,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,18,14,14,9,8,6,70,0,3
80109110401,0,5,11,16,21,17,5,0,72,0,0,0,0,0,5,0,0,10,3,14,11,8,18,9,3,0,63,0,0,3,5,6,0,3,0,17,0,5,5,6,10,7,5,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,5,3,6,10,7,5,0,35,0,0,0,3,0,0,0,0,3,0,4,0,0,0,6,0,0,13,3,29,31,36,48,41,18,3,208,0,7,8,8,19,3,0,0,41,0,0,0,5,4,0,5,0,19,3,14,15,16,22,6,9,0,81,0,3,4,0,0,5,0,0,15,0,0,7,3,3,5,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,10,0,0,7,5,3,9,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,9,10,23,42,32,48,28,15,4,204,0,12
80109110402,0,3,5,5,4,4,0,0,13,0,0,5,0,0,0,0,0,4,0,12,7,3,0,0,0,0,31,0,5,3,0,0,0,3,0,9,0,0,6,0,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,6,22,24,18,16,12,11,0,90,0,3,4,0,4,0,0,0,24,0,0,6,0,3,3,0,0,9,3,16,7,8,0,4,0,0,38,0,0,0,0,4,3,0,0,12,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7,0,5,0,0,4,8,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,21,22,20,16,13,8,0,104,0,6
80109110403,0,3,16,7,6,19,3,0,51,0,0,0,0,0,3,0,0,3,0,11,9,4,7,3,4,0,38,0,0,5,3,4,6,0,0,15,0,4,0,0,4,5,4,0,16,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,4,5,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,18,23,18,20,32,15,3,134,0,3,11,7,9,4,0,0,31,0,0,3,0,0,8,0,0,12,7,8,9,14,14,4,0,0,56,0,0,0,8,8,4,5,0,17,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,26,26,31,27,11,6,138,0,9
80109110404,0,7,5,9,12,5,0,0,36,0,0,0,0,3,9,0,0,14,0,7,8,10,7,5,7,0,48,0,0,0,0,5,0,0,0,11,0,3,0,0,9,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,5,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,13,27,35,28,17,6,133,0,0,12,3,3,4,0,0,25,0,0,3,8,0,5,0,0,17,4,8,7,4,12,6,12,0,60,0,0,3,0,8,7,5,0,26,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,3,0,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,15,19,20,36,28,25,0,153,0,6
80109110405,0,5,3,0,5,13,5,3,40,0,0,0,0,5,0,3,0,8,0,4,5,8,13,8,8,0,58,0,0,0,3,0,4,0,0,13,4,0,0,4,4,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,6,3,4,0,10,0,30,0,0,0,0,0,0,0,0,4,3,0,3,0,6,0,6,0,7,10,15,17,23,35,27,28,7,163,0,0,7,5,5,5,3,0,35,0,0,4,3,5,0,3,0,11,3,7,11,10,10,15,4,4,62,0,0,4,8,5,3,6,0,27,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,6,4,0,0,15,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,14,9,13,26,24,26,32,20,7,167,0,5
