SA1_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
80108109708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,12,19,24,13,46,45,21,16,0,189
80108109801,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,9,22,21,15,34,39,9,14,7,156
80108109802,0,0,5,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,12,23,20,11,41,50,7,20,4,193
80108109804,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,25,5,9,21,19,7,18,0,102
80108109806,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,9,13,15,14,54,33,8,21,0,166
80108109807,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,21,10,9,21,35,8,3,0,127
80108109808,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,12,25,30,15,41,51,17,35,4,230
80108109809,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,10,38,31,29,69,73,5,26,7,290
80108109810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,8,6,16,17,5,14,4,90
80108109811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109812,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,7,16,15,12,24,46,16,23,4,159
80108109813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,11,51,40,17,26,0,175
80108109814,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,16,18,14,54,56,21,25,0,211
80108113301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109109901,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,16,52,55,31,125,112,26,53,0,469
80109109902,0,5,0,0,4,3,0,4,0,15,0,0,0,0,3,0,0,0,8,16,14,38,36,40,110,103,14,36,16,410
80109109903,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,13,34,16,10,37,49,16,22,0,196
80109109904,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,10,20,15,8,46,48,11,23,0,183
80109109905,0,3,3,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,10,24,20,22,61,55,19,29,0,250
80109110001,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,13,30,26,14,35,50,28,46,0,237
80109110002,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,14,33,16,18,36,43,13,35,5,210
80109110003,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,15,11,27,30,7,14,0,123
80109110004,0,0,0,0,7,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,23,55,37,32,67,77,20,42,3,354
80109110005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,31,30,21,53,44,17,54,0,265
80109110006,0,4,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,12,29,22,15,36,50,16,46,0,229
80109110007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,16,17,5,27,15,9,16,3,125
80109110008,0,4,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,4,8,29,36,44,23,88,87,24,42,7,387
80109110010,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,38,19,26,45,78,16,41,0,278
80109110011,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,6,12,19,5,17,30,14,20,0,130
80109110012,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,15,10,30,24,18,44,50,23,24,0,220
80109110013,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,6,27,23,55,35,10,18,3,176
80109110014,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,16,15,7,20,27,0,15,0,108
80109110101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,3,19,15,16,34,35,7,17,3,154
80109110102,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,28,20,11,39,64,15,31,0,214
80109110104,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,27,20,14,39,55,20,37,0,218
80109110105,0,4,0,7,0,0,0,3,0,9,0,0,0,0,0,4,0,0,0,4,7,29,13,9,36,40,15,42,0,199
80109110106,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,10,22,11,8,25,25,17,15,3,132
80109110107,0,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,10,40,33,21,76,53,22,19,3,271
80109110108,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,5,10,45,36,27,37,48,17,34,4,249
80109110109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,33,18,15,31,41,20,29,0,181
80109110110,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,3,0,0,0,4,4,22,17,3,47,32,7,27,4,166
80109110201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110202,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,6,11,33,23,22,60,66,19,28,4,263
80109110203,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,10,30,20,10,39,58,15,32,3,219
80109110204,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,12,32,19,13,24,40,8,34,0,190
80109110205,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,19,4,31,31,11,15,0,141
80109110206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,19,12,31,34,8,21,0,151
80109110207,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11,11,27,37,19,97,156,26,52,5,432
80109110209,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,8,24,18,6,24,28,10,25,0,142
80109110210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,9,4,0,0,32
80109110211,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,6,25,19,16,36,50,13,24,3,181
80109110301,0,0,3,3,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,7,8,30,28,20,76,57,16,26,4,267
80109110302,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,31,20,14,30,38,20,31,0,189
80109110303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,31,10,10,32,61,5,32,0,187
80109110304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,30,19,37,51,28,34,0,237
80109110305,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,9,16,11,30,29,14,28,0,134
80109110306,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,8,32,28,19,39,39,11,22,4,191
80109110307,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,14,40,22,19,50,50,17,30,7,254
80109110308,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,11,12,0,17,18,4,11,0,85
80109110401,0,0,4,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,7,46,30,16,80,74,24,44,5,331
80109110402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,3,43,42,9,32,0,170
80109110403,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,23,18,12,36,61,7,21,0,193
80109110404,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,38,12,11,41,47,15,28,3,204
80109110405,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,32,26,12,55,59,12,24,7,225
80109110406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110502,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,14,44,39,28,61,67,29,36,0,322
80109110503,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,3,7,7,20,30,16,60,51,11,19,4,227
80109110504,0,3,0,3,0,0,0,4,0,10,0,0,0,0,4,0,0,0,0,8,8,19,19,11,84,75,16,30,0,259
80109110505,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,7,7,19,18,16,48,44,18,23,6,199
80109110506,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,40,42,31,67,53,26,44,3,320
80109110507,0,4,9,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,4,10,11,39,72,37,120,72,15,28,3,410
80109110601,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,11,30,41,21,78,69,10,33,0,308
80109110602,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,3,17,29,32,26,74,77,18,48,3,323
80109110603,0,0,0,0,4,5,0,0,0,7,0,0,0,0,3,0,0,0,0,0,10,20,41,10,66,56,16,29,0,257
80109110604,0,0,3,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,11,23,11,15,32,27,8,11,0,132
80109110605,0,0,0,0,3,0,0,0,0,9,0,4,0,0,4,0,0,0,0,9,8,33,59,25,113,68,6,32,8,360
80109110606,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,9,29,21,13,42,36,13,24,0,184
80109110607,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,12,38,30,13,50,58,13,25,0,242
80109110701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,15,8,22,31,13,26,0,131
80109110702,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,5,0,3,13,54,38,18,74,64,29,61,0,347
80109110801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110802,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,17,11,18,27,25,5,12,0,121
80109110803,0,0,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,6,8,15,36,36,29,64,67,19,48,3,306
80109110804,0,0,0,0,4,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,6,31,25,20,67,50,20,23,0,247
80109110805,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,31,25,18,47,44,16,29,3,221
80109110806,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,13,28,26,14,33,32,15,29,0,187
80109110807,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,7,14,27,16,27,71,60,24,36,4,295
80109110901,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,9,3,43,34,9,12,0,129
80109110904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,21,16,8,28,21,12,0,0,117
80109110907,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,16,28,19,84,51,9,14,4,230
80109110908,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0,7,12,24,22,15,81,63,16,9,5,240
80109110910,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,18,21,15,20,68,57,18,17,4,242
80109110913,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,9,13,15,9,37,42,5,17,0,140
80109110915,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,5,15,11,32,46,35,136,76,30,24,12,394
80109110916,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,7,18,20,17,159,102,24,39,3,388
80109110917,0,0,0,3,4,8,0,0,0,12,0,0,0,0,4,0,0,0,0,10,26,35,48,44,247,148,42,52,8,648
80109110918,0,0,0,5,0,4,0,4,0,7,0,0,0,0,0,6,0,0,0,3,15,16,16,22,98,88,17,50,0,324
80109110919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110921,0,0,0,4,4,7,0,5,0,16,0,0,0,0,0,3,0,0,5,12,25,37,68,41,246,173,36,51,13,684
80109111001,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,3,0,0,0,4,15,33,26,12,76,71,21,33,6,287
80109111002,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,9,11,29,29,17,65,54,13,21,0,242
80109111003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,16,7,10,25,27,21,23,0,133
80109111004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,13,20,24,21,61,58,21,34,4,247
80109111005,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,31,14,9,29,34,15,19,0,168
80109111006,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,18,13,24,39,4,20,0,156
80110113401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
80110113505,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,9,17,15,14,67,60,10,19,6,211
80110113506,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,20,24,14,65,50,18,20,4,232
80110113507,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,9,7,10,46,28,10,14,0,136
80110113508,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,13,28,31,17,96,67,18,33,0,304
80110113509,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,10,36,32,32,103,92,17,30,3,363
80110113510,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,15,17,25,14,69,56,6,14,0,217
80110113511,0,0,0,0,4,4,0,6,0,10,0,0,0,0,0,5,0,0,3,7,15,20,21,29,122,92,17,32,9,358
80110113512,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,12,37,27,15,62,44,12,11,7,216
80110113513,0,0,0,0,6,0,0,0,0,7,0,4,0,4,4,0,0,0,0,9,6,35,38,29,107,77,24,30,4,340
80110113514,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,11,29,33,24,109,62,20,38,0,321
80110113515,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,30,12,21,63,49,21,11,6,213
80110113602,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,8,13,9,34,38,8,14,0,124
80110113603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,29,23,30,67,97,23,33,0,307
80110113604,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,13,21,28,158,108,46,34,0,428
80110113605,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,9,12,15,23,15,80,91,16,24,3,277
80110113606,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,7,19,22,34,20,179,154,26,47,8,514
80110113701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80110113901,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,7,6,18,25,13,85,77,12,20,7,260
80110113902,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,8,15,14,13,66,57,16,27,0,219
80110113903,0,6,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,22,16,27,14,97,82,17,24,6,298
80110113904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80110113905,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,12,37,27,16,94,80,16,34,0,315
80110113906,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,3,11,16,32,27,20,79,68,23,30,6,300
80110113907,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,12,18,17,13,68,52,6,20,0,208
80110113908,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,11,20,17,21,68,43,16,24,3,221
80110113909,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,7,15,16,19,91,64,14,26,0,256
80110113910,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,8,19,33,22,105,83,30,40,0,342
80110114501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80110114601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80111114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,7,3,3,0,43
80111114002,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,16,0,12,0,53
80111114004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,0,11,3,9,0,46
80111114005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12
80111114006,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,7,14,15,19,14,43,52,12,8,0,186
80111114101,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,3,3,0,23
89797979991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999949999,0,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,16,45,20,12,45,33,12,25,3,216
