SA1_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
80101100101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,12,9,22,21,13,22,0,119
80101100102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,26,21,39,40,16,22,0,202
80101100103,0,4,0,3,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,4,7,29,26,25,51,49,6,41,0,222
80101100104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,41,19,20,50,52,18,44,0,253
80101100105,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,40,39,27,47,60,18,31,5,269
80101100106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,10,22,15,13,50,62,24,31,0,237
80101100201,0,0,6,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,6,33,46,15,58,44,14,8,0,231
80101100202,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,29,24,16,60,29,11,17,0,194
80101100203,0,0,0,0,3,9,0,0,0,11,0,0,4,0,3,0,0,0,0,12,13,56,55,34,213,104,29,36,4,540
80101100205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100208,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,12,28,35,19,64,49,17,17,4,245
80101100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,19,28,5,33,21,4,7,5,141
80101100210,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,4,21,25,9,53,45,13,14,9,195
80101100211,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,3,8,8,37,43,31,106,55,19,23,6,346
80101100212,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,18,26,8,39,24,9,17,3,135
80101100213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14
80101100215,0,0,5,0,4,0,0,0,0,11,0,0,0,0,9,0,0,4,5,16,15,32,51,23,132,97,21,18,9,398
80101100216,0,5,7,3,7,0,0,3,0,22,0,0,3,0,11,7,0,0,8,33,26,108,136,60,330,200,29,53,22,964
80101100217,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,12,27,32,22,76,65,15,11,4,269
80101100218,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,16,36,41,24,147,89,19,22,6,399
80101100219,0,0,4,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,4,5,25,30,15,102,69,22,31,9,306
80101100220,0,6,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,10,22,14,57,39,5,8,0,170
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100222,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,9,33,38,25,129,101,27,22,3,387
80101100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
80101100224,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,56,36,8,17,3,7,0,0,137
80101100225,0,4,0,0,6,0,0,0,0,8,0,0,0,6,0,0,0,0,0,5,15,28,32,17,89,65,11,21,0,272
80101100301,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,26,36,12,93,68,13,23,8,283
80101100304,0,0,0,0,3,0,0,3,0,9,0,0,0,0,5,0,0,0,4,7,23,68,59,41,161,167,32,42,9,595
80101100306,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,32,23,9,71,59,19,29,0,246
80101100307,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,17,24,8,35,42,3,18,4,155
80101100308,4,5,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,12,14,62,294,131,38,50,16,9,4,24,621
80101100309,0,3,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,4,8,11,32,17,15,64,47,10,15,4,220
80101100310,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,17,20,11,44,32,6,20,0,159
80101100311,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,29,17,13,56,38,5,13,0,177
80101100312,0,5,0,0,0,0,0,0,0,11,0,0,0,0,5,3,0,0,5,19,14,60,44,21,118,83,18,33,10,406
80101100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7,0,0,0,0,18
80101100315,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,9,21,18,17,56,38,8,20,4,188
80101100316,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,14,7,0,6,13,3,10,0,55
80101100317,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,5,13,7,50,60,26,104,66,16,28,8,363
80101100318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,15,6,27,28,6,13,0,132
80101100319,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,3,10,8,19,11,6,38,44,7,18,3,154
80101100320,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,32,31,16,70,60,20,43,0,276
80101100321,0,0,0,0,4,4,0,0,0,7,0,0,0,0,3,0,0,0,0,4,8,41,26,17,109,64,23,21,3,318
80101100322,0,0,3,0,7,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,28,31,20,109,75,18,20,6,325
80101100401,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,12,14,7,35,28,5,16,0,122
80101100402,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,7,10,24,19,21,64,68,13,18,5,237
80101100403,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,8,26,15,15,74,42,13,19,7,218
80101100404,0,4,0,0,6,0,0,0,0,10,3,0,0,0,0,0,0,0,0,5,13,20,17,11,57,31,9,12,4,170
80101100405,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,12,13,28,21,10,59,50,21,15,8,223
80101100406,0,5,0,0,8,0,0,3,0,18,0,0,0,0,6,0,0,0,7,12,17,45,15,20,80,63,12,20,13,286
80101100408,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,10,5,7,6,30,21,6,5,0,100
80101100409,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,6,4,18,31,13,24,30,15,18,0,156
80101100501,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,21,17,14,36,34,3,10,0,138
80101100502,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,25,29,24,47,46,11,18,3,221
80101100503,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,25,17,12,41,35,16,14,0,167
80101100504,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,10,26,24,9,49,48,9,20,0,197
80101100505,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,16,32,12,16,47,48,7,18,4,198
80101100506,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,17,16,4,21,21,8,9,3,98
80101100507,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,24,16,17,31,37,15,20,0,167
80101100508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,10,11,27,16,8,12,0,111
80101100509,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,35,23,22,64,36,25,18,0,234
80101100602,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,13,17,11,27,23,4,12,0,112
80101100604,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,11,21,13,13,46,32,12,10,11,175
80101100605,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,24,24,20,41,65,16,18,4,229
80101100606,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,3,0,0,0,3,8,23,11,12,50,52,12,18,0,189
80101100607,0,0,0,8,4,0,0,0,0,13,0,0,0,0,0,5,0,0,0,6,16,18,19,25,52,63,12,31,3,236
80101100608,0,0,4,3,3,0,0,0,0,16,0,0,3,0,0,3,0,0,0,6,17,25,27,14,71,60,12,24,6,250
80101100609,0,0,0,0,5,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,15,17,31,15,48,38,13,22,0,199
80101100610,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,24,26,16,78,44,13,18,3,225
80101100611,0,0,0,0,0,5,0,5,0,7,0,0,0,0,0,4,0,0,0,4,17,22,21,11,69,62,16,18,4,242
80101100612,0,4,6,0,5,0,0,4,0,12,0,0,0,0,0,0,0,0,0,4,11,32,31,15,105,70,18,33,10,321
80101100613,0,5,0,7,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,20,11,14,39,32,9,8,0,134
80101100614,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,25,23,8,58,46,5,22,3,196
80101100615,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,21,13,8,29,26,6,15,0,123
80101100616,0,0,0,0,0,3,0,4,0,12,0,0,3,0,0,0,0,0,0,6,18,29,29,13,76,68,20,28,0,289
80101100617,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,18,25,25,18,57,54,13,14,4,223
80101100618,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,6,17,20,12,50,42,13,17,0,177
80101100619,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,12,18,5,51,23,3,12,0,122
80101100620,0,4,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,23,15,10,54,45,10,22,3,180
80101100621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100622,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,9,18,17,15,36,32,11,14,0,143
80101100623,0,3,0,0,3,4,0,0,0,11,0,0,0,0,0,4,0,0,0,0,18,22,15,11,43,56,7,20,6,190
80101100701,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,8,14,48,40,14,67,42,19,31,0,272
80101100702,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,21,26,13,20,33,17,19,0,150
80101100703,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,13,35,31,16,56,57,19,44,0,269
80101100704,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,10,20,10,13,30,24,10,3,0,113
80101100705,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5,14,22,27,25,78,61,16,20,0,263
80101100706,0,0,0,0,0,0,0,5,0,5,0,0,0,0,7,0,0,0,0,12,21,27,22,12,57,44,7,19,5,221
80101100707,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,31,21,18,55,64,22,27,3,246
80101100708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,25,16,20,41,46,3,11,4,170
80101100709,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,20,12,13,35,39,10,17,3,160
80101100710,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,7,10,25,18,12,53,61,13,17,4,220
80101100711,0,0,5,0,4,5,0,0,0,14,0,0,0,0,0,0,0,0,5,8,19,39,32,29,83,76,20,20,11,333
80101100712,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,17,40,26,16,49,54,16,25,0,230
80101100713,0,0,0,0,0,0,0,0,0,8,0,0,0,5,5,0,0,0,0,8,7,24,17,12,36,35,10,13,0,153
80101100714,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,20,21,10,46,39,9,11,0,160
80101100801,0,4,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,5,8,6,24,24,4,55,29,14,7,5,171
80101100802,0,3,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,9,30,27,20,66,50,12,16,0,235
80101100803,0,0,5,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,35,33,24,50,43,9,9,0,216
80101100804,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,17,23,10,47,30,8,14,0,156
80101100805,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,16,33,22,23,67,66,18,18,0,253
80101100806,0,6,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,3,0,21,19,11,42,36,16,16,0,170
80101100807,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,12,11,28,16,19,97,70,21,29,7,303
80101100808,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,22,28,11,51,45,10,13,0,195
80101100809,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,7,35,23,19,55,53,12,21,3,229
80101100810,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,20,20,23,46,43,8,24,5,185
80101100811,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,19,12,12,23,29,6,9,0,111
80101100812,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,10,8,36,19,9,49,44,8,16,9,205
80101100901,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,10,28,21,10,54,52,10,11,0,196
80101100902,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,25,16,19,27,29,16,13,0,159
80101100903,0,0,3,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,12,19,23,14,59,51,21,22,6,233
80101100904,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,21,20,16,38,47,18,28,0,202
80101100905,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,4,8,9,26,13,16,43,53,17,27,4,203
80101100906,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,6,3,12,34,23,14,65,53,22,24,6,246
80101100907,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,13,38,24,11,13,0,133
80101100908,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,8,5,15,18,19,52,37,11,19,4,177
80101100909,0,0,0,0,5,6,0,0,0,10,0,0,0,0,0,6,0,3,0,11,0,18,9,8,40,34,12,20,0,148
80101100910,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,15,13,19,16,47,38,8,21,0,187
80101101001,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,10,22,16,17,36,39,8,23,3,172
80101101002,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,13,22,19,19,47,45,9,14,3,184
80101101003,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,39,6,25,57,49,7,34,0,226
80101101004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,23,24,16,31,47,13,20,0,197
80101101005,0,4,4,0,3,0,0,5,0,14,0,0,0,0,0,0,0,0,0,6,10,26,28,26,59,66,19,32,3,268
80101101101,0,0,3,0,5,0,3,3,0,10,0,0,3,0,0,4,0,4,5,14,17,25,46,28,73,67,25,45,3,340
80101101102,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,11,17,23,12,52,42,6,12,0,180
80101101103,0,5,0,0,6,0,0,0,0,11,0,0,0,6,0,0,0,0,3,3,18,43,40,29,87,76,18,31,3,353
80101101104,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,26,27,22,49,47,15,19,0,210
80101101105,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,4,18,14,11,31,34,4,16,0,130
80101101106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,6,13,8,12,28,21,8,15,3,120
80101101107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,9,30,18,4,7,0,89
80101101109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,14,9,33,30,4,13,3,125
80101101110,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,9,14,8,37,33,9,13,0,134
80101101202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,8,8,27,25,13,12,0,110
80101101302,0,0,4,0,0,5,0,0,0,13,0,3,0,0,0,0,0,0,0,13,11,48,53,23,86,58,9,20,4,310
80101101303,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,9,32,17,8,24,46,20,39,0,201
80101101304,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,13,15,12,25,27,9,15,0,125
80101101305,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,9,41,30,10,37,47,17,10,0,203
80101101306,0,3,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,4,34,12,14,33,40,11,19,0,163
80101101307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,7,24,27,9,13,0,107
80101101308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,8,32,8,9,27,31,12,27,0,158
80101101309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101310,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,13,13,4,22,33,13,8,0,102
80101101401,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,16,16,18,47,39,12,14,0,170
80101101402,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,23,18,29,67,58,14,18,0,249
80101101403,0,5,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,6,7,13,35,37,25,96,66,21,39,3,343
80101101404,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,11,27,27,21,67,66,16,35,5,277
80101101405,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,25,21,14,53,52,11,18,0,207
80101101406,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,4,12,4,7,34,31,3,12,3,123
80101101407,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,9,18,38,31,25,71,78,15,29,0,302
80101101502,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,10,18,15,41,37,3,8,0,140
80101101503,0,0,0,0,8,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,6,17,15,17,38,47,12,11,0,154
80101101504,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,6,13,28,14,19,49,42,12,16,6,199
80101101505,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,6,17,39,27,19,66,41,15,31,3,260
80101101506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,9,19,18,20,50,47,11,18,0,198
80101101508,0,0,0,0,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,4,8,21,11,18,64,48,11,11,4,195
80101101509,0,4,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,6,18,19,16,57,52,15,22,0,203
80101101510,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,6,13,19,16,12,54,43,11,19,4,186
80101101511,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,5,10,11,36,20,5,10,0,110
80101101512,0,0,0,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,11,19,19,10,45,26,3,16,0,149
80101101513,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,16,18,14,53,38,13,9,0,175
80101101514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101515,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,16,25,11,57,33,5,10,0,163
80101101516,0,0,0,0,0,0,0,4,0,14,0,9,0,3,4,3,0,0,0,22,25,33,33,36,132,116,26,31,3,435
80101101517,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,17,37,20,24,100,72,13,25,7,311
80101101601,0,6,4,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,8,10,39,37,18,48,54,6,13,3,230
80101101602,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,15,12,7,17,26,10,11,4,108
80101101603,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,13,15,24,35,12,60,58,14,16,11,247
80101101604,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,8,28,16,13,54,49,12,20,3,205
80101101605,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,7,8,21,31,12,53,48,17,20,0,214
80101101606,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,14,30,43,22,66,68,23,25,0,288
80101101607,0,3,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,4,23,14,13,42,37,7,14,0,151
80101101608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101609,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,6,36,28,14,49,52,16,31,0,229
80101101610,0,0,4,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,12,11,10,32,28,8,7,0,122
80101101611,0,0,8,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,30,39,14,37,31,8,12,0,177
80101101612,0,0,0,0,4,3,0,0,0,9,0,0,0,0,3,0,0,0,6,3,16,24,24,19,57,49,19,21,6,236
80101101613,0,0,0,0,4,0,0,0,0,8,0,0,0,3,3,0,0,0,0,9,4,34,33,28,90,48,11,15,4,268
80101101614,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,15,24,22,19,42,30,12,28,0,185
80101101615,0,0,0,0,3,4,0,0,0,6,0,4,0,0,0,0,0,0,0,3,6,30,27,12,57,48,22,6,6,208
80101101616,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,6,34,27,17,62,49,18,27,8,259
80101101617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,28,17,19,65,37,15,18,3,211
80101101618,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,6,12,8,30,21,23,36,42,12,27,6,198
80101101619,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,37,30,11,52,51,14,16,9,226
80101101701,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,5,8,33,15,10,36,48,14,16,0,178
80101101702,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,14,29,28,20,68,60,14,24,0,251
80101101703,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,18,47,36,28,89,51,22,37,3,321
80101101704,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,8,26,14,14,29,40,15,16,0,161
80101101705,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,16,23,10,51,45,8,16,0,184
80101101706,0,5,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,4,0,4,19,47,32,28,70,75,18,45,0,326
80101101707,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,18,25,21,64,50,12,21,0,214
80101101708,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,14,9,7,19,11,6,9,0,80
80101101709,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6,3,21,12,21,45,39,9,10,0,171
80101101802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101805,0,5,0,5,6,7,0,0,0,13,0,3,0,0,0,0,0,0,11,17,16,53,63,22,139,77,20,29,10,434
80101101806,0,0,4,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,4,10,10,34,23,10,70,51,15,13,9,239
80101101807,3,0,6,0,4,0,0,0,0,16,0,6,0,0,5,0,0,3,0,12,16,31,47,15,132,97,21,32,4,394
80101101808,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,26,26,10,77,58,15,13,3,237
80101101809,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,3,0,0,0,9,6,34,56,25,84,58,4,21,5,295
80101101810,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,19,17,20,95,69,27,27,3,275
80101101902,0,0,0,0,8,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3,23,34,30,26,139,63,20,40,0,370
80101101904,0,0,3,0,0,0,3,0,0,10,0,3,0,0,0,0,0,0,0,5,10,23,37,16,76,56,29,22,0,265
80101101905,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,5,12,25,28,24,81,60,18,35,0,284
80101101906,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,29,15,42,35,21,15,0,169
80101101907,0,0,0,0,4,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,9,33,31,24,70,60,18,36,0,274
80101101908,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,17,37,29,15,57,44,20,28,5,253
80101101909,0,0,3,4,4,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,18,26,22,53,50,4,20,0,216
