SA1_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
80101101403,3,4,0,5,8,3,0,0,0,13,0,11,0,0,0,0,0,0,0,13,8,7,0,0,11,0,0,0,0,33,9,10,0,11,6,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,47,6,18,26,12,0,4,5,126,3,0,0,0,0,0,0,0,0,8,4,13,0,0,3,0,0,0,0,22,0,3,11,0,0,0,0,4,0,24,0,0,11,6,0,0,0,4,0,15,0,4,0,0,0,0,0,0,0,6,3,9,0,5,8,3,0,0,0,18,0,14,0,0,0,0,0,0,0,22,14,16,0,0,17,3,0,0,0,46,6,17,0,15,3,7,0,6,0,55,0,6,0,0,0,0,0,0,0,13
80101101404,0,9,0,0,4,0,0,0,0,14,0,6,0,0,0,0,0,0,0,12,0,7,0,0,8,3,0,0,0,24,3,13,6,6,0,0,0,0,0,33,0,4,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,18,48,3,9,20,4,0,5,3,110,4,8,0,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,12,0,3,6,0,0,3,0,0,0,18,4,0,15,0,0,0,0,3,0,21,0,0,3,0,0,0,0,0,0,4,0,11,0,0,4,0,0,0,0,18,0,9,0,5,3,0,0,0,0,24,6,17,0,0,8,3,0,0,0,44,3,22,4,8,3,0,0,0,0,44,0,6,0,0,0,0,0,0,0,15
80101101405,0,6,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,0,11,4,3,0,0,14,3,0,0,0,22,7,4,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,4,13,23,6,0,0,0,78,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,6,9,4,0,0,0,4,0,23,4,3,3,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,11,0,5,0,0,4,0,0,0,0,7,6,12,4,0,11,4,0,0,0,37,9,6,0,10,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,10
80101101406,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,4,7,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,10,9,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,3,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,5,7,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
80101101407,0,9,0,5,0,0,0,0,0,16,3,10,0,3,0,0,0,0,0,15,3,0,0,6,6,4,0,0,0,27,7,4,0,9,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,3,17,15,8,0,0,4,104,4,9,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,17,3,5,13,0,5,0,5,0,0,26,3,0,8,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,7,0,10,0,5,3,0,0,0,0,20,3,12,0,3,0,0,0,0,0,24,10,8,0,3,9,9,0,0,0,39,17,4,0,9,3,0,0,0,0,35,0,0,0,0,0,3,0,0,0,6
80101101502,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,6,3,0,0,0,3,4,0,0,0,15,4,6,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,9,11,4,0,0,0,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,6,0,7,4,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,10,5,6,0,0,8,4,0,0,0,29,5,6,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4
80101101503,0,6,0,3,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,7,6,0,0,0,3,0,0,0,0,18,0,6,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,6,9,8,0,0,0,0,58,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,13,0,5,6,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,4,0,6,0,7,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,10,6,11,0,0,5,0,0,0,0,24,0,10,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
80101101504,0,3,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,5,7,0,0,9,4,0,0,0,21,8,9,0,4,3,0,0,0,0,26,3,5,0,0,0,0,0,0,0,11,0,0,4,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,23,6,13,16,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,13,0,0,3,3,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,5,8,0,0,9,7,0,0,4,38,8,15,0,10,3,0,0,0,0,29,4,4,0,3,0,0,0,0,0,12
80101101505,0,3,0,3,6,0,0,0,0,15,3,5,0,0,0,0,0,0,0,9,5,0,0,0,6,0,0,0,0,17,4,6,0,3,0,0,0,0,0,16,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,8,5,17,3,0,0,3,90,0,5,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,10,7,0,6,0,0,0,0,0,0,15,5,5,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,8,0,4,3,3,6,0,0,0,0,17,3,5,0,0,0,0,0,0,0,13,14,3,0,0,12,0,0,0,0,32,6,14,4,6,6,0,0,0,0,33,0,13,0,0,0,0,0,0,0,22
80101101506,0,12,0,0,6,0,0,0,0,15,0,10,0,0,0,0,0,0,0,12,7,4,0,0,6,0,0,0,0,17,3,9,0,4,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,0,9,18,0,0,4,0,84,0,8,5,0,3,0,0,0,0,10,5,4,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,18,0,10,0,0,0,0,0,0,0,18,12,9,0,4,7,0,0,0,0,30,7,13,0,4,8,0,0,0,0,32,0,4,0,0,0,0,0,0,0,12
80101101508,0,3,0,3,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,11,3,0,0,0,5,0,0,0,0,19,0,8,0,8,5,0,0,0,0,20,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,24,0,16,12,0,0,4,0,78,4,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,8,3,9,0,0,5,4,0,0,0,24,7,5,0,10,4,0,0,0,0,39,0,7,0,0,0,0,0,0,0,9
80101101509,3,12,0,3,0,0,0,0,0,12,0,13,0,6,0,0,0,0,0,12,0,4,0,0,9,0,0,0,0,18,0,8,0,0,3,0,0,0,0,11,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,5,10,18,3,0,0,0,78,3,4,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,11,8,0,5,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,12,0,3,0,0,0,0,0,16,0,11,0,6,0,0,0,0,0,13,3,7,0,0,13,0,0,0,0,27,0,7,0,0,3,0,0,0,0,19,4,3,0,0,0,0,0,0,0,8
80101101510,4,0,0,4,5,0,0,0,0,16,0,3,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,13,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,4,10,13,0,0,0,0,62,0,6,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,13,3,0,10,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,3,4,0,0,4,5,0,0,0,0,14,0,9,0,0,0,0,0,0,0,10,9,0,0,0,6,0,0,0,0,23,8,6,4,3,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,9
80101101511,0,5,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,5,4,3,0,0,4,0,0,0,0,11,0,8,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,3,9,10,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,11,5,7,4,0,6,0,0,0,0,18,0,6,0,0,0,0,0,0,0,16,4,3,0,0,0,0,0,0,0,7
80101101512,0,9,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,13,0,6,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,5,13,7,0,0,0,49,4,0,4,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,12,0,4,0,0,0,0,0,0,0,6,0,4,3,0,3,0,0,0,0,17,3,9,0,6,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
80101101513,0,4,0,12,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,7,0,6,0,6,7,0,0,0,0,18,4,3,0,4,7,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,6,17,10,0,0,3,0,70,0,0,0,3,0,0,0,0,0,3,0,9,6,0,0,0,0,0,4,20,0,4,3,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,21,0,7,0,0,0,0,0,0,0,13,0,10,0,6,8,3,0,0,0,29,8,5,0,7,4,0,0,0,5,29,0,0,3,0,0,0,0,0,0,5
80101101514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101515,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,5,0,3,13,0,0,6,0,22,0,5,0,3,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,17,0,11,19,5,0,6,0,67,3,5,0,0,0,0,0,0,0,3,0,11,0,0,0,0,3,0,0,18,0,0,5,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,4,4,9,10,6,0,6,0,31,8,7,0,7,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
80101101516,0,23,0,6,3,0,0,0,0,34,0,15,0,6,6,0,0,0,0,21,7,4,0,5,23,4,0,0,0,43,3,11,0,15,9,0,0,0,0,40,6,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,65,6,36,41,10,0,3,0,181,0,4,0,0,0,0,0,0,0,6,3,15,6,3,6,0,0,0,0,27,4,7,9,0,3,0,0,0,0,30,5,0,8,0,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,33,0,9,3,0,0,0,0,53,0,11,0,6,6,0,0,0,0,26,13,19,0,8,33,9,0,0,0,85,4,20,0,18,12,0,0,0,0,54,6,6,0,0,0,0,0,0,0,9
80101101517,0,10,0,0,5,0,0,0,0,18,3,13,0,4,0,0,0,0,0,21,3,0,0,5,12,0,0,0,0,22,0,13,0,8,7,0,0,0,0,39,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,0,20,34,6,0,0,0,126,0,3,0,0,0,0,0,0,0,9,4,13,0,0,0,0,0,4,0,26,0,0,3,4,0,0,0,0,0,13,3,0,7,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,6,4,10,0,3,7,0,0,0,0,24,9,17,0,4,3,0,0,0,0,29,9,8,0,10,12,0,0,0,0,36,7,25,0,7,9,0,0,0,3,50,0,3,0,0,3,0,0,0,0,8
80101101601,0,8,0,3,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,8,0,4,0,0,6,0,0,0,0,19,10,0,0,6,5,0,0,0,0,20,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,5,7,13,3,0,0,0,84,0,3,0,0,4,0,0,0,0,7,3,11,0,0,0,0,0,0,0,15,3,3,3,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,8,0,5,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,19,12,17,5,0,17,0,0,0,0,42,9,5,0,12,5,0,0,0,0,31,4,3,0,0,0,0,0,0,0,8
80101101602,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,10,0,6,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,5,4,0,0,0,0,49,0,6,0,0,4,0,0,0,0,17,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,3,3,0,0,0,3,0,0,0,11,9,15,0,5,0,0,0,0,0,31,0,6,0,0,0,0,0,0,0,6
80101101603,0,7,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,9,7,10,0,0,6,0,0,0,0,20,4,10,0,3,4,0,0,4,0,26,0,4,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,0,6,18,0,0,9,5,88,4,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,4,0,12,0,4,5,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,21,0,11,0,0,0,0,0,0,0,10,6,12,4,3,10,0,0,4,0,35,3,20,7,4,7,0,0,4,0,42,0,4,4,4,4,0,0,0,0,11
80101101604,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,11,3,6,0,0,3,0,0,0,0,15,5,8,0,4,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,35,0,4,12,0,0,0,3,83,6,8,0,0,0,0,0,0,0,13,0,11,0,0,6,0,0,0,0,15,0,4,0,0,0,0,0,0,0,7,4,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,7,0,4,0,0,0,0,0,19,5,7,7,0,7,0,0,0,0,28,10,9,0,6,3,0,0,0,0,30,0,4,0,0,0,0,0,0,0,9
80101101605,0,6,0,3,0,0,0,3,0,10,0,7,0,0,0,0,0,0,0,11,5,0,0,0,6,3,0,0,0,20,3,4,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,17,23,10,12,11,3,0,4,0,76,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,19,0,0,4,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,3,0,10,0,6,0,0,0,0,0,0,0,12,12,7,6,0,11,4,0,0,0,39,7,12,5,4,4,0,0,0,0,27,5,3,4,0,0,0,0,0,0,10
80101101606,0,7,0,0,0,0,0,0,0,9,3,3,0,5,0,0,0,0,0,13,6,9,0,4,7,4,0,0,0,26,10,14,0,4,5,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,44,0,15,14,5,0,0,0,107,5,5,0,0,0,0,0,0,0,12,6,12,0,0,3,0,0,0,0,20,0,7,3,0,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,9,4,9,0,5,0,0,0,0,0,19,14,13,0,3,7,4,0,0,0,46,16,16,0,13,7,4,0,0,0,61,0,0,0,0,0,0,0,0,0,7
