SA1_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
80104103710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,0,4,0,0,25,51,15,23,47,11,0,0,0,0,159,0,0,0,4,4,0,0,0,0,12,59,17,34,70,28,10,6,5,0,226,0,0,3,5,3,5,4,0,0,19,3,0,7,12,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,15,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,5,11,8,0,4,6,0,36,124,22,54,97,32,4,4,5,0,347
80104103711,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,11,10,0,4,4,4,0,34,73,22,46,55,24,9,3,0,0,235,0,3,3,5,0,0,0,0,0,16,82,32,70,85,31,16,17,7,0,330,0,0,0,4,3,4,7,4,0,20,7,0,14,9,3,5,4,0,0,45,0,0,0,3,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,12,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,15,3,4,3,0,0,35,0,0,0,0,0,0,0,0,0,0,4,5,12,14,6,5,6,4,0,52,155,48,97,117,56,18,10,0,0,505
80104103712,0,0,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,10,0,16,11,4,8,11,4,3,8,4,5,64,0,0,0,0,0,0,0,3,0,6,18,4,4,21,7,0,21,50,13,142,0,0,0,0,0,0,10,28,11,44,3,0,0,9,0,0,5,12,0,28,0,0,0,0,0,0,0,13,4,17,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,7,12,0,22,0,0,0,0,0,0,0,11,3,21,0,0,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,3,4,19,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,8,9,0,27,44,17,3,25,17,5,12,11,3,144
80104103713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,38,12,17,26,17,0,5,0,0,110,3,0,0,4,5,0,0,0,0,10,43,16,22,30,24,9,9,0,0,161,0,0,0,0,0,0,6,0,0,14,3,0,0,0,0,3,5,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,10,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,4,6,5,0,4,4,0,0,19,74,23,27,50,33,10,8,4,0,232
80104103714,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,6,7,5,3,5,0,0,22,53,21,16,45,22,5,5,0,0,168,0,0,5,0,0,0,0,0,0,6,63,24,28,61,30,16,15,5,0,238,0,0,5,3,0,6,6,4,0,21,14,10,0,12,5,5,4,0,0,43,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,7,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,5,6,12,9,7,4,0,0,42,105,38,27,88,53,14,15,0,0,347
80104103804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,3,3,5,5,6,0,5,0,0,27,49,34,14,31,30,4,5,0,0,162,0,3,0,0,0,5,0,0,0,4,65,35,18,48,49,15,8,0,0,243,0,0,0,4,16,3,3,0,0,32,12,0,12,11,6,8,0,0,0,46,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,17,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,0,6,4,0,28,0,0,0,0,0,0,0,3,0,7,10,6,4,5,10,5,5,0,0,50,93,60,29,51,56,9,7,0,0,309
80104103805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,8,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,20,35,9,11,29,14,14,0,0,0,108,0,0,0,0,0,0,0,0,0,8,40,14,20,43,22,21,4,3,0,179,0,0,4,3,8,8,0,0,0,16,12,3,4,11,7,3,0,0,0,43,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,9,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,8,0,4,7,4,10,0,0,0,25,86,22,27,55,36,14,5,6,0,251
80104103806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,28,14,6,16,24,9,0,3,0,89,0,0,0,0,0,0,0,0,0,0,36,20,10,22,34,14,3,3,0,142,0,0,0,0,3,8,3,0,0,19,3,3,0,4,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,3,6,6,0,0,0,0,32,65,36,13,30,43,11,0,3,0,201
80104103807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,5,6,3,0,5,0,0,18,30,14,8,22,28,4,0,0,0,113,5,0,0,0,0,0,0,0,0,7,46,19,17,31,38,12,10,0,0,165,0,0,0,0,5,3,6,0,0,20,7,4,0,3,6,6,3,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,3,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,12,0,5,4,11,0,5,0,0,31,61,31,17,39,41,10,3,0,0,204
80104103808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,4,8,7,0,0,0,0,22,25,21,22,23,18,8,4,0,0,118,6,3,4,3,0,0,6,0,0,18,42,29,28,40,32,13,12,5,3,200,0,0,6,0,6,7,5,0,0,29,11,4,0,7,4,0,7,0,0,34,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,18,0,0,0,0,5,3,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,3,6,4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,5,12,7,0,3,0,0,30,65,34,41,46,36,14,10,5,0,246
80104103809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,3,4,3,5,4,0,0,0,22,41,22,8,25,14,3,0,0,0,100,0,4,0,6,4,0,0,0,0,14,46,32,9,39,34,4,3,0,0,167,0,0,0,3,6,4,0,0,0,18,8,8,0,8,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,7,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,10,6,4,4,9,4,0,0,0,37,80,38,15,39,45,7,0,0,0,222
80104103810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,3,6,4,4,0,0,0,14,46,13,4,35,6,4,0,0,0,113,0,0,0,4,0,0,3,0,0,3,45,17,11,52,19,13,6,4,0,166,0,0,0,0,5,4,5,0,0,14,6,4,3,9,4,0,3,0,0,28,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,4,0,0,0,25,0,0,0,0,0,0,0,0,0,5,6,0,3,6,7,3,3,0,0,30,84,22,11,64,31,7,5,0,0,231
80104103811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,18,39,10,8,23,13,3,3,0,0,106,0,0,0,0,0,0,0,0,0,3,47,12,11,38,21,7,7,0,0,145,0,0,0,0,3,0,0,0,0,6,3,0,7,10,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,5,3,7,0,3,0,0,22,76,19,16,41,26,13,3,0,0,194
80104103812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,5,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,14,62,24,35,46,18,3,0,3,0,195,3,3,8,0,0,0,0,0,0,16,78,33,50,60,32,14,8,6,0,273,0,0,0,0,9,5,6,5,0,23,11,0,10,9,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,4,0,14,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,6,10,9,0,0,0,0,35,0,0,0,0,0,0,0,3,0,3,6,0,5,13,9,4,0,0,0,34,116,54,64,90,34,9,5,3,0,377
80104103813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,15,43,17,14,33,10,4,4,0,0,131,0,0,0,0,5,0,0,0,0,4,54,20,18,51,25,10,8,4,0,185,0,0,0,3,0,3,3,0,0,11,10,4,5,7,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,3,4,5,4,9,0,0,0,35,99,35,28,55,37,12,4,3,0,268
80104103814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,20,27,15,15,28,13,6,0,3,0,103,3,0,3,0,0,5,0,0,0,11,31,21,22,36,21,19,4,4,0,167,0,0,0,0,0,4,3,4,0,13,4,3,8,3,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,10,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,8,4,7,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,6,8,5,3,4,4,0,0,32,64,26,28,50,41,11,4,3,0,223
80104103815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,44,14,20,34,18,10,5,0,0,141,10,0,0,0,5,0,0,0,0,15,49,20,23,45,35,20,16,0,0,214,0,0,0,0,8,7,9,3,0,30,3,6,0,8,7,3,0,0,0,36,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,19,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,8,5,0,0,27,84,26,36,53,37,27,16,0,0,282
80104103907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,13,17,17,11,5,5,0,0,93,0,0,0,0,0,0,0,0,0,8,29,15,21,24,19,11,8,5,0,122,0,0,0,0,3,0,0,0,0,9,0,4,4,4,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,9,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,0,13,47,23,33,31,27,12,7,0,0,178
80104103908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,21,8,33,24,3,5,0,0,0,91,5,0,0,0,0,0,0,0,0,4,26,6,35,29,4,7,4,0,0,117,0,0,0,3,0,0,0,0,0,3,0,0,8,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,13,46,20,63,47,12,5,0,0,0,189
80104103910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,3,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,3,5,3,7,0,3,0,0,19,40,40,96,36,18,7,0,0,0,232,0,0,8,0,0,0,0,0,0,17,44,52,129,52,21,17,10,0,0,322,0,3,3,4,0,0,4,0,0,15,0,8,17,7,4,5,0,0,0,38,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,6,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,18,13,9,3,0,0,0,49,0,0,0,0,0,0,0,0,0,3,0,3,8,6,7,3,3,0,0,36,78,75,195,82,31,14,4,0,0,494
80104103911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,7,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,11,10,8,29,3,7,0,3,0,0,59,0,0,0,0,0,0,0,0,0,0,13,19,38,12,7,4,3,0,0,89,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,14,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,18,18,18,66,8,11,3,3,0,0,122
80104103912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,15,29,25,17,24,21,7,3,0,0,119,0,0,0,0,0,0,0,0,0,0,33,31,21,26,35,9,8,0,0,164,0,0,0,0,3,3,3,0,0,7,9,10,3,3,5,4,0,0,0,27,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,4,4,9,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,4,10,5,0,0,0,0,33,60,52,34,39,44,13,7,0,0,256
80104103913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,28,9,5,0,0,0,0,63,0,0,0,0,0,0,0,0,0,6,11,14,38,15,9,5,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,15,20,15,69,19,14,3,0,0,0,141
80104103914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7,8,0,9,0,0,5,0,0,22,58,14,22,36,17,3,5,0,0,162,4,0,0,0,0,0,0,0,0,7,67,31,24,53,29,18,15,3,0,244,0,0,0,3,7,4,0,0,0,16,3,7,5,8,10,0,0,0,0,29,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,4,0,23,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,11,5,4,3,0,0,42,0,0,0,0,0,0,0,0,0,0,5,8,0,5,7,7,6,0,0,40,101,37,35,80,51,12,12,3,0,332
80104103915,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,33,8,24,30,10,10,0,0,0,117,0,0,3,0,0,0,0,0,0,3,36,14,24,33,19,11,8,0,0,158,0,0,0,0,0,0,0,5,0,7,3,5,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,0,14,0,0,0,0,0,7,5,0,3,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7,0,0,18,72,29,34,65,26,15,5,4,0,246
80104103916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,14,29,23,88,26,9,7,0,0,0,188,5,0,3,0,0,0,0,0,0,11,37,36,101,35,16,12,3,0,0,237,0,0,0,0,3,0,0,0,0,5,0,10,5,4,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,4,5,6,4,3,0,0,0,24,64,43,170,60,20,17,5,0,0,389
80104103917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,19,6,32,14,0,0,0,0,0,80,3,0,0,0,0,0,0,0,0,5,20,14,38,19,7,3,3,0,0,108,0,0,0,5,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,10,29,18,65,27,10,4,0,0,0,158
80104103918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,35,12,6,3,4,0,0,77,0,0,0,0,0,0,0,0,0,0,15,5,46,12,6,5,0,0,0,93,0,0,0,0,0,0,0,0,0,9,0,0,4,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,18,19,81,17,7,9,0,0,0,153
