SA1_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
80101101905,0,0,0,0,10,9,4,5,0,33,6,0,6,5,26,17,3,7,0,68,0,0,6,3,11,7,4,5,0,45,0,11,5,4,7,8,0,5,0,40,0,3,7,4,21,13,0,5,0,49,0,0,4,3,3,9,0,0,0,15,0,0,0,0,0,0,4,7,0,7,0,3,0,0,0,5,3,3,0,14,0,0,0,0,0,0,0,0,0,4,12,25,28,24,81,60,18,35,0,284
80101101906,0,0,3,0,7,10,4,6,0,32,0,0,5,5,8,14,5,4,0,50,0,0,0,0,9,7,0,0,0,25,0,5,9,0,3,4,0,0,0,21,0,0,6,0,8,0,0,0,0,15,5,0,4,0,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,10,29,15,42,35,21,15,0,169
80101101907,4,0,3,0,4,10,4,6,0,38,0,3,5,7,19,19,4,7,0,71,0,0,0,0,11,5,0,7,0,24,0,3,7,3,0,9,0,4,0,28,3,11,9,5,24,8,4,0,0,58,0,9,3,0,0,0,0,0,0,19,0,0,0,0,4,0,0,5,0,11,0,6,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,9,33,31,24,70,60,18,36,0,274
80101101908,0,3,3,3,14,11,6,11,0,54,3,9,5,3,19,9,10,4,0,58,0,0,0,0,9,8,0,6,0,32,6,7,7,0,4,4,0,0,0,32,6,3,3,0,10,8,0,0,0,38,0,8,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,10,0,0,0,3,0,3,0,0,5,6,17,37,29,15,57,44,20,28,5,253
80101101909,3,0,3,4,8,13,0,8,0,40,7,5,6,3,13,11,0,3,0,51,0,4,8,6,6,5,0,3,0,31,0,6,3,0,8,7,5,0,0,20,3,0,4,3,10,0,0,0,0,23,0,3,3,0,3,0,0,4,0,25,0,0,0,0,0,3,0,3,0,11,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,22,18,26,22,53,50,4,20,0,216
80101101910,0,0,3,0,0,6,0,7,0,29,3,0,4,0,13,14,0,0,0,41,0,3,5,0,6,12,0,5,0,27,0,0,0,3,8,5,0,0,0,15,0,4,4,7,9,3,0,0,0,34,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,5,7,15,27,16,45,45,3,15,3,171
80101101911,0,0,0,0,3,12,5,7,0,29,0,4,3,0,17,17,0,6,0,59,4,6,4,7,8,16,0,4,0,42,0,3,7,0,4,0,0,3,0,19,0,3,6,9,19,7,5,0,0,49,0,8,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,7,0,14,0,3,5,0,0,3,0,0,0,15,0,0,0,0,4,0,0,0,0,0,6,34,25,14,56,63,14,29,4,238
80101101912,0,0,0,4,10,3,0,3,0,23,0,4,5,6,9,4,0,7,0,36,0,0,3,0,7,4,4,4,0,29,0,3,0,5,8,5,0,5,0,22,3,6,3,0,12,4,0,0,0,29,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,4,0,0,3,3,0,4,0,13,0,0,0,0,0,0,0,0,0,4,7,24,22,13,55,33,6,26,0,173
80101101913,0,0,0,0,13,4,3,4,0,22,5,0,0,4,14,12,0,6,0,40,3,0,0,0,6,5,5,5,0,30,0,9,3,6,9,0,3,3,0,35,3,3,3,0,6,5,4,0,0,30,0,3,3,0,6,6,0,0,0,16,0,0,0,0,4,0,5,3,0,12,0,4,4,0,0,5,0,6,0,16,0,0,0,0,0,3,0,0,3,8,15,27,20,14,59,47,16,20,3,218
80101101914,0,0,0,0,4,8,5,3,0,21,0,3,3,3,4,12,5,0,0,36,0,4,3,0,4,3,0,0,0,23,0,4,4,4,6,0,0,0,0,18,0,0,0,0,9,5,0,0,0,17,0,0,3,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,3,21,10,10,35,38,12,16,0,138
80101101915,0,0,0,0,7,10,0,5,0,27,3,5,7,6,17,22,3,3,6,67,3,0,3,0,10,3,3,6,0,22,0,4,5,0,3,0,0,0,0,20,0,4,4,3,20,0,0,8,0,40,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,12,19,15,10,60,39,18,24,3,205
80101101916,0,0,3,0,9,7,0,5,0,27,4,4,5,7,22,17,0,0,0,50,0,4,3,0,10,9,3,4,0,28,0,0,0,0,9,8,0,7,0,25,0,0,0,5,19,3,0,0,0,28,0,0,3,0,0,3,0,3,0,12,0,0,0,0,0,4,0,5,0,10,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,8,14,14,15,64,52,8,17,0,191
80101101917,0,0,0,0,9,11,0,4,0,29,3,0,6,9,13,15,4,6,0,47,0,0,0,0,4,8,0,0,0,23,0,4,0,5,7,12,0,8,0,36,0,0,4,0,14,3,0,0,0,28,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,6,6,12,13,15,57,46,6,23,3,177
80101101918,0,0,0,3,10,3,4,7,0,26,0,8,3,0,26,8,4,10,0,52,0,0,0,0,6,8,0,0,0,21,3,6,4,4,4,0,0,0,0,23,0,0,0,0,3,3,0,0,0,22,0,4,4,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,11,0,4,0,0,0,0,0,0,0,11,7,24,8,10,59,25,7,21,3,172
80101101919,3,0,3,0,12,12,3,3,0,35,0,0,7,9,17,20,4,3,4,67,0,0,0,0,6,6,4,3,0,28,4,6,10,3,13,6,3,3,0,48,0,0,0,4,13,8,0,0,0,35,0,8,6,0,5,0,0,3,0,22,0,0,0,0,0,0,0,5,0,10,0,3,3,0,4,0,5,0,0,15,0,0,0,0,0,4,4,0,3,9,9,23,36,20,74,52,20,28,8,256
80101102001,3,3,0,3,6,4,6,3,0,25,6,0,7,6,11,16,0,8,0,62,0,0,0,0,3,0,0,0,0,10,0,5,4,0,0,6,0,3,0,19,0,0,0,3,7,0,0,0,0,10,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10,20,17,12,36,28,9,18,0,150
80101102002,0,0,4,3,10,6,4,6,0,30,0,4,3,4,20,10,3,9,0,61,0,0,3,0,4,5,4,3,0,33,0,6,3,3,3,0,0,0,0,13,4,0,0,0,11,0,5,0,0,22,0,4,5,0,7,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,18,18,15,57,41,16,25,4,199
80101102003,3,0,0,3,7,7,3,3,0,30,0,4,8,6,10,8,3,3,0,44,0,0,0,0,0,6,0,3,0,14,0,3,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,13,0,0,3,6,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,11,18,22,13,21,27,12,15,0,126
80101102004,0,0,4,0,3,5,0,10,0,33,4,3,0,5,10,11,0,0,0,40,0,0,0,0,4,4,0,0,0,13,0,0,0,0,5,0,0,0,0,10,0,0,0,4,4,7,0,3,0,19,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,14,8,8,34,29,10,21,0,126
80101102005,0,0,4,0,25,20,4,10,0,62,8,12,15,3,46,43,14,17,3,160,0,0,0,3,7,11,3,4,0,33,5,10,13,6,17,6,10,3,0,70,0,4,5,7,20,16,7,0,0,53,3,9,5,3,6,0,0,0,0,25,0,0,5,0,4,3,0,0,0,12,0,4,0,3,6,4,0,0,0,28,0,0,0,0,0,0,0,0,0,3,13,47,44,28,128,103,32,40,3,444
80101102006,0,0,0,0,7,6,5,4,0,21,0,0,0,6,14,8,3,6,0,44,3,0,0,0,6,0,0,0,0,15,0,3,3,4,3,0,0,0,0,13,0,0,3,0,3,5,0,0,0,11,0,9,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,10,0,5,6,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,7,18,18,10,43,30,10,10,0,143
80101102007,0,0,0,4,8,3,0,8,0,28,4,6,6,0,12,15,3,0,0,45,0,0,0,0,0,3,6,3,0,14,0,7,4,6,7,0,0,0,0,24,0,0,0,0,10,0,0,0,0,21,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,9,9,23,13,7,39,27,8,12,0,142
80101102008,0,4,5,0,16,9,4,0,0,38,0,6,8,3,26,23,9,7,0,77,0,0,4,4,8,5,0,0,0,25,0,12,5,10,0,5,0,0,0,27,5,0,0,0,6,6,0,0,0,26,0,7,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,4,4,3,0,0,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,4,14,26,23,14,71,45,22,14,0,228
80101102101,5,4,6,4,11,9,9,7,0,57,5,10,6,10,32,18,7,4,0,80,0,4,7,0,12,15,6,3,0,45,0,7,6,0,6,4,0,0,0,31,0,4,5,5,9,6,0,7,0,40,0,3,8,4,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,10,0,6,3,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,3,11,15,33,34,24,75,54,19,32,5,297
80101102102,0,0,0,0,6,4,0,10,0,40,0,0,0,9,19,3,4,7,0,46,0,0,0,0,8,3,5,5,0,18,3,6,5,0,0,0,0,0,0,13,0,3,0,0,9,5,3,0,0,19,5,12,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,30,9,14,47,28,15,29,3,172
80101102103,0,0,4,0,9,10,6,13,0,46,3,8,0,11,24,26,5,6,0,79,4,5,7,3,7,7,4,8,0,46,0,3,10,0,4,7,3,4,0,25,4,3,9,5,17,7,0,0,0,50,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,4,4,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,14,37,28,14,75,62,21,34,0,284
80101102104,0,0,4,3,12,11,5,12,0,46,8,7,5,3,23,17,5,6,0,64,0,0,0,0,4,13,4,5,0,27,0,12,3,6,5,0,0,0,0,24,0,0,6,3,17,12,0,6,0,43,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,12,0,3,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,14,31,32,19,57,53,20,23,0,242
80101102105,0,3,0,4,14,22,9,28,0,86,6,3,12,6,35,32,8,11,0,110,0,6,3,5,3,12,0,4,0,36,0,4,8,3,11,3,0,3,0,31,8,3,9,9,12,11,3,4,0,57,0,10,3,0,0,0,0,0,0,18,0,0,0,0,6,0,3,0,0,8,0,10,7,5,4,3,0,0,0,19,0,0,0,0,0,7,0,3,0,8,14,40,37,26,82,90,32,56,0,369
80101102201,0,0,0,4,9,6,0,3,0,24,5,0,3,0,8,10,3,9,0,42,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,5,9,9,10,18,28,4,14,0,106
80101102202,0,3,4,0,4,11,0,8,0,34,0,0,5,6,13,5,3,11,0,41,0,0,0,0,3,9,0,3,0,16,4,0,3,0,0,0,0,0,0,9,0,0,3,3,6,5,0,0,0,18,0,4,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,14,16,13,11,26,30,12,27,0,143
80101102203,3,0,0,7,11,8,3,4,0,37,9,8,7,4,26,20,5,8,0,81,0,0,0,0,7,6,6,5,0,29,0,3,7,0,9,0,0,0,0,24,0,3,0,0,22,3,3,0,0,40,0,8,5,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,5,5,0,4,6,0,4,0,14,0,0,0,0,4,0,0,0,0,7,17,23,24,10,82,53,12,19,5,249
80101102204,9,0,0,3,10,17,10,9,0,58,3,13,9,0,25,17,8,10,0,77,3,0,5,0,14,15,4,3,0,49,3,7,9,10,3,0,0,0,0,35,5,3,3,0,19,11,0,0,0,38,0,11,0,0,7,4,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,20,41,33,19,87,71,16,32,0,316
80101102205,0,0,0,4,9,12,5,3,0,41,10,10,5,6,27,17,3,5,0,91,0,0,3,0,16,7,0,3,0,36,4,8,5,0,0,3,0,3,0,20,3,7,6,0,21,11,0,4,0,43,0,8,3,0,8,0,0,0,0,17,3,0,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,4,0,17,0,0,0,0,3,0,0,0,0,4,20,33,29,18,88,52,13,25,0,278
80101102206,0,0,0,0,8,11,3,5,0,36,3,5,7,0,12,15,3,7,0,52,0,0,0,0,5,11,0,0,0,20,0,9,0,0,3,4,0,0,0,16,0,6,3,0,8,4,0,0,0,20,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,28,12,6,36,46,13,9,0,162
80101102207,0,3,0,4,8,8,0,3,0,29,3,6,5,7,16,14,7,7,0,72,5,4,3,0,3,10,8,4,0,31,0,16,0,4,0,5,3,0,0,37,0,3,6,3,11,7,3,0,0,33,0,5,0,0,3,0,0,0,0,9,0,3,0,0,5,0,0,0,0,5,0,4,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,5,9,39,28,22,46,51,25,23,0,238
80101102208,0,4,3,0,3,14,0,3,0,30,0,8,4,0,9,16,3,8,0,51,0,0,0,4,3,4,0,3,0,14,3,0,6,0,3,0,0,0,0,14,0,0,3,4,0,0,0,0,0,18,0,8,3,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,25,19,11,35,34,11,19,4,153
80101102301,3,3,3,0,15,10,3,3,0,41,4,9,10,3,18,18,6,4,0,87,0,0,0,0,3,14,3,3,0,26,0,10,5,9,3,0,0,0,0,31,0,3,5,0,17,4,5,4,0,33,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,4,0,0,7,4,0,0,0,14,0,0,0,0,0,0,0,0,0,6,8,35,35,21,72,55,17,20,3,252
80101102302,0,0,6,0,0,3,0,0,0,12,0,5,4,0,21,17,4,3,0,47,0,0,0,3,3,4,0,4,0,19,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,4,0,4,0,12,0,4,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,10,8,23,9,29,23,8,15,4,117
80101102303,0,0,4,0,12,19,0,8,0,38,3,8,8,8,21,25,6,7,0,82,0,8,0,0,10,5,0,6,0,29,0,7,12,3,9,7,0,0,0,34,3,3,3,3,10,8,0,0,0,33,0,0,3,0,9,3,0,0,4,27,0,0,4,0,0,0,0,0,0,6,0,6,5,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,8,36,30,20,66,63,16,21,8,274
80101102304,0,4,0,0,10,3,6,8,0,33,5,3,7,12,21,16,3,3,0,73,0,6,3,3,7,11,7,4,0,37,0,8,3,6,11,5,4,5,0,29,3,6,5,3,16,3,0,0,0,37,0,6,4,0,0,5,0,0,0,23,0,0,0,0,5,0,0,0,0,10,0,15,7,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,4,12,50,27,24,80,45,15,22,8,281
80101102305,7,0,0,3,4,3,6,3,0,20,5,3,4,7,15,13,3,0,0,53,0,0,3,3,0,0,0,0,0,12,0,10,4,0,5,0,0,0,0,18,0,4,3,0,8,5,4,0,0,21,0,6,3,0,0,0,0,0,0,11,0,0,5,0,5,0,0,0,0,13,0,3,3,3,5,3,0,3,0,26,0,0,0,5,0,0,0,0,0,7,11,28,26,19,39,29,18,8,0,179
80101102306,0,0,5,3,11,12,6,6,0,43,0,8,7,3,11,15,6,0,0,53,0,0,0,0,9,11,5,0,0,24,6,3,3,3,7,5,0,7,0,29,0,5,6,0,10,3,0,0,0,29,0,4,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,5,13,21,27,12,61,61,11,14,6,214
80101102307,0,0,0,0,4,5,0,0,0,9,3,5,0,3,8,12,0,0,0,29,0,0,0,0,0,3,0,0,0,8,0,0,3,0,3,0,0,4,0,14,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,5,17,3,9,23,14,0,8,4,73
80101102401,0,0,0,0,3,7,0,0,0,13,3,3,6,3,9,16,4,0,0,42,0,0,0,0,0,9,0,0,0,5,0,3,0,4,0,4,0,0,0,11,0,3,5,0,6,3,5,0,0,23,0,3,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,10,14,11,27,34,9,7,0,120
80101102402,0,4,0,0,13,13,0,3,0,31,5,6,14,12,27,18,5,4,0,86,0,0,0,0,11,6,6,3,0,24,0,8,5,5,0,3,0,5,0,30,0,3,3,4,7,11,8,0,0,32,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,6,0,4,3,0,0,4,0,18,0,0,0,0,5,0,0,0,0,0,10,32,30,26,64,53,18,27,0,250
80101102403,8,3,6,4,9,11,3,9,0,47,5,3,8,3,15,13,7,0,0,53,3,4,5,5,7,9,0,0,0,29,3,7,10,0,0,0,0,0,0,23,0,5,3,0,11,5,0,0,0,30,0,3,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,20,26,26,13,44,44,20,7,6,198
80101102404,5,0,3,4,5,8,0,6,0,24,0,5,0,0,11,15,0,7,0,42,0,0,0,4,0,4,0,5,0,16,0,9,0,0,7,3,3,0,0,22,0,0,3,0,7,4,0,0,0,12,0,3,0,0,5,0,0,0,0,4,0,0,0,0,0,8,0,0,0,6,0,3,3,0,0,6,0,0,0,15,0,0,0,0,0,6,0,0,0,0,11,17,12,9,38,42,9,14,0,148
80101102405,0,0,0,0,11,6,3,7,0,31,5,0,6,3,12,17,0,3,0,51,0,0,0,3,4,10,0,4,0,20,0,0,0,0,0,0,0,0,0,5,4,0,3,4,5,3,0,0,0,16,0,5,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,4,0,7,0,0,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,12,12,17,7,36,40,12,11,0,148
80101102406,0,0,0,4,13,8,4,4,0,37,4,7,6,0,26,22,4,4,0,74,0,3,4,3,5,12,0,0,0,30,4,6,6,5,8,3,0,0,3,33,0,8,3,3,15,6,0,0,0,31,0,8,4,0,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,3,0,7,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,10,47,22,17,71,51,12,12,7,245
80101102407,3,0,0,0,8,3,3,4,0,18,0,5,0,6,8,5,0,4,0,34,0,3,0,0,3,5,0,3,0,24,0,4,7,3,7,0,0,0,0,21,0,4,0,5,7,8,0,0,0,25,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,11,17,14,13,42,25,11,12,4,153
80101102408,0,3,3,3,12,11,10,0,0,33,0,3,11,8,20,19,4,6,0,72,0,3,3,3,8,5,3,3,0,28,0,8,8,8,8,0,8,0,0,29,3,0,5,6,18,9,0,4,0,39,0,10,3,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,10,0,4,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,4,9,33,29,26,74,48,22,15,4,266
80101102501,0,0,3,3,7,0,9,5,0,22,0,5,6,5,12,8,0,7,0,43,0,0,4,0,3,9,0,0,0,14,3,4,5,3,0,0,0,0,0,19,6,4,0,3,12,0,0,0,0,31,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,18,16,14,36,31,9,16,0,149
80101102502,0,0,0,0,12,6,11,9,0,35,3,7,6,6,12,6,5,6,0,53,0,0,5,0,14,4,0,3,0,30,0,8,6,0,0,0,5,0,0,23,0,0,0,6,16,13,0,5,0,36,0,4,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,5,0,0,0,7,0,0,0,0,4,0,0,0,0,4,8,32,24,17,58,36,21,24,0,210
80101102503,0,0,8,5,7,7,0,7,0,40,4,5,3,6,15,12,3,7,0,63,3,0,3,0,9,13,4,4,0,35,0,12,5,5,3,9,0,0,0,33,4,8,7,8,28,18,3,3,0,70,0,6,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,37,27,28,71,63,21,29,0,284
80101102504,5,4,4,0,7,0,3,11,0,31,0,0,6,0,16,22,7,5,0,67,3,3,0,4,10,14,0,3,3,42,0,13,3,4,5,3,7,0,0,24,5,3,0,3,14,9,0,0,0,40,0,3,0,0,0,0,3,3,0,16,0,0,0,0,0,4,0,4,0,5,3,9,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,9,17,33,19,17,63,56,20,28,4,256
80101102505,3,0,0,0,9,4,0,3,0,17,3,3,5,3,10,9,0,3,0,39,0,0,0,4,0,0,0,4,0,18,0,3,7,0,9,5,0,0,0,20,0,0,3,0,11,4,0,0,0,23,0,3,0,3,3,0,5,0,0,18,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,22,18,9,36,25,9,16,5,146
80101102506,0,0,13,4,3,11,7,11,0,52,4,12,3,8,17,18,5,8,0,76,0,5,8,0,4,15,4,8,0,31,0,11,5,3,0,7,0,0,0,26,0,0,3,3,5,6,0,0,0,24,0,9,6,0,7,4,0,4,0,23,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,3,0,4,0,14,0,0,0,0,0,3,0,0,0,9,9,33,35,24,34,73,20,28,0,260
80101102601,3,0,0,0,3,12,0,11,0,40,9,4,5,5,19,11,8,12,0,73,0,0,0,0,0,3,0,0,0,11,0,4,0,0,0,0,0,0,0,9,0,0,3,4,6,4,0,0,0,23,0,5,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,13,22,12,12,33,36,12,27,0,171
80101102602,0,0,0,3,7,4,0,4,0,19,6,4,0,4,10,5,3,0,0,44,0,0,0,0,4,0,0,0,0,11,0,4,0,0,0,0,0,0,0,10,6,0,0,0,4,5,0,0,0,16,0,8,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,16,7,10,35,22,9,8,0,116
80101102603,0,0,4,3,9,13,7,7,0,46,4,8,8,6,15,19,11,10,0,78,0,3,0,0,9,3,0,0,0,13,0,13,5,0,0,4,0,0,0,23,0,3,5,0,14,5,0,0,0,25,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,30,21,14,38,47,19,23,0,205
80101102604,0,3,4,0,14,11,10,11,0,49,10,7,9,8,23,14,7,3,0,84,0,0,0,0,5,3,0,0,0,17,0,26,3,3,0,0,0,0,0,38,0,11,3,4,13,3,0,0,0,37,4,5,7,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,18,53,32,18,58,38,15,26,0,267
80101102605,0,4,0,3,9,11,4,6,0,26,0,3,3,3,9,9,0,7,0,38,0,3,3,0,0,5,0,0,0,8,0,3,4,0,0,0,0,0,0,12,0,4,3,0,5,0,0,0,0,13,0,8,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,15,9,28,29,4,16,0,121
80101102606,0,0,0,5,9,15,9,19,0,69,3,6,4,10,26,29,4,12,0,102,0,0,6,0,11,8,0,0,0,25,0,8,8,0,4,9,4,0,0,33,0,3,0,4,6,13,0,5,0,40,0,9,5,0,6,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,12,0,0,0,0,5,0,0,0,0,5,7,46,31,18,65,76,20,39,3,312
