SA1_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
80101100101,4,0,0,0,3,6,0,10,0,32,0,10,5,5,10,11,5,11,0,50,0,0,0,0,4,0,0,0,0,10,0,3,4,0,0,0,0,0,0,7,0,0,0,4,7,0,0,0,0,14,0,6,4,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,20,12,9,22,21,13,22,0,119
80101100102,0,0,3,4,6,19,4,4,0,39,0,9,11,8,21,13,11,13,0,87,0,0,0,0,0,3,0,0,0,10,0,9,0,0,4,6,0,0,0,17,0,4,3,5,6,6,0,6,0,23,0,6,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,9,30,26,21,39,40,16,22,0,202
80101100103,0,0,4,0,9,7,0,13,0,35,4,8,3,13,19,25,0,8,0,78,0,0,0,6,8,5,0,3,0,20,0,11,0,0,4,6,0,0,0,21,0,5,4,0,7,6,0,3,0,22,0,0,4,4,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,6,0,5,8,0,3,6,0,6,0,22,0,0,0,0,5,0,0,0,0,6,7,29,26,25,51,49,6,41,0,222
80101100104,8,4,4,9,9,10,10,21,0,59,0,6,12,5,27,25,3,18,0,106,0,0,0,0,6,7,3,0,0,18,4,8,5,0,3,3,0,0,0,20,0,0,0,0,5,4,0,4,0,19,0,18,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,41,19,20,50,52,18,44,0,253
80101100105,4,0,9,4,6,14,9,15,0,62,3,13,13,5,21,31,11,15,0,116,0,3,4,0,5,4,3,4,0,14,0,8,5,6,3,5,0,0,0,24,0,7,3,0,5,11,0,0,0,27,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,15,0,0,0,0,5,0,0,0,5,10,6,40,39,27,47,60,18,31,5,269
80101100106,0,0,4,6,8,25,9,13,0,70,6,9,4,5,22,26,8,16,0,87,0,0,0,0,0,3,0,0,0,16,0,4,7,0,3,0,0,0,0,9,4,0,0,3,4,5,0,0,0,14,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,4,0,8,0,3,0,0,21,0,0,0,0,7,3,0,0,0,12,10,22,15,13,50,62,24,31,0,237
80101100201,0,4,4,3,5,3,8,3,0,27,0,7,12,5,18,23,0,0,0,69,6,0,5,0,12,3,0,0,0,26,3,9,8,7,12,0,0,0,0,42,0,3,0,3,7,4,0,3,0,22,0,3,10,0,4,0,0,0,0,20,0,0,0,0,0,4,0,0,0,9,0,3,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,33,46,15,58,44,14,8,0,231
80101100202,0,0,0,0,16,5,0,3,0,25,0,3,6,7,16,9,0,3,0,50,0,3,0,0,6,7,0,0,0,22,0,8,12,9,6,3,0,0,0,32,0,4,4,0,7,3,0,3,0,25,0,4,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,5,3,6,3,0,4,3,0,0,0,23,0,0,0,0,4,0,0,0,0,4,9,29,24,16,60,29,11,17,0,194
80101100203,3,6,0,0,38,11,6,14,0,75,9,11,8,8,81,52,10,9,0,181,0,0,4,0,12,14,5,0,0,33,3,13,15,11,20,4,8,3,0,76,6,9,3,0,30,14,0,5,0,73,0,12,9,0,13,0,0,0,0,43,0,5,0,0,6,3,0,0,0,17,0,3,11,0,3,5,4,0,0,30,0,0,0,0,0,0,0,0,0,5,13,56,55,34,213,104,29,36,4,540
80101100205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100208,6,0,0,0,9,7,3,4,0,36,0,9,5,13,25,21,4,8,0,82,0,3,0,0,9,6,4,0,0,25,0,11,6,6,7,0,6,7,0,42,0,0,3,0,12,3,0,0,0,28,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,12,28,35,19,64,49,17,17,4,245
80101100209,0,0,0,0,4,4,0,0,5,9,5,0,0,3,8,10,0,7,0,28,0,0,0,0,8,0,0,0,0,16,3,4,9,4,0,3,3,0,0,25,0,0,0,0,0,4,0,0,0,8,0,8,3,0,4,0,0,0,0,14,0,3,3,0,4,0,0,0,0,9,0,3,11,0,3,5,0,0,0,27,0,0,0,0,3,0,0,0,0,3,13,19,28,5,33,21,4,7,5,141
80101100210,0,0,4,0,4,3,0,11,0,25,3,4,7,4,16,20,5,4,0,62,0,0,4,0,8,3,0,0,0,19,0,0,10,0,5,4,0,3,0,23,0,3,4,0,17,7,0,0,0,30,0,3,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,21,25,9,53,45,13,14,9,195
80101100211,0,3,0,5,4,7,4,3,0,33,4,9,13,7,33,20,5,4,0,95,7,3,6,0,12,5,0,3,0,39,0,13,15,4,8,3,0,4,0,49,0,6,3,0,27,11,0,3,0,47,0,3,5,4,13,3,0,0,0,32,0,0,4,0,4,0,5,3,0,16,0,8,4,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,6,8,37,43,31,106,55,19,23,6,346
80101100212,0,4,0,0,6,0,3,4,0,18,0,3,8,0,14,13,6,7,0,54,0,0,0,0,5,0,0,0,0,5,0,4,4,0,3,0,0,0,0,11,0,0,4,0,9,0,0,0,0,18,0,5,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,18,26,8,39,24,9,17,3,135
80101100213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14
80101100215,3,5,0,3,14,11,6,9,0,47,3,9,12,10,64,49,8,6,0,152,0,6,4,0,18,9,0,0,0,48,3,7,10,4,8,3,4,0,0,46,3,4,8,0,22,15,0,5,0,62,0,4,9,5,7,4,3,0,0,29,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,0,15,0,0,0,0,5,0,0,0,5,9,15,32,51,23,132,97,21,18,9,398
80101100216,4,0,7,4,36,27,8,12,0,96,4,24,7,13,117,71,11,16,5,270,0,7,10,3,29,25,4,6,0,92,5,28,28,8,33,26,9,5,0,143,0,8,15,3,51,23,0,3,0,111,0,28,37,18,35,6,3,3,5,130,9,9,9,0,11,9,4,3,0,40,3,10,16,5,14,10,0,3,0,62,0,0,0,0,6,0,0,0,5,23,26,108,136,60,330,200,29,53,22,964
80101100217,0,0,5,0,9,11,0,0,0,24,4,5,4,3,31,21,4,9,0,86,0,0,3,0,6,6,3,0,0,22,4,5,15,5,11,3,0,5,0,51,0,6,5,0,14,9,0,0,0,32,0,9,5,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,8,0,3,4,3,0,3,4,0,0,17,0,0,0,0,4,0,0,4,0,10,12,27,32,22,76,65,15,11,4,269
80101100218,0,3,4,0,11,11,5,0,0,48,0,4,9,6,63,40,7,4,0,141,0,5,3,4,11,9,0,0,0,36,4,5,4,5,9,7,5,8,3,47,0,3,3,0,39,9,4,0,0,66,5,8,6,4,6,0,0,0,0,38,0,0,0,0,0,7,4,0,0,10,0,0,0,0,4,0,0,6,0,17,0,0,0,0,0,0,0,0,0,3,16,36,41,24,147,89,19,22,6,399
80101100219,0,0,0,0,11,6,5,3,0,29,4,4,4,4,51,33,6,13,0,122,5,5,5,0,10,4,0,6,0,28,0,5,12,5,5,8,0,5,0,42,0,6,3,3,18,7,0,0,0,38,0,10,3,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,11,0,0,0,0,3,0,0,4,3,8,5,25,30,15,102,69,22,31,9,306
80101100220,0,0,5,0,9,4,0,3,0,29,0,0,0,0,32,13,0,4,0,57,0,0,5,0,6,7,0,0,0,18,0,8,11,0,5,3,0,0,0,26,0,0,4,3,8,10,0,0,0,22,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,10,22,14,57,39,5,8,0,170
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100222,0,6,5,0,21,21,4,8,0,62,0,6,5,13,48,50,10,10,3,139,0,0,6,0,14,11,0,0,0,28,0,12,9,5,11,13,6,0,0,53,0,3,3,3,30,9,3,8,0,57,0,6,5,0,6,0,4,0,0,27,0,0,0,0,0,0,0,0,0,4,0,5,8,0,3,4,0,0,0,11,0,0,0,0,4,4,0,0,0,7,9,33,38,25,129,101,27,22,3,387
80101100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
80101100224,0,0,0,0,0,0,0,0,0,7,0,10,3,0,0,0,0,0,0,20,0,3,0,0,0,0,4,0,0,7,5,18,8,6,4,0,0,0,0,40,0,0,3,0,4,0,0,0,0,11,0,16,16,0,4,0,0,0,0,39,0,3,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,56,36,8,17,3,7,0,0,137
80101100225,0,0,0,3,10,11,6,3,0,39,5,4,0,6,35,26,0,15,0,98,5,0,7,0,8,6,0,0,0,20,0,0,5,4,6,13,0,4,0,35,0,7,6,0,13,8,0,5,0,40,0,8,0,0,8,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,12,0,0,0,0,8,0,0,0,0,10,15,28,32,17,89,65,11,21,0,272
80101100301,0,0,4,0,13,5,3,0,0,29,5,6,6,5,39,30,6,8,0,119,0,0,0,0,4,9,4,0,0,19,0,7,10,0,9,3,0,4,0,32,3,4,3,0,16,10,0,0,0,39,0,5,4,0,8,0,0,0,0,16,0,0,3,0,0,0,0,0,0,4,0,4,5,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,5,26,36,12,93,68,13,23,8,283
80101100304,3,5,5,0,26,37,5,16,0,101,11,16,11,20,65,73,8,15,3,220,0,0,0,3,9,9,4,0,0,31,7,17,15,4,16,18,0,4,0,78,3,5,3,4,31,17,7,3,0,76,0,15,10,9,3,0,0,4,0,46,0,0,0,0,0,3,0,0,0,9,0,8,9,0,4,8,0,0,0,27,0,0,3,0,5,4,0,0,0,18,23,68,59,41,161,167,32,42,9,595
80101100306,4,0,0,3,11,6,7,9,0,41,0,12,0,5,34,19,5,13,0,89,0,3,0,0,3,4,3,0,0,12,0,11,7,0,4,4,0,5,0,32,0,3,0,0,17,6,4,0,0,36,0,8,0,5,4,3,0,0,0,17,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,5,32,23,9,71,59,19,29,0,246
80101100307,0,0,3,0,0,11,0,5,0,16,0,5,3,5,16,15,0,4,0,52,0,0,0,0,0,8,0,0,0,17,0,8,5,0,0,0,0,0,0,9,0,0,4,6,6,4,0,0,0,20,0,8,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,4,4,0,17,24,8,35,42,3,18,4,155
80101100308,4,3,5,0,0,5,0,0,0,25,0,18,16,8,4,6,0,0,0,54,0,10,4,4,4,0,0,0,0,20,28,120,44,10,9,0,3,0,9,224,3,18,12,7,12,4,5,0,0,61,18,85,37,5,4,3,0,0,3,153,0,6,3,5,0,0,0,0,0,15,0,30,18,5,6,0,0,0,0,59,0,0,0,0,0,0,0,0,4,8,62,294,131,38,50,16,9,4,24,621
80101100309,0,3,0,0,8,9,3,0,0,25,4,11,9,0,25,19,3,3,0,81,0,3,0,0,12,6,0,0,0,22,0,9,5,0,9,7,0,0,0,29,0,5,0,9,9,4,0,3,0,23,0,4,3,0,6,0,0,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,11,32,17,15,64,47,10,15,4,220
80101100310,0,0,0,0,5,6,0,3,0,23,0,4,4,0,13,18,3,10,0,52,0,0,0,0,3,0,0,6,0,15,0,9,6,5,5,0,0,0,0,20,0,0,0,0,6,3,0,0,0,15,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,17,20,11,44,32,6,20,0,159
80101100311,0,0,0,0,18,10,3,3,0,31,0,9,0,3,18,23,3,0,0,54,0,0,0,0,3,3,0,4,0,14,0,9,4,0,4,0,0,0,0,20,0,0,0,8,13,10,0,0,0,26,0,4,3,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,3,29,17,13,56,38,5,13,0,177
80101100312,3,0,6,0,19,18,9,11,0,73,6,17,15,3,58,41,5,16,6,147,0,0,0,0,8,6,0,5,0,26,6,13,7,6,7,3,0,0,0,42,0,10,4,0,18,8,0,0,0,40,0,12,10,0,3,3,0,0,0,36,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,12,0,3,0,0,7,4,0,0,0,19,14,60,44,21,118,83,18,33,10,406
80101100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7,0,0,0,0,18
80101100315,0,0,0,0,6,5,3,4,0,24,5,4,8,11,24,18,0,6,0,79,0,3,0,0,3,0,0,0,0,13,0,9,4,6,0,3,0,3,0,27,0,5,3,3,9,4,0,0,0,30,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,21,18,17,56,38,8,20,4,188
80101100316,0,0,0,0,5,7,3,0,0,20,0,4,0,0,4,8,7,9,0,20,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,7,0,6,13,3,10,0,55
80101100317,0,0,0,0,14,8,3,3,0,35,0,14,7,8,47,26,9,17,0,128,0,6,6,3,6,13,0,0,0,39,0,9,17,3,5,5,3,3,0,46,0,4,6,3,19,13,0,4,3,46,0,11,10,3,3,0,0,0,0,37,0,6,0,0,0,0,0,0,0,0,0,6,5,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,5,11,7,50,60,26,104,66,16,28,8,363
80101100318,5,4,0,3,3,11,5,8,0,34,0,9,5,5,12,16,4,6,0,60,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,11,0,3,0,0,5,0,0,0,0,11,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,6,27,28,6,13,0,132
80101100319,0,0,3,0,0,15,0,4,0,23,6,5,0,5,13,15,6,10,0,61,0,3,0,0,9,3,0,0,0,18,0,3,0,0,6,4,0,0,0,15,0,3,0,4,10,7,0,3,0,25,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,19,11,6,38,44,7,18,3,154
80101100320,0,3,0,0,13,20,7,25,0,68,4,4,13,7,34,20,11,9,0,96,0,0,0,0,4,3,0,3,0,20,3,8,3,0,0,8,0,5,0,24,0,3,4,3,17,9,3,0,0,45,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,8,32,31,16,70,60,20,43,0,276
80101100321,5,4,0,0,12,5,0,5,0,31,3,13,10,0,42,28,11,8,0,117,0,0,0,0,10,10,0,0,0,24,0,12,3,0,10,6,0,0,0,42,0,0,4,0,19,8,3,0,0,45,0,4,3,0,3,5,0,4,0,21,0,0,0,0,0,0,0,0,0,5,0,6,5,0,3,0,0,0,0,23,0,0,0,0,3,0,0,3,0,14,8,41,26,17,109,64,23,21,3,318
80101100322,0,0,0,0,14,12,4,3,0,41,5,7,0,4,44,37,10,9,0,118,0,0,4,3,11,6,0,3,4,29,0,7,9,3,7,0,4,4,6,37,4,0,7,7,24,6,0,0,0,45,0,10,3,0,0,3,0,0,0,18,0,0,5,4,0,3,0,0,0,12,0,6,3,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,4,11,28,31,20,109,75,18,20,6,325
80101100401,0,0,0,0,10,0,0,6,0,23,0,4,0,0,10,9,0,0,0,17,0,4,0,0,7,6,4,0,0,25,0,7,4,0,0,0,0,0,0,15,0,0,0,0,10,10,0,0,0,22,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,12,14,7,35,28,5,16,0,122
80101100402,0,4,0,3,11,9,0,3,0,22,5,6,4,7,17,18,0,4,0,62,0,5,0,5,13,21,5,0,0,42,0,3,4,3,4,3,0,0,0,24,3,0,3,5,19,12,0,3,0,48,0,4,0,4,4,0,0,0,0,14,3,0,0,0,0,3,0,6,0,16,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,24,19,21,64,68,13,18,5,237
80101100403,0,0,3,3,15,7,0,5,0,31,0,3,7,0,13,9,0,3,5,48,0,0,0,0,5,9,6,3,0,28,0,9,4,5,12,3,4,0,3,34,3,4,0,3,15,8,0,0,0,37,0,4,4,3,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,6,0,0,5,5,3,0,0,12,0,0,0,0,3,0,0,0,0,6,8,26,15,15,74,42,13,19,7,218
80101100404,0,0,3,0,8,0,0,0,0,18,4,0,0,0,15,11,3,8,0,34,0,0,0,0,10,7,3,0,0,26,0,8,5,3,7,0,0,3,0,26,3,5,0,0,14,4,0,0,0,36,0,10,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,10,3,0,0,0,0,0,0,0,0,8,13,20,17,11,57,31,9,12,4,170
80101100405,0,0,0,0,8,8,4,3,0,33,4,5,0,0,9,5,3,4,0,31,0,0,3,0,3,11,0,0,4,27,0,8,0,3,8,6,3,4,0,31,0,5,8,4,12,4,4,0,0,44,0,4,0,0,0,0,0,0,0,15,0,0,0,0,4,4,0,0,0,14,0,7,4,3,0,0,0,0,0,24,6,0,0,0,0,3,0,0,0,12,13,28,21,10,59,50,21,15,8,223
80101100406,0,0,0,0,7,10,3,4,0,33,5,0,4,5,14,19,0,3,0,49,5,5,4,0,21,13,3,3,0,55,5,15,0,4,12,5,3,0,0,43,0,3,3,0,21,4,0,0,0,32,0,6,0,4,3,4,0,0,0,20,0,3,0,0,3,7,0,6,0,20,0,6,0,0,9,3,0,0,0,20,0,0,0,0,3,0,0,0,8,5,17,45,15,20,80,63,12,20,13,286
80101100408,0,0,0,0,3,3,4,0,0,6,0,0,0,0,3,6,0,4,0,19,0,0,0,0,6,0,4,6,0,19,4,0,7,5,9,0,0,0,0,22,4,0,0,0,12,5,0,0,0,21,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,5,7,6,30,21,6,5,0,100
80101100409,0,0,0,3,0,11,0,0,0,16,0,8,3,0,7,7,4,5,0,31,0,3,0,0,3,9,5,8,0,33,0,5,7,0,11,3,0,4,0,26,0,0,3,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,4,0,0,0,14,0,3,7,3,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,4,18,31,13,24,30,15,18,0,156
80101100501,0,0,0,0,8,9,0,4,0,20,0,3,7,6,17,12,5,3,0,54,3,0,0,5,0,6,0,0,0,14,0,4,0,0,4,0,0,0,0,15,0,4,0,0,5,5,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,21,17,14,36,34,3,10,0,138
80101100502,8,4,4,3,8,6,3,11,0,44,3,6,8,9,18,26,4,8,0,82,0,3,0,4,4,9,0,0,0,24,3,6,0,0,0,0,0,0,0,15,0,3,3,6,11,3,0,0,0,27,0,8,0,4,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,17,25,29,24,47,46,11,18,3,221
80101100503,4,0,0,0,6,10,5,0,0,31,0,6,5,7,26,9,5,10,0,70,0,3,0,5,0,8,0,0,0,15,0,3,0,3,0,0,0,0,0,8,0,3,3,5,8,4,0,0,0,16,0,6,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,6,25,17,12,41,35,16,14,0,167
80101100504,0,0,4,6,12,16,0,11,0,46,4,10,7,5,27,14,5,4,0,78,0,0,0,0,3,7,0,0,0,8,0,3,4,0,5,0,0,0,0,20,0,3,5,0,9,9,0,5,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,12,0,0,0,0,0,3,0,0,0,4,10,26,24,9,49,48,9,20,0,197
80101100505,3,0,0,0,13,9,0,9,0,42,7,14,4,6,23,22,4,8,0,85,0,3,0,4,3,0,0,0,0,11,0,3,0,4,4,3,0,4,0,17,4,4,0,0,12,10,0,0,0,26,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,0,0,0,7,16,32,12,16,47,48,7,18,4,198
80101100506,0,0,5,0,3,3,0,0,0,17,3,3,5,3,12,11,3,4,0,47,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,11,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,16,4,21,21,8,9,3,98
80101100507,0,0,4,4,7,14,6,3,0,40,3,7,8,8,16,17,7,9,0,66,0,0,0,3,4,0,0,4,0,11,0,3,0,0,0,0,0,0,0,8,0,5,0,0,3,3,0,0,0,16,0,7,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,16,17,31,37,15,20,0,167
80101100508,0,0,3,5,4,4,3,4,0,30,8,9,3,3,11,10,6,4,0,51,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,15,10,11,27,16,8,12,0,111
80101100509,0,5,3,0,20,6,5,5,0,53,3,10,4,9,13,13,11,3,0,71,0,3,0,0,0,4,4,5,0,15,0,4,5,4,11,3,0,0,0,24,0,0,3,0,11,6,0,0,0,29,0,5,0,0,8,0,0,0,0,11,0,0,0,0,0,3,0,0,0,6,0,8,7,4,7,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,6,35,23,22,64,36,25,18,0,234
80101100602,0,0,0,0,0,9,0,7,0,16,0,0,0,4,7,0,4,4,0,22,0,0,0,0,3,6,5,0,0,14,0,4,0,0,0,0,0,0,0,10,3,0,6,4,14,9,0,0,0,23,0,3,0,0,5,0,0,0,0,7,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,13,17,11,27,23,4,12,0,112
