SA1_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
80104103509,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,9,0,4,0,22,4,0,5,3,3,0,19,3,0,5,4,4,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,18,5,29,18,20,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,15,0,0,0,0,0,0,0,0,4,5,0,3,0,10,0,0,4,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,4,4,5,5,0,28,0,0,3,3,0,0,9,15,4,17,9,7,0,47,10
80104103510,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,12,0,0,0,0,0,0,3,8,3,13,9,6,0,37,5,0,3,5,0,0,12,10,3,9,10,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,26,4,45,23,15,6,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,8,3,7,0,19,0,0,0,4,0,0,0,0,0,5,0,4,0,13,0,0,7,4,0,0,14,0,0,4,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,5,0,19,0,0,5,0,3,0,5,20,3,28,12,12,3,78,3
80104103511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,3,0,15,6,0,0,21,4,0,0,3,0,0,9,4,0,7,0,3,0,17,0,0,0,0,0,0,8,0,0,0,0,5,0,6,0,0,0,0,0,0,0,19,0,31,18,13,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,3,5,0,8,3,0,4,3,3,0,13,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,0,13,0,0,0,0,0,0,3,5,0,22,10,0,0,38,8
80104103512,0,0,8,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,4,9,4,17,11,4,0,40,3,0,8,0,0,0,17,5,0,10,8,3,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,4,28,5,41,19,15,7,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,14,0,0,0,0,6,0,6,0,0,0,0,3,0,5,4,0,0,0,6,0,7,4,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,6,12,0,8,0,0,0,22,3,0,0,0,0,0,4,21,11,21,19,6,4,77,9
80104103513,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,4,9,0,14,3,0,0,25,0,0,11,0,0,0,11,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,5,14,3,47,13,8,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,14,0,0,0,0,0,0,4,7,0,8,3,3,0,17,4,0,3,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,14,4,0,0,23,0,0,3,0,0,0,5,16,0,22,11,7,0,45,0
80104103514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,8,0,10,8,8,0,25,4,0,4,0,0,0,9,0,0,9,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,6,32,12,15,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,15,0,0,0,0,0,0,5,17,3,24,9,5,0,54,6
80104103515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,12,5,3,0,27,3,0,8,0,5,0,11,3,0,10,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,6,31,17,15,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,3,0,17,0,0,0,0,0,0,0,9,0,25,12,6,0,52,3
80104103516,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,0,0,0,0,0,0,0,8,0,9,7,0,0,31,0,0,12,0,4,0,15,9,0,11,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,21,5,41,10,18,0,95,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,6,10,0,0,0,0,0,0,0,4,5,0,0,6,0,7,0,0,4,0,5,0,8,0,0,3,3,6,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,10,0,7,0,23,0,0,0,0,0,0,3,24,0,23,9,4,5,66,9
80104103517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,0,0,10,3,0,0,6,0,0,8,3,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,24,13,7,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,4,3,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,4,9,0,16,4,4,0,35,3
80104103518,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,14,0,0,0,0,0,0,0,4,7,13,3,0,0,27,0,0,3,3,3,0,11,0,0,0,10,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,8,29,19,17,3,86,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,6,7,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,5,0,0,0,9,0,0,0,4,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,10,4,3,0,34,0,0,0,0,0,0,0,16,4,21,10,6,0,57,0
80104103519,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,9,0,0,0,0,0,0,4,6,0,9,6,0,0,19,0,0,0,0,0,0,7,0,3,6,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,5,30,8,14,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,4,0,0,4,0,3,0,13,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,13,3,0,0,25,0,0,0,0,0,0,4,12,0,17,10,7,0,42,6
80104103520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,0,4,5,4,0,0,17,4,0,10,0,0,0,8,10,0,6,9,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,26,17,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,10,0,0,0,0,0,0,0,5,0,3,0,0,0,11,4,0,0,0,0,0,9,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,0,5,0,15,5,0,0,0,0,0,6,9,0,3,12,6,0,31,4
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,3,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,14,4,0,0,23,0,0,13,0,0,0,21,0,0,11,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,40,13,12,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,12,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,3,0,0,0,12,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,16,3,0,0,0,0,0,7,13,3,22,3,0,0,58,5
80104103601,0,0,3,0,0,0,0,0,0,5,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,14,0,0,0,0,0,0,0,7,0,10,7,10,0,32,5,5,0,0,0,0,13,0,0,10,4,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,9,41,20,25,5,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,4,0,0,3,0,0,0,3,11,5,14,0,0,0,0,0,0,0,3,0,5,3,0,0,14,0,0,0,0,4,0,8,0,0,3,0,0,0,6,6,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,11,4,4,0,18,0,0,0,0,0,0,4,13,3,19,15,14,4,64,4
80104103604,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,5,3,9,12,3,0,32,3,5,13,0,8,0,22,9,0,12,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,8,39,21,18,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,3,0,3,0,0,0,4,8,0,13,0,0,3,0,3,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,4,4,0,21,0,0,0,0,0,0,0,16,6,16,17,9,0,66,7
80104103605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,9,3,0,18,0,0,6,0,0,0,7,4,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,21,9,15,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,4,0,0,3,0,0,7,0,4,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,4,0,0,15,0,0,0,0,0,0,0,6,0,11,9,7,0,37,0
80104103606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,0,13,0,0,0,0,0,0,0,3,0,8,6,3,0,18,0,5,12,3,4,0,16,0,0,8,0,4,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,15,3,40,10,17,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,5,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,11,0,13,5,4,0,33,0,0,3,0,3,0,3,9,0,22,7,10,5,48,3
80104103607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,8,10,0,27,0,0,7,0,3,0,12,4,0,5,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,13,4,30,11,15,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,6,0,0,0,7,0,0,3,0,0,0,3,3,0,4,0,0,0,15,0,0,0,0,0,0,8,6,4,14,8,10,0,43,0
80104103608,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,3,6,0,18,12,10,0,51,4,0,6,0,0,0,17,5,0,9,4,8,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,3,16,8,44,16,31,5,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,6,0,0,0,0,3,0,4,0,0,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,10,0,4,0,29,0,0,0,0,3,0,3,12,3,33,19,14,0,97,3
80104103609,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,9,3,0,0,7,0,0,3,6,4,0,8,10,3,17,8,5,0,39,6,3,4,0,0,0,18,3,3,16,14,5,0,35,0,0,0,0,0,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,4,30,11,61,29,19,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,17,0,0,0,0,0,0,0,9,0,13,0,0,0,17,4,0,4,3,9,0,25,5,0,6,0,0,0,17,0,0,5,0,0,0,4,3,0,0,0,3,0,6,0,0,0,0,5,0,5,11,0,17,3,7,0,37,3,0,3,0,5,0,11,15,4,26,3,13,4,67,9
80104103610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,16,3,0,3,0,0,0,14,0,3,3,4,3,0,18,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,20,11,12,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,4,0,0,0,0,0,7,4,3,6,6,9,0,29,8
80104103611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,6,3,0,16,0,0,3,0,0,0,16,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,10,17,10,19,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,3,4,9,17,6,0,42,4
80104103612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,6,0,14,0,0,0,0,3,0,13,0,0,3,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,22,10,9,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,8,3,10,0,6,0,24,3
80104103613,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,3,7,0,14,6,4,0,35,7,0,9,3,0,0,12,4,0,10,6,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,34,27,11,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,8,0,0,0,0,0,0,0,0,0,0,3,9,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,4,5,0,13,4,0,0,0,0,5,12,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,18,0,0,4,0,0,0,0,11,0,22,13,13,0,60,7
80104103614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,11,5,13,9,3,0,29,6,0,3,0,0,0,17,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,20,8,29,13,8,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,15,0,3,0,16,0,0,0,0,0,0,0,18,3,14,16,4,0,53,8
80104103615,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,7,0,3,3,3,0,18,6,0,0,0,0,0,6,9,5,17,5,10,0,51,0,8,10,0,0,0,18,0,0,13,4,3,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,5,20,10,63,26,29,5,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,4,3,12,0,21,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,3,0,3,0,6,5,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,8,3,0,12,0,0,5,0,5,0,7,11,3,12,10,7,0,31,6,0,0,5,0,0,6,21,7,31,20,15,6,95,4
