SA1_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
80101100602,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,4,0,4,6,0,0,0,21,0,0,4,8,3,0,0,0,18,4,5,3,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,10,3,0,0,0,25,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,5,3,15,22,25,21,4,0,0,88
80101100604,5,0,0,0,0,0,9,0,0,3,4,0,0,0,0,14,0,11,6,4,3,0,6,0,36,0,4,3,8,3,0,0,0,26,5,6,7,6,3,0,4,0,32,3,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,0,10,10,7,15,6,3,7,4,0,44,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,11,14,30,44,25,16,3,9,0,140
80101100605,7,10,9,9,0,0,36,0,3,8,4,3,0,0,0,19,0,8,24,11,9,4,3,0,63,0,3,17,3,4,0,4,0,34,5,10,16,10,5,0,0,0,50,3,3,0,0,0,4,0,0,9,0,0,3,5,0,0,0,0,9,9,16,25,15,11,0,0,0,71,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,12,15,25,84,44,31,21,7,0,217
80101100606,9,0,0,3,0,0,17,0,0,5,3,0,0,0,0,9,3,11,18,6,6,4,0,0,53,0,5,13,6,0,0,0,0,22,7,10,10,7,7,0,0,0,42,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,20,7,7,0,0,0,46,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,6,8,27,56,32,15,10,5,3,153
80101100607,10,3,0,0,0,0,26,0,0,0,0,0,0,0,0,6,0,13,13,20,12,0,0,0,71,0,0,7,14,9,7,0,0,36,6,10,11,10,0,8,0,0,51,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,0,9,11,8,11,16,0,12,0,0,63,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,7,12,31,41,63,35,22,4,0,211
80101100608,9,5,0,0,0,0,24,0,0,5,3,0,0,0,0,10,3,14,20,13,7,0,0,0,52,3,10,4,12,9,0,0,0,39,6,14,14,13,5,0,0,0,54,0,0,0,0,0,0,0,0,10,0,0,0,0,4,4,0,0,11,7,14,14,15,13,9,0,0,73,0,0,0,0,0,0,0,0,0,3,9,0,5,0,0,0,0,19,20,51,62,44,32,15,0,0,220
80101100609,5,6,4,0,0,4,20,0,0,4,8,3,3,0,0,11,5,6,10,15,3,3,0,0,47,0,8,7,9,8,0,0,0,27,3,4,13,19,4,6,0,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,5,4,15,18,5,5,3,0,66,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,15,29,48,45,23,12,3,4,180
80101100610,0,3,0,0,0,0,14,0,0,3,0,0,0,0,0,8,7,13,9,7,7,0,0,0,41,0,8,16,8,5,4,0,0,38,4,10,12,18,14,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,6,8,11,12,21,15,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,15,34,45,44,31,6,5,0,181
80101100611,10,8,4,0,0,0,24,0,4,0,0,6,0,0,0,11,0,16,19,7,11,3,0,0,55,0,3,14,10,7,5,0,0,35,3,20,13,12,3,0,6,0,55,0,3,0,0,0,4,0,0,4,0,0,0,0,6,0,0,0,12,5,20,14,14,5,5,8,0,66,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,14,9,58,54,39,31,11,5,4,216
80101100612,9,11,11,0,0,0,36,0,0,0,0,3,0,0,0,11,5,26,13,23,9,4,5,0,72,4,14,10,21,8,5,0,0,53,9,17,13,22,9,3,0,0,78,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,13,17,13,25,7,5,3,0,92,0,0,0,0,0,0,0,0,0,4,3,3,4,3,0,0,0,27,26,62,52,80,39,18,5,0,284
80101100613,4,4,0,0,0,0,13,0,0,0,4,0,0,0,0,6,0,10,14,3,4,0,6,0,37,4,0,7,4,5,6,0,0,25,4,4,9,11,3,8,0,0,39,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,4,5,10,9,7,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,22,36,33,15,16,3,0,130
80101100614,12,5,9,0,0,0,27,0,0,6,0,0,0,0,0,11,0,10,18,20,7,7,0,0,59,0,4,5,16,0,8,0,0,32,4,4,5,7,4,7,0,0,31,4,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,8,7,10,3,12,5,8,0,0,44,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,5,8,28,48,51,24,25,3,0,183
80101100615,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,6,4,4,0,0,0,31,0,0,10,4,0,0,0,0,22,4,4,8,11,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,8,13,0,3,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,8,18,29,24,14,10,0,0,103
80101100616,15,6,4,0,0,0,20,0,0,9,0,4,0,0,0,13,3,16,29,15,3,6,0,0,76,0,7,21,19,3,3,0,0,47,9,14,13,17,3,0,0,0,58,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,12,10,16,19,20,8,0,0,0,74,0,0,0,3,0,0,0,0,3,3,5,6,4,5,0,0,0,16,13,40,92,66,25,13,5,0,250
80101100617,6,0,0,0,0,0,20,0,4,5,4,0,5,0,0,20,3,18,4,10,8,3,0,0,48,4,9,10,3,12,0,0,0,38,6,13,11,9,14,8,3,0,61,5,0,3,0,0,0,0,0,7,0,0,0,0,4,3,7,0,7,12,13,7,5,14,10,4,4,78,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,5,0,17,25,50,35,37,34,23,12,3,219
80101100618,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,11,0,8,20,11,0,5,0,0,41,0,3,9,7,0,3,0,0,27,9,10,19,11,3,6,0,0,42,0,0,4,0,0,0,0,0,3,0,0,0,5,5,0,0,0,7,9,10,21,11,7,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,17,55,37,21,12,0,0,152
80101100619,4,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,11,9,6,0,0,0,28,0,7,8,0,5,3,0,0,18,4,8,9,6,5,0,0,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,15,10,8,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,37,38,21,14,0,0,0,112
80101100620,7,8,0,0,0,0,21,0,0,0,6,0,0,0,0,11,0,5,15,16,0,5,0,0,40,3,7,12,13,6,4,0,0,42,0,11,16,5,6,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,5,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,20,8,28,60,51,22,6,0,0,177
80101100621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100622,7,9,4,4,0,0,23,0,6,4,3,0,3,0,0,12,3,3,6,8,6,0,0,0,25,0,0,9,3,3,0,0,0,20,10,6,7,10,3,0,5,0,37,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,5,10,6,6,11,4,0,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,12,21,34,40,18,8,9,0,140
80101100623,3,5,3,0,0,0,15,0,0,5,10,0,0,0,0,14,0,10,19,9,6,5,4,0,49,0,0,8,15,0,0,0,0,29,0,8,10,10,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,6,26,47,52,27,8,6,5,169
80101100701,13,10,11,0,5,0,45,0,5,4,7,10,3,0,0,22,7,23,18,17,14,7,8,0,90,0,5,11,7,9,4,0,0,38,10,16,14,11,15,7,0,0,65,4,0,0,0,0,0,0,0,7,0,3,0,4,0,0,0,0,7,13,17,11,15,13,9,0,0,78,0,0,0,0,3,0,0,0,3,0,0,3,4,3,0,0,0,15,19,56,59,58,61,22,6,0,291
80101100702,4,16,7,0,0,0,32,0,0,0,7,0,6,0,0,12,4,9,9,22,6,8,5,0,54,0,0,3,0,3,3,0,0,9,5,3,0,3,11,0,5,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,6,10,4,5,0,33,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,9,23,20,53,28,10,4,0,148
80101100703,12,18,8,8,0,0,54,0,0,5,10,0,6,0,0,20,4,11,25,17,12,15,4,0,95,7,5,7,6,16,8,5,0,44,4,9,11,9,7,3,4,0,44,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,8,6,10,6,12,12,5,3,0,55,0,0,0,0,0,0,0,0,6,4,0,0,5,0,4,0,0,13,22,37,62,60,48,51,17,0,296
80101100704,3,3,0,0,0,0,15,0,0,4,0,0,6,0,0,9,0,11,5,8,9,4,0,0,34,0,5,9,4,4,0,3,0,24,5,5,3,3,5,0,3,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,5,0,3,5,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,22,25,20,16,15,6,0,117
80101100705,6,4,4,0,0,0,23,0,0,8,3,0,3,0,0,13,5,19,25,15,4,8,0,0,76,4,8,10,12,17,4,0,0,51,4,9,17,7,11,5,0,0,58,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,7,6,13,20,10,12,5,0,0,71,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,17,45,69,49,43,27,3,0,244
80101100706,5,6,0,4,0,0,25,0,0,10,0,0,0,0,0,11,0,22,14,7,3,4,0,0,60,0,9,5,7,6,13,0,0,36,6,17,14,7,5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,14,7,10,4,0,0,61,0,0,0,0,0,0,0,0,0,5,3,0,0,4,0,0,0,12,13,65,51,35,18,27,0,0,206
80101100707,15,9,6,8,0,0,30,0,6,0,3,9,4,0,0,24,6,18,14,21,8,6,3,0,77,0,0,7,12,8,14,0,0,44,4,5,16,9,10,11,0,5,49,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,8,3,9,14,15,10,13,0,5,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,7,31,58,68,42,45,3,4,251
80101100708,12,6,3,0,0,0,26,0,4,6,0,0,6,4,0,16,0,20,16,6,3,9,6,0,59,0,8,6,0,5,0,3,0,19,0,8,13,6,4,6,0,0,42,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,13,12,8,6,6,0,0,53,0,0,0,0,0,0,0,0,0,10,0,7,9,0,5,0,0,27,10,51,54,23,17,30,11,0,196
80101100709,5,4,0,0,0,0,20,0,0,0,5,0,0,0,0,7,0,18,12,5,8,6,0,0,55,0,0,8,4,0,5,0,0,26,0,19,11,8,7,0,0,0,45,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,11,7,7,0,3,0,54,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,11,5,50,44,26,24,16,5,0,179
80101100710,12,0,8,0,3,0,35,0,3,4,0,0,0,0,0,14,3,19,18,6,3,7,0,4,61,0,5,7,8,7,5,0,0,37,3,13,8,12,8,7,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,3,14,9,15,8,10,3,0,60,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,13,52,50,38,28,26,12,4,217
80101100711,4,12,5,0,0,0,32,0,0,3,4,0,0,0,0,12,5,24,21,13,3,7,0,0,73,0,17,6,8,7,3,0,0,49,17,20,19,15,16,3,7,0,90,0,0,5,0,0,0,0,0,4,0,0,5,5,0,0,0,0,12,14,16,18,21,14,9,6,0,110,0,0,0,0,0,0,0,0,0,6,6,8,5,3,3,0,0,22,26,68,64,63,37,22,6,5,299
80101100712,4,8,3,4,0,0,22,0,3,0,4,0,0,0,0,15,6,24,15,20,14,10,0,0,84,0,0,8,9,4,4,0,0,25,7,10,19,8,6,0,4,0,48,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,10,19,8,6,6,5,0,52,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,0,12,21,39,48,56,25,19,11,3,211
80101100713,3,0,7,0,0,0,13,0,4,3,0,0,0,0,0,9,6,8,18,5,3,6,0,0,46,0,0,5,6,5,0,0,0,13,3,13,6,4,4,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,8,13,5,6,10,3,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,13,17,37,30,23,27,9,3,3,148
80101100714,7,5,0,0,0,0,20,0,0,0,3,5,4,0,0,17,5,10,11,12,6,3,0,0,45,0,8,4,5,8,6,0,0,23,3,0,10,7,3,0,3,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,10,10,6,0,3,0,35,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,9,25,26,42,23,16,0,0,140
80101100801,12,0,0,4,5,0,24,0,5,0,0,4,0,0,0,3,5,16,9,11,10,9,0,0,61,6,4,4,4,0,3,0,0,24,0,4,6,3,7,10,0,0,34,5,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,4,4,6,10,6,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,37,37,27,27,27,8,3,175
80101100802,14,5,5,0,0,0,31,0,4,8,6,6,3,0,0,22,0,20,23,23,12,5,5,0,87,3,5,4,5,5,0,7,0,32,3,10,13,9,7,3,0,0,53,0,0,0,0,0,0,0,0,7,0,0,0,4,0,4,0,0,11,4,16,13,10,10,6,8,0,65,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,12,16,48,69,51,34,27,13,0,254
80101100803,12,9,8,8,5,0,54,0,0,11,3,0,5,0,0,14,5,15,17,16,9,0,0,0,64,0,5,0,0,11,7,0,0,19,5,4,5,9,5,4,0,0,35,4,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,9,7,5,11,6,4,3,0,48,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,0,12,14,41,40,44,37,23,7,0,209
80101100804,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,7,3,15,13,6,6,5,3,0,52,8,3,5,0,6,4,0,0,22,4,5,7,7,6,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,7,9,4,0,0,37,0,0,0,0,0,0,0,0,0,0,9,7,5,0,0,0,0,14,15,45,33,23,20,9,4,0,152
80101100805,6,13,9,3,0,0,45,0,5,0,6,0,8,0,0,16,3,12,15,8,23,5,3,0,72,4,4,10,4,13,3,0,0,49,9,11,7,4,3,7,8,0,49,0,0,0,4,0,0,0,0,7,0,4,0,0,0,0,0,0,11,9,15,11,11,11,7,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,44,48,45,48,30,9,9,260
80101100806,13,7,3,3,0,0,29,0,0,0,0,7,3,0,0,14,0,19,17,13,8,7,0,0,59,0,0,7,5,11,3,0,0,23,3,7,7,5,5,0,3,0,32,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,9,11,7,9,6,9,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,32,36,38,41,28,9,0,182
80101100807,27,8,8,6,0,0,60,0,6,0,11,5,3,0,0,26,9,39,30,12,11,13,4,0,119,3,9,16,12,12,4,3,0,51,3,12,11,9,8,6,0,0,55,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,15,11,17,5,6,0,0,64,0,0,0,0,0,0,0,0,3,0,4,0,5,7,0,0,4,23,20,89,93,58,44,34,11,6,351
80101100808,18,3,4,4,3,0,45,0,0,0,0,0,0,0,0,9,10,34,20,3,0,3,0,0,73,3,8,0,0,4,0,4,0,25,8,16,7,0,0,3,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,7,0,4,9,4,0,42,0,0,0,0,0,0,0,0,3,0,6,9,0,0,3,0,0,19,20,85,55,14,13,12,13,3,217
80101100809,10,3,12,12,5,0,44,0,0,4,0,5,3,0,0,18,0,11,21,19,25,12,0,0,86,0,0,6,7,13,9,3,0,35,4,8,5,4,9,4,4,0,38,4,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,0,11,7,8,4,7,12,9,3,0,52,0,5,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,13,15,29,44,42,64,41,15,0,251
80101100810,11,7,0,7,0,0,34,0,0,4,0,0,0,0,0,7,4,20,19,14,5,12,0,0,71,0,4,5,3,8,4,0,0,23,5,4,10,7,5,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,10,9,3,10,0,0,38,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,13,5,41,44,33,26,24,11,0,194
80101100811,0,5,10,0,0,0,18,0,5,0,0,0,6,0,0,5,11,3,8,10,14,0,6,3,48,0,0,0,6,8,3,3,0,17,6,0,0,7,10,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,6,0,0,7,5,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,10,19,14,27,39,13,7,3,125
80101100812,10,4,4,3,0,0,27,0,0,7,0,5,5,0,0,20,8,18,18,8,7,6,0,0,66,0,3,5,4,3,3,0,0,20,4,8,0,12,6,4,3,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,11,0,12,7,9,4,0,48,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,25,13,49,48,41,30,21,8,4,197
80101100901,6,0,4,4,0,0,20,0,4,3,0,4,4,0,0,11,0,14,11,10,7,0,5,0,46,0,0,9,10,8,9,4,0,35,4,8,16,12,8,7,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,10,8,16,16,6,10,0,0,69,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,9,35,42,38,34,29,12,4,191
80101100902,7,4,6,0,0,0,29,0,6,0,4,0,0,0,0,7,4,6,4,7,12,7,0,0,43,0,3,9,9,5,4,0,0,23,8,6,7,4,0,9,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,8,6,11,4,3,9,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,37,29,33,22,18,3,0,154
80101100903,4,7,4,6,0,0,37,0,6,0,4,4,0,6,0,18,0,24,21,12,10,8,4,0,71,0,4,10,8,7,4,3,0,29,3,21,14,10,5,0,0,0,53,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,3,21,13,6,5,5,3,0,61,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,19,11,69,60,37,31,21,10,0,240
80101100904,4,4,10,7,7,0,37,0,0,3,4,4,5,0,0,17,9,8,20,22,13,16,4,0,89,0,6,5,7,12,6,0,0,38,0,11,6,4,5,3,0,0,27,4,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,9,6,11,6,8,8,7,0,0,44,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,16,21,34,42,42,43,43,7,0,233
80101100905,3,5,6,0,0,0,23,0,3,0,5,3,0,3,0,16,4,11,18,18,9,4,3,0,70,3,6,8,7,7,5,0,0,31,7,7,7,9,4,0,0,0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3,10,7,7,8,4,3,6,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,38,48,47,27,16,13,0,196
80101100906,7,7,10,3,0,0,40,0,0,0,0,5,7,0,0,18,5,14,24,22,17,15,3,0,97,5,5,9,6,3,5,4,0,47,6,5,8,8,11,10,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,10,8,14,13,10,4,0,58,0,0,0,0,0,0,0,0,3,4,5,0,3,0,4,0,0,20,15,45,62,55,46,38,15,0,281
80101100907,11,3,0,0,0,0,12,0,0,0,3,6,0,0,0,7,3,7,11,3,0,3,0,0,31,0,3,0,0,7,3,0,0,16,3,6,10,7,0,0,0,0,33,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,6,10,11,0,0,0,0,38,0,0,0,0,0,0,0,0,3,0,0,8,4,0,0,3,0,18,6,18,44,28,14,15,7,0,136
80101100908,3,3,0,10,0,0,17,0,0,5,4,5,0,0,0,5,3,11,16,11,7,6,9,0,57,0,0,9,10,10,0,0,0,29,3,16,9,3,11,6,3,0,45,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,8,4,16,10,0,11,11,9,0,55,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,5,0,13,13,32,38,30,27,31,19,3,190
80101100909,6,7,0,4,0,0,18,0,0,0,0,0,0,0,0,3,0,5,10,8,4,4,9,0,38,3,6,9,9,8,0,0,0,27,4,11,6,10,12,0,6,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,8,4,10,14,0,6,0,53,0,0,0,0,0,0,0,0,0,3,3,0,5,3,4,0,0,15,10,34,30,29,26,18,14,0,157
80101100910,10,9,3,4,4,0,40,0,0,3,3,0,4,0,0,15,4,18,11,13,5,9,0,0,53,0,4,5,8,3,3,0,0,25,6,12,11,9,10,4,0,0,54,0,0,0,0,5,0,0,0,4,4,0,0,0,0,3,0,0,4,5,12,11,7,8,8,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,17,47,43,38,26,29,7,3,208
80101101001,3,0,8,5,0,0,16,0,0,4,3,4,0,0,0,16,0,3,13,12,12,19,6,3,59,0,3,16,14,0,0,7,0,39,5,10,7,8,10,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,10,10,9,5,10,3,0,0,52,0,0,0,0,0,0,0,0,9,0,0,4,5,0,0,4,0,15,10,17,46,43,31,38,16,3,200
80101101002,0,0,4,4,0,0,12,0,0,0,0,0,3,0,0,3,0,9,10,9,7,4,0,0,44,0,6,10,6,7,7,0,0,35,6,11,9,13,13,7,0,0,48,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,4,0,12,11,11,10,11,15,10,4,0,61,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,12,30,41,38,35,26,4,0,174
80101101003,0,3,11,3,3,5,24,0,3,3,8,5,6,0,0,22,3,3,10,19,10,14,3,0,69,0,3,7,10,3,5,3,0,32,5,12,10,12,18,3,0,0,59,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,5,11,10,11,16,6,0,0,67,0,0,0,0,0,4,0,0,7,0,0,5,0,0,0,0,0,8,7,30,36,56,43,35,12,5,226
80101101004,0,8,10,9,3,0,27,0,4,7,3,4,9,0,0,20,0,18,21,13,14,12,5,0,86,0,4,10,7,4,7,3,0,38,6,7,8,10,4,11,0,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,4,7,7,8,4,16,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,6,27,49,45,33,54,16,0,230
80101101005,13,5,11,3,3,0,43,0,5,5,7,3,8,3,0,20,0,11,31,17,23,14,3,0,103,0,0,14,12,6,10,6,0,55,0,11,9,6,5,14,5,0,52,4,0,0,3,0,0,0,0,8,0,0,0,4,0,4,0,0,9,5,11,15,8,8,12,0,0,64,0,0,0,0,0,0,0,0,4,0,9,5,0,0,0,3,0,16,12,32,74,59,50,50,26,4,308
