SA1_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
80101101103,12,7,4,0,3,0,33,3,6,11,12,10,10,0,0,50,0,0,4,4,0,0,0,0,11,6,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,12,45,43,39,16,23,10,0,188,0,3,4,8,3,6,0,0,25,0,0,5,7,0,0,0,0,18,0,7,5,5,0,7,3,0,30,0,0,10,0,3,4,0,0,13,0,0,0,0,0,0,0,0,7,0,8,5,5,4,4,0,0,30,0,9,6,10,0,9,0,0,38,0,11,21,10,12,3,3,0,65,5,18,18,16,15,11,4,5,76,0,3,11,0,0,0,3,0,15,6,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,4,7,0,3,0,0,0,14,13,70,95,65
80101101104,10,5,7,8,0,0,30,0,5,6,9,6,7,0,0,33,0,4,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,29,27,19,19,23,3,0,121,0,5,0,10,0,4,6,0,18,0,0,9,0,0,0,0,0,6,0,3,4,4,3,5,0,0,28,0,5,4,4,0,0,5,0,22,0,4,0,0,0,3,0,0,9,0,5,3,0,4,0,0,0,12,0,0,3,6,0,3,0,0,20,0,11,12,5,5,8,0,0,44,0,7,17,10,9,10,0,0,49,0,7,0,4,6,0,0,0,18,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11,5,60,56,36
80101101105,6,7,0,0,0,0,20,0,5,5,0,5,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,17,14,14,10,5,0,73,0,0,0,0,0,0,3,0,6,0,0,5,4,0,0,0,0,11,0,8,5,0,4,3,0,0,19,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,9,0,0,0,0,4,0,0,0,7,0,6,10,6,5,0,0,0,35,0,6,10,0,6,3,3,0,30,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,31,37,22
80101101106,5,9,4,0,0,0,19,0,0,5,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,5,15,23,14,13,4,5,0,69,0,3,0,0,3,0,0,0,14,0,5,4,0,6,0,0,0,15,0,3,0,0,3,4,0,0,10,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,5,3,0,12,0,3,5,6,4,6,0,0,25,0,0,9,6,0,7,0,0,19,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,4,0,0,14,7,32,36,28
80101101107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101108,3,0,0,0,0,0,8,0,0,3,0,0,3,0,0,13,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,15,8,3,8,0,0,53,0,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,5,3,0,3,4,0,13,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,4,0,4,6,0,3,0,0,0,15,0,3,3,0,0,0,5,0,12,0,3,9,4,0,0,0,0,19,0,3,3,0,0,4,0,0,22,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,7,19,29,12
80101101109,5,0,3,5,0,0,19,0,0,4,4,4,0,3,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,17,9,12,13,6,0,72,0,0,3,0,0,0,0,0,17,0,0,3,5,0,0,0,0,6,0,4,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,8,0,3,0,0,3,4,0,0,12,0,3,8,3,3,10,0,0,36,0,4,5,5,4,4,3,0,29,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,5,25,35,20
80101101110,0,0,0,4,0,0,6,0,3,0,3,5,0,0,0,15,3,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,21,18,6,8,12,0,0,67,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,3,7,3,0,0,0,0,15,0,3,4,0,0,0,0,0,5,0,0,6,0,0,0,0,0,4,0,3,3,0,3,0,0,0,13,0,4,5,3,0,0,0,0,17,0,3,5,0,0,4,0,0,13,0,3,0,5,0,0,0,0,19,3,0,4,0,0,0,0,0,7,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,4,3,4,0,0,0,18,4,34,42,16
80101101202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101301,0,3,0,0,3,0,14,0,5,7,4,0,0,0,4,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,26,17,15,13,7,12,5,88,0,0,0,3,0,4,0,0,5,0,4,3,0,0,0,0,0,3,0,4,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,7,0,5,0,0,0,0,0,0,8,0,6,0,0,3,0,0,0,11,0,4,3,7,0,0,4,0,26,0,9,3,3,4,3,3,0,24,0,8,8,3,0,0,0,4,19,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,9,4,40,27,25
80101101302,4,4,0,0,0,0,24,0,9,13,4,5,0,0,0,33,0,3,4,0,3,0,0,0,14,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,0,0,0,0,0,23,16,73,43,12,12,6,7,0,162,4,5,4,4,0,0,0,0,20,5,15,5,8,0,0,0,0,34,0,7,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,3,9,13,9,0,0,0,6,0,27,0,0,5,4,0,0,0,0,18,0,35,21,9,3,0,0,0,71,0,21,23,12,10,5,0,0,69,4,9,7,0,3,0,0,0,20,0,12,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,11,22,15,0,5,0,0,0,52,37,133,93,42
80101101303,10,7,6,0,0,0,26,3,3,5,8,4,4,11,0,38,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,10,10,22,29,31,19,16,0,133,0,0,0,10,0,7,0,0,27,0,0,0,6,5,0,0,0,20,0,0,0,6,5,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,10,5,3,0,23,0,0,3,9,4,5,3,0,20,6,0,8,15,6,4,0,0,46,6,10,7,10,8,5,15,0,60,0,0,0,0,3,6,3,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,0,0,0,0,4,0,4,16,20,34,62
80101101304,0,0,0,6,0,0,3,5,0,4,0,3,3,0,0,18,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,3,0,8,19,20,19,10,0,80,0,0,0,3,6,3,5,0,18,0,0,3,7,0,0,0,0,13,0,0,0,3,0,0,0,0,13,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,3,0,3,10,0,0,16,0,0,0,3,0,3,6,0,13,0,0,4,0,0,3,3,0,22,5,0,0,7,12,3,4,0,32,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,5,4,0,5,7,3,27,33
80101101305,5,3,3,8,0,0,26,0,0,3,5,3,6,3,0,25,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,4,18,19,22,23,24,20,4,127,0,4,4,3,0,4,6,0,16,0,4,3,0,0,5,0,0,14,0,0,0,5,5,8,5,4,35,4,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,4,13,3,0,26,0,3,0,3,7,0,3,0,23,4,6,5,14,10,11,6,0,51,4,5,10,6,11,12,3,0,50,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,14,16,36,25,47
80101101306,5,6,8,5,0,0,32,0,0,12,3,3,10,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,18,20,23,23,9,0,112,0,0,3,9,0,5,4,0,13,0,0,0,0,3,0,0,0,6,0,3,5,3,0,5,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,4,0,0,5,0,4,0,0,13,0,4,4,0,4,5,5,0,19,0,12,6,16,12,13,5,0,55,0,6,14,8,10,12,3,5,49,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,21,41,40
80101101307,3,7,0,0,0,0,14,0,0,0,9,3,9,5,0,24,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,8,14,12,16,11,3,81,0,0,0,0,0,5,0,0,4,0,0,6,0,0,0,0,0,7,0,3,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,15,0,0,0,0,3,0,0,0,18,0,0,3,5,3,6,0,0,16,0,4,0,11,3,6,5,0,31,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,4,28,19,27
80101101308,0,8,0,4,0,0,18,0,4,8,3,6,4,4,0,28,0,0,0,3,0,0,0,0,9,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,6,16,33,17,17,12,0,99,0,6,0,6,3,3,3,0,18,0,0,4,0,0,0,0,0,6,0,0,3,5,0,0,0,0,13,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,3,4,3,0,12,0,0,4,10,3,6,0,0,22,0,3,3,12,6,9,5,0,42,0,4,11,13,8,7,6,0,41,0,0,3,7,0,0,0,0,7,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,11,7,34,53
80101101309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101310,6,3,0,0,6,0,13,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,16,13,12,9,12,0,66,0,0,0,4,6,5,0,0,10,0,0,0,0,0,3,0,0,14,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,5,0,0,0,3,3,0,3,0,14,0,0,0,0,6,5,0,4,15,0,0,8,4,0,4,0,0,29,0,0,0,7,6,9,0,0,20,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,8,12,23,26
80101101401,5,0,0,6,0,0,16,0,4,4,4,3,6,5,0,25,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,5,23,15,16,5,17,20,4,108,0,3,0,0,0,0,3,3,14,0,3,0,4,9,0,0,0,15,0,0,4,0,0,6,6,0,20,0,4,3,0,5,0,0,0,11,0,0,0,0,0,0,4,0,10,0,0,7,3,0,3,4,0,23,0,3,0,0,0,3,12,0,23,0,8,6,9,0,5,4,0,41,0,10,6,5,3,9,5,0,36,0,0,0,0,0,4,0,0,13,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,4,3,0,5,3,0,19,9,46,37,37
80101101402,5,4,0,0,0,0,17,0,11,10,6,4,3,0,0,31,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,34,30,12,8,5,0,126,0,0,3,5,0,4,0,0,14,4,6,3,0,0,0,0,0,9,0,8,6,3,4,0,0,0,28,4,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,6,11,4,0,0,0,0,19,0,5,0,5,4,4,6,0,28,0,11,14,0,0,0,0,0,30,5,15,15,9,3,3,5,0,54,0,0,7,9,0,0,0,0,19,5,0,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,16,52,63,51
80101101403,16,5,0,0,8,0,42,0,9,10,7,12,3,0,0,43,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,14,14,38,51,25,21,13,11,0,176,0,5,3,0,3,3,3,0,20,0,12,3,6,4,4,0,0,33,0,5,8,7,7,3,0,0,34,0,5,4,7,0,0,0,0,24,0,0,4,4,0,0,0,0,4,5,3,5,4,6,0,4,0,25,0,10,9,0,4,7,0,0,24,5,4,21,16,5,0,5,0,58,0,14,13,11,16,3,0,0,61,0,0,10,5,0,0,0,0,11,5,7,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,7,4,0,6,3,9,4,0,0,28,23,64,91,67
80101101404,7,7,0,0,0,0,30,0,14,12,3,3,3,0,0,30,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,6,44,37,26,16,10,6,0,145,0,5,6,0,4,0,0,0,12,0,5,13,0,4,0,0,0,21,0,9,3,8,0,3,6,0,25,0,8,6,5,0,4,3,0,27,0,0,0,3,0,0,0,0,8,0,3,5,9,3,0,0,0,18,0,4,14,0,6,0,0,0,26,3,15,7,16,4,0,0,0,50,0,15,13,8,11,4,3,0,54,0,0,3,4,0,0,0,0,11,3,3,9,4,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,3,5,5,0,0,0,0,16,8,79,77,55
80101101405,8,4,5,0,0,0,29,3,9,4,6,6,0,0,0,26,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,8,11,19,27,21,13,9,0,5,104,0,0,0,0,4,0,0,0,7,0,0,7,0,3,0,0,0,15,0,6,0,4,10,3,0,0,24,0,6,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,0,14,0,0,0,4,3,0,0,0,15,0,12,16,3,6,0,0,0,44,3,9,9,7,3,3,4,0,37,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,9,4,0,9,3,0,0,0,0,21,14,42,59,40
80101101406,9,0,4,0,0,0,22,0,4,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,19,8,13,0,3,0,68,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,3,4,0,0,0,3,0,17,0,6,5,0,0,0,0,0,10,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,9,0,9,6,5,4,0,0,0,19,0,4,7,7,7,0,0,0,20,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,34,31,24
80101101407,6,6,9,5,0,0,34,0,3,8,3,4,0,3,0,30,0,4,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,11,28,29,29,27,14,5,0,137,0,5,0,3,4,0,3,0,19,6,4,4,3,3,0,0,0,17,0,3,8,3,9,4,4,0,38,4,10,4,0,3,3,4,0,20,0,5,4,0,0,0,0,0,6,0,14,6,3,4,0,0,0,24,0,4,9,7,6,7,0,0,30,3,21,10,10,14,3,0,0,55,0,8,16,5,5,11,4,0,46,0,3,0,0,0,0,0,0,7,6,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,3,0,0,0,0,0,12,22,65,57,58
