SA1_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
80101102201,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,7,0,3,0,0,0,0,7,5,7,3,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,21,9,5,4,4,0,0,6,55,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,10,3,8,0,0,3,0,0,0,0,15,0,9,0,3,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,6,10,0,0,0,0,53
80101102202,0,0,0,0,0,0,0,4,0,7,0,3,4,0,0,4,0,0,4,12,5,0,0,0,0,0,0,0,0,6,3,6,8,0,0,0,0,0,0,16,5,11,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,15,3,4,5,3,4,6,74,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,5,0,0,3,4,0,0,0,11,7,9,0,0,0,0,0,0,0,19,10,11,0,0,5,0,0,0,0,21,3,0,0,0,5,0,0,0,0,12,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,5,7,14,7,0,0,0,69
80101102203,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,0,0,0,8,0,12,4,4,3,0,0,3,0,34,4,8,4,0,0,0,0,3,0,22,8,7,6,0,0,0,0,0,0,27,3,7,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,25,10,0,3,3,11,0,116,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,11,5,16,0,6,7,0,0,0,0,31,0,12,3,4,9,0,0,0,0,37,6,12,0,0,6,0,0,0,0,29,0,0,0,0,7,0,0,0,0,16,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,3,18,35,11,0,3,0,131
80101102204,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,3,0,7,0,17,6,7,16,3,0,6,0,7,0,45,14,15,6,0,4,0,6,0,0,44,5,0,5,0,5,0,0,0,0,27,8,6,3,0,0,0,0,0,0,19,3,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,45,9,7,13,3,17,0,170,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,10,10,11,0,3,4,0,0,0,0,33,8,11,0,3,14,0,0,3,0,39,4,7,3,10,4,3,0,0,0,26,0,6,0,0,6,0,0,3,0,12,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,38,5,22,28,10,0,8,0,148
80101102205,0,0,4,0,0,5,0,0,0,11,4,0,4,3,0,0,0,0,0,14,0,6,4,0,4,0,0,4,0,18,12,14,8,0,0,0,0,0,0,40,4,14,8,0,0,3,6,0,0,43,0,5,4,0,3,0,0,0,0,16,0,5,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,45,31,9,11,10,9,11,0,150,0,0,0,0,0,7,0,0,0,5,0,0,0,3,3,3,0,0,0,6,4,10,0,0,4,0,0,0,0,22,9,23,0,5,6,0,0,0,0,46,4,9,3,0,13,0,0,0,0,31,0,5,0,3,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,44,3,16,34,5,0,4,4,132
80101102206,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,3,14,10,0,0,0,0,0,0,28,6,5,5,0,4,0,0,0,0,21,3,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,17,5,10,0,5,4,0,76,0,0,0,3,0,5,0,0,0,7,0,0,0,5,3,0,0,0,0,7,3,8,0,0,0,0,0,0,0,10,5,14,0,0,4,0,0,0,0,26,6,7,0,0,4,0,0,0,0,21,5,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,0,10,19,7,0,7,0,89
80101102207,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,9,3,0,3,0,0,4,0,29,3,12,7,4,0,0,0,0,0,29,4,12,6,0,0,0,0,4,0,25,0,4,0,5,3,0,0,0,0,16,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,26,14,9,4,0,12,3,117,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,15,3,3,0,6,6,0,0,0,0,24,5,13,4,3,4,0,0,0,0,33,3,9,0,7,4,0,0,0,0,24,0,4,0,3,5,5,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,5,23,25,9,0,5,0,119
80101102208,0,0,3,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,10,4,7,4,0,0,0,0,0,0,25,5,5,0,0,0,3,0,0,0,13,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,14,3,0,9,0,4,0,79,0,0,0,4,0,0,0,0,0,11,0,3,0,0,0,5,0,0,0,11,0,3,0,0,0,0,0,0,0,6,5,5,0,3,3,0,0,0,0,16,5,14,0,0,3,0,0,0,0,21,0,4,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,0,8,14,9,0,0,0,74
80101102301,0,0,3,0,0,4,0,0,0,4,0,0,4,3,0,0,0,0,0,10,5,9,6,3,8,0,6,6,0,38,11,13,7,0,3,0,0,0,3,35,4,9,0,0,8,0,0,3,0,26,6,5,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,29,8,11,3,9,8,5,133,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,12,4,5,0,3,0,0,0,37,13,9,0,0,4,0,0,0,0,25,10,14,0,9,6,0,0,0,0,37,0,8,0,3,4,0,0,0,0,15,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,4,19,13,6,0,4,0,126
80101102302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,7,3,0,0,0,0,0,15,3,5,0,0,0,0,0,0,4,14,0,6,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,17,3,0,3,0,5,6,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,8,3,17,0,0,0,0,0,0,0,22,0,4,0,0,4,0,0,0,0,9,3,5,0,0,0,0,0,0,0,16,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,6,5,13,6,0,0,0,66
80101102303,0,0,4,3,0,0,0,6,0,12,0,3,0,3,0,0,4,4,0,16,3,13,5,3,0,4,0,6,0,48,8,18,9,4,0,4,0,0,0,41,4,7,0,0,6,0,0,0,0,18,0,4,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,21,19,9,11,6,15,0,148,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,9,0,0,0,20,5,12,0,5,6,9,0,0,0,35,3,11,9,0,8,0,0,0,0,33,4,3,0,0,7,0,0,0,0,13,5,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,10,17,21,16,0,0,3,124
80101102304,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,4,3,11,13,0,0,4,0,3,0,33,4,7,9,5,5,4,4,0,0,39,0,4,4,4,0,5,7,6,0,28,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,30,8,7,11,10,16,0,132,0,0,0,0,0,4,0,0,0,5,3,4,0,3,6,3,0,0,0,20,0,16,0,12,12,4,0,0,0,41,6,7,0,3,3,3,0,7,0,32,6,13,0,0,6,0,0,6,3,31,0,5,0,4,0,0,0,0,0,12,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,4,22,30,10,0,11,5,147
80101102305,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,5,13,3,4,0,5,5,6,0,38,0,13,3,0,4,0,0,0,0,20,4,5,0,0,0,0,3,0,0,16,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,10,5,7,5,8,16,0,90,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,6,3,13,0,0,5,0,0,0,0,23,0,6,0,0,0,0,0,0,0,11,0,10,0,5,8,0,0,6,4,27,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,5,13,18,4,0,16,6,90
80101102306,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,6,9,6,8,3,0,7,0,37,5,6,3,0,4,0,0,0,3,23,0,3,5,0,5,3,0,3,0,23,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,20,9,13,10,6,8,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,10,3,10,0,5,4,0,0,0,0,28,13,10,0,4,9,0,0,0,0,33,6,8,0,0,3,0,0,0,0,21,0,4,0,3,0,0,0,0,0,9,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,6,19,18,4,0,5,6,107
80101102307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,0,0,0,3,0,15,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,3,3,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,15,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,6,6,0,0,0,3,41
80101102401,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,5,3,0,0,3,0,0,0,14,4,9,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,4,3,9,3,5,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,7,0,0,3,0,0,0,0,16,0,8,0,6,4,0,0,0,0,16,6,3,0,4,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,10,13,3,0,0,3,64
80101102402,0,0,3,0,0,0,0,5,0,7,0,0,4,4,4,0,0,0,0,9,0,15,7,3,5,0,0,0,0,33,5,18,8,0,4,0,0,0,0,41,8,7,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42,24,14,17,0,3,7,5,126,0,0,0,4,0,4,0,5,0,5,0,0,0,3,3,5,0,3,0,15,6,16,0,9,0,0,0,0,0,32,5,16,4,7,4,0,0,6,0,43,3,5,0,4,3,0,0,0,0,20,0,5,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,5,24,22,9,0,10,0,129
80101102403,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,10,3,10,6,5,0,0,0,3,0,27,8,11,0,0,0,0,0,0,0,24,9,7,8,0,3,0,0,0,0,23,0,0,6,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,24,12,7,5,6,4,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,10,0,0,3,0,0,0,0,24,12,6,0,6,0,0,0,0,0,27,9,5,4,0,3,0,0,0,0,21,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,6,13,19,7,0,0,0,85
80101102404,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,3,0,4,0,16,8,6,4,0,4,0,0,4,0,26,3,12,0,0,0,0,0,0,0,17,4,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,18,9,4,3,6,15,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,17,3,6,0,5,0,0,0,0,0,17,0,3,0,3,5,0,0,0,0,15,5,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,11,11,4,0,0,0,64
80101102405,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,9,8,0,0,3,0,0,0,24,8,8,4,0,0,0,0,0,0,26,3,6,3,0,0,0,4,0,0,24,0,6,4,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,15,5,0,3,5,8,3,82,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,10,7,14,0,4,0,0,0,0,0,20,5,12,0,0,0,0,0,0,0,18,4,0,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,3,4,10,6,0,0,0,68
80101102406,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,11,7,8,9,3,4,4,0,3,0,35,5,13,4,0,0,0,0,0,0,25,3,4,4,5,0,0,0,0,0,19,0,3,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,21,6,11,9,4,10,3,112,0,0,0,6,3,0,0,3,0,10,0,5,0,5,0,6,0,3,0,18,0,22,4,6,4,0,0,0,0,37,10,12,0,10,0,0,0,0,0,38,6,3,0,4,5,0,0,4,0,25,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,43,5,27,18,5,0,11,6,135
80101102407,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,5,0,8,3,4,4,0,6,0,21,5,3,4,3,0,0,0,0,0,21,5,3,6,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,20,6,7,7,9,8,0,79,0,0,0,0,3,0,0,0,0,3,0,0,0,7,3,0,0,4,0,17,5,3,3,3,7,3,0,0,0,22,3,5,0,0,3,0,0,0,0,11,0,4,0,3,4,0,0,0,0,15,4,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,4,19,21,5,0,3,0,83
80101102408,0,0,3,0,0,0,0,0,0,8,0,0,3,3,0,0,0,5,0,8,4,11,11,6,4,0,0,4,0,41,7,11,11,0,4,0,0,9,0,33,3,8,0,5,4,0,5,3,0,30,0,4,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,29,15,13,7,9,18,0,139,0,0,0,4,0,5,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,8,0,8,7,5,0,4,4,31,6,15,0,10,9,4,0,0,0,39,3,11,0,0,7,0,0,0,0,23,4,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,0,18,21,13,0,7,4,123
80101102501,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,5,9,0,0,0,0,0,0,14,4,4,6,7,0,0,4,3,0,22,0,5,5,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,15,9,11,3,3,13,0,73,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,12,0,5,5,0,0,0,0,27,3,10,0,0,4,0,0,0,0,19,4,3,0,4,4,0,0,0,0,15,0,5,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,6,9,23,0,0,0,0,76
80101102502,0,0,0,0,0,5,0,0,0,3,0,3,5,0,0,0,0,5,0,9,5,9,4,0,5,0,0,0,0,17,7,6,3,5,3,6,0,0,5,32,3,3,4,0,0,0,3,3,0,25,3,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,23,5,17,4,3,8,5,105,0,0,0,4,0,6,0,0,0,5,0,4,4,4,0,6,0,0,0,9,0,8,0,7,3,0,0,0,0,24,10,11,0,3,4,0,0,0,0,29,0,5,3,0,8,0,0,0,0,19,0,0,0,4,6,0,0,0,0,9,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,8,22,16,6,0,5,0,101
80101102503,0,0,4,3,0,0,0,4,0,12,0,0,5,0,0,0,0,0,0,4,3,4,10,0,0,3,0,4,0,26,4,4,6,0,9,0,0,0,0,32,15,8,5,3,4,0,0,4,0,37,3,3,0,3,0,0,5,0,0,13,0,3,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,37,15,17,5,0,14,0,134,0,0,0,4,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,13,0,4,0,5,11,0,0,0,0,24,6,9,0,0,10,4,0,0,0,40,5,13,0,5,13,0,0,0,0,32,0,12,0,0,12,0,0,0,0,25,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,3,21,54,12,0,5,0,150
80101102504,0,0,4,0,0,3,0,0,0,9,0,3,6,0,0,0,0,0,0,6,3,5,9,0,0,0,0,3,0,25,8,10,8,0,3,0,0,0,0,35,0,8,6,0,4,0,4,3,0,28,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,36,9,13,8,4,11,0,124,0,0,0,5,0,6,0,0,0,7,0,6,0,3,0,0,0,0,0,10,0,10,0,9,3,4,0,0,4,26,6,16,0,3,7,0,0,5,0,42,10,6,0,3,9,0,0,0,0,25,4,3,0,0,3,0,0,0,0,11,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,7,24,31,7,0,5,5,131
80101102505,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,0,0,6,0,4,3,0,0,0,0,3,0,12,3,6,4,4,4,3,0,0,0,23,0,3,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,8,10,7,4,5,0,78,0,0,0,4,0,4,0,0,0,11,0,0,0,0,0,4,0,0,0,7,3,5,0,0,3,0,0,0,0,10,0,15,0,4,5,0,0,0,0,18,0,7,0,3,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,13,14,4,0,0,0,71
