SA1_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
80101101509,0,0,0,0,0,0,0,0,19,3,0,0,27,0,0,0,27,4,0,23,25,0,0,0,25,0,0,0,25,0,0,34,8,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,56,0,0,0,56,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,56,0,0,0,56,3,0,63,5,0,0,0,5,0,5,5,8,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,61,0,5,5,65,7,0,71
80101101510,0,0,0,0,0,0,0,0,38,0,3,0,39,0,0,0,39,0,0,42,13,4,0,0,16,0,0,0,19,0,0,19,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,57,5,3,0,60,0,0,0,67,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5,3,0,60,0,0,0,67,0,0,64,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,70,5,3,0,79,0,0,0,85,0,0,84
80101101511,0,0,0,0,0,0,0,0,20,0,0,0,18,0,0,0,18,4,0,23,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,27,0,0,0,27,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,28,0,0,0,28,4,0,30,5,0,0,0,5,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,35,0,0,0,35,8,0,40
80101101512,0,0,0,0,0,0,0,0,9,4,3,0,14,0,3,3,21,0,0,21,11,0,0,0,8,0,0,0,8,0,0,13,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,4,4,0,32,0,3,3,33,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,4,0,29,0,3,3,33,0,0,40,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,6,4,0,40,0,3,3,42,0,0,46
80101101513,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,12,0,0,12,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,13,0,0,0,12,0,0,0,12,0,0,12,8,0,0,0,8,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,16,0,0,0,16,0,0,19
80101101514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101515,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,10,0,0,8,0,0,0,0,11,6,0,6,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,18,6,0,6,20,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,20,6,0,6,24,4,0,24,14,0,0,0,14,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0,0,34,6,0,6,39,5,0,39
80101101516,3,0,0,0,3,0,0,3,72,12,0,0,80,0,0,0,80,5,0,84,41,11,0,0,52,0,0,0,57,0,0,57,7,0,3,5,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,118,25,3,5,152,0,0,0,153,3,0,156,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,127,25,3,5,156,0,0,0,154,3,0,163,19,0,0,0,19,0,0,0,19,5,0,24,4,0,0,0,4,0,0,0,4,0,0,4,145,29,3,5,170,0,0,0,175,9,0,185
80101101517,0,0,0,0,0,0,0,0,19,0,0,0,20,0,0,0,23,0,0,23,27,6,0,0,27,4,0,4,32,0,0,34,7,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,62,3,0,3,68,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,62,3,0,3,68,0,0,66,6,0,0,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,56,6,0,0,66,3,0,3,71,0,0,73
80101101601,9,0,0,0,9,0,0,9,25,8,0,0,36,0,0,0,36,3,0,42,28,0,3,0,33,0,0,0,33,0,0,33,5,5,0,0,9,0,0,0,9,0,0,9,0,0,0,5,5,0,0,0,5,0,0,5,57,10,3,3,80,0,0,0,80,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,10,3,3,80,0,0,0,80,3,0,82,14,3,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,73,18,3,3,92,0,0,0,92,3,0,98
80101101602,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,12,8,0,0,16,0,0,0,16,3,0,24,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,33,0,0,0,33,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,32,0,0,0,32,3,0,39,5,0,0,0,5,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,41,0,0,0,41,4,0,42
80101101603,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,28,3,0,27,16,3,0,0,27,0,0,0,27,6,0,27,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,12,0,0,53,0,0,0,53,5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,12,0,0,53,0,0,0,53,5,0,63,14,0,0,0,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,61,12,0,0,73,0,0,0,73,9,0,77
80101101604,4,0,0,0,4,0,0,3,29,5,0,0,30,0,0,0,30,5,0,33,21,0,0,0,25,0,0,0,25,3,0,28,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,47,7,0,3,60,0,0,0,60,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,0,3,60,0,0,0,60,8,0,70,8,0,0,0,8,0,0,0,8,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,52,7,0,3,68,0,0,0,68,7,0,80
80101101605,3,0,0,0,3,0,0,3,22,3,0,0,25,0,0,0,25,3,0,27,16,4,0,0,22,0,0,0,22,0,0,24,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,47,0,0,0,47,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,0,0,50,0,0,0,50,3,0,50,7,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,59,0,0,0,59,3,0,63
80101101606,0,0,0,0,0,0,0,0,38,4,0,0,47,0,0,0,47,0,0,45,47,9,6,0,58,0,0,0,58,0,0,61,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,94,18,6,0,116,0,0,0,116,3,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,18,6,0,116,0,0,0,116,3,0,119,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,98,18,6,0,116,0,0,0,116,3,0,119
80101101607,0,0,0,0,0,0,0,0,16,5,0,0,23,0,0,0,23,0,0,23,30,0,0,0,30,0,0,0,30,0,0,30,0,8,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,45,12,0,0,59,0,0,0,59,0,0,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0,60,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0,60,0,0,0,60,3,0,61
80101101608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101609,0,0,0,0,0,0,0,3,25,3,0,0,30,0,0,0,30,3,0,32,29,0,0,0,29,0,0,0,29,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,61,0,0,0,61,11,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,61,0,0,0,61,11,0,66,14,0,0,5,18,0,0,0,18,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,71,8,0,5,74,0,0,0,74,10,0,87
80101101610,0,0,0,0,0,0,0,0,18,3,0,3,26,0,0,0,26,0,0,25,4,0,0,0,7,0,0,0,7,0,0,4,5,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,3,40,0,0,0,40,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,3,40,0,0,0,40,5,0,41,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,3,43,0,0,0,43,5,0,47
80101101611,3,0,0,0,3,0,0,3,28,8,0,0,44,0,0,0,44,5,0,45,30,3,0,6,38,0,0,0,38,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,13,0,6,80,0,0,0,80,9,0,86,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,66,13,0,6,85,0,0,0,85,9,0,90,12,0,0,0,12,0,0,0,12,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,78,13,0,6,96,0,0,0,96,9,0,105
80101101612,0,0,0,0,0,0,0,0,47,3,0,0,50,0,0,0,50,0,0,50,10,3,0,0,22,0,0,0,22,0,0,18,4,11,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,65,17,0,0,86,0,0,0,86,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,17,0,0,86,0,0,0,86,0,0,88,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,66,17,0,0,87,0,0,0,87,0,0,88
80101101613,0,0,0,0,0,0,0,0,6,3,0,0,12,0,0,0,12,0,0,10,20,5,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,35,0,0,0,35,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,35,0,0,0,35,4,0,40,16,8,0,0,26,0,0,0,26,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,47,13,0,0,65,0,0,0,65,5,0,64
80101101614,0,0,0,0,0,0,0,0,41,3,0,0,45,0,0,0,45,0,0,47,18,7,0,0,20,0,0,0,20,0,0,21,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0,79,0,0,0,79,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0,79,0,0,0,79,3,0,80,9,0,0,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,74,6,0,0,85,0,0,0,85,0,0,89
80101101615,3,0,0,0,3,0,0,3,28,5,0,0,27,0,0,0,27,0,0,32,25,3,0,0,26,0,0,0,26,0,0,26,0,0,3,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,54,3,3,0,65,0,0,0,65,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,3,0,65,0,0,0,65,0,0,64,3,0,0,0,3,4,0,4,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,51,3,3,0,69,4,0,4,68,0,0,75
80101101616,3,0,0,0,3,0,0,3,29,7,0,0,38,0,0,0,35,0,0,35,23,11,0,0,26,0,0,0,26,0,0,26,0,0,5,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,6,55,15,5,0,74,0,0,0,72,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,58,15,5,0,77,0,0,0,81,0,0,79,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,23,5,0,81,0,0,0,83,0,0,86
80101101617,4,0,0,0,4,0,0,4,24,3,6,0,27,0,0,0,27,0,0,27,17,3,0,0,20,0,0,0,20,0,0,27,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,4,6,0,49,0,0,0,49,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,6,0,49,0,0,0,49,0,0,52,8,0,0,0,11,5,0,5,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,53,8,6,0,66,5,0,5,71,0,0,73
80101101618,8,0,0,0,8,0,0,8,20,5,0,0,33,0,0,0,33,0,3,31,21,3,0,0,31,0,0,0,31,0,0,31,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,6,6,0,0,0,6,0,0,6,46,17,0,6,64,0,0,0,64,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,47,13,0,6,66,0,0,0,66,0,3,71,4,0,4,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,53,17,4,6,74,0,0,0,74,0,3,82
80101101619,0,0,0,0,0,4,0,4,19,3,0,0,20,0,0,0,20,8,0,26,26,4,0,0,30,3,0,3,32,0,0,34,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,0,61,3,0,3,57,9,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,0,61,3,0,3,57,9,0,67,9,0,0,0,9,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,67,3,0,3,69,3,0,75
80101101701,0,0,0,0,0,0,0,0,42,0,0,0,40,0,0,0,40,0,0,40,16,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,55,0,0,0,55,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,55,0,0,0,55,0,0,55,0,6,0,0,5,0,0,0,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,55,8,0,0,67,0,0,0,67,6,0,66
80101101702,0,0,0,0,0,0,0,3,37,4,0,0,41,0,0,0,41,0,3,42,37,4,0,0,36,0,0,0,36,0,0,36,9,3,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,87,15,0,0,98,0,0,0,98,0,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,15,0,0,98,0,0,0,98,0,3,101,4,0,0,0,4,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,88,15,0,0,104,0,0,0,104,4,3,107
80101101703,0,0,0,0,0,0,0,0,41,13,0,0,54,0,0,0,54,0,0,57,28,12,0,0,34,0,0,0,34,0,0,34,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,69,21,0,0,91,0,0,0,91,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,21,0,0,91,0,0,0,91,0,0,93,0,0,7,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,73,19,4,0,96,0,0,0,96,0,0,102
80101101704,0,0,0,0,0,0,0,4,35,3,0,0,40,0,0,0,44,0,0,44,20,7,0,0,21,0,0,0,21,0,0,20,4,0,6,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,58,8,6,0,71,0,0,0,73,0,0,74,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,55,8,6,0,70,0,0,0,70,0,0,72,5,0,0,0,5,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,66,8,6,0,77,0,0,0,79,5,0,84
80101101705,0,0,0,0,0,0,0,0,28,3,0,0,32,0,0,0,34,0,0,36,11,0,0,0,11,0,0,0,11,0,0,11,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,47,0,0,0,48,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,51,0,0,0,49,0,0,53,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,48,5,0,0,54,0,0,0,59,0,4,63
80101101706,5,0,0,0,5,0,0,5,44,5,0,0,47,0,0,0,47,3,0,50,29,7,0,0,35,0,0,0,35,0,0,34,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,83,11,0,0,91,0,0,0,91,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11,0,0,91,0,0,0,91,3,0,97,11,4,4,0,22,0,0,0,22,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,96,14,4,0,113,0,0,0,113,5,0,120
80101101707,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,27,0,0,27,15,3,0,0,23,0,0,0,23,3,0,25,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,53,0,0,0,53,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,49,3,0,0,57,0,0,0,57,3,0,61,3,0,0,0,9,0,0,0,9,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,0,62,0,0,0,62,9,0,70
80101101708,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,3,0,0,3,6,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,19,0,0,0,19,0,0,19
80101101709,0,0,0,0,0,0,0,0,13,4,0,0,16,0,0,0,16,6,0,24,22,3,0,0,24,0,0,0,24,0,0,24,5,0,0,0,5,5,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,44,5,0,5,52,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,48,5,0,5,49,6,0,52,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,59,5,0,5,58,6,0,63
