sa1_code,Suburb,sa3_name,population,pt_commute_rate,demand_score,supply_score,mismatch_score,cluster,cluster_name,cluster_confidence,priority_score,pred_demographics,residual_demographics,pred_service,residual_service,pred_combined,residual_combined,pct_working_age,pct_bachelor_plus,Percnt_LabForc_prticipation_P,median_income,pct_non_english_home,density_pop_per_km2,accessibility_score,weekday_peak_departures,weekday_offpeak_departures,weekend_departures,departures_per_1k,weekend_weekday_ratio,offpeak_peak_ratio
80101101704,Latham,Belconnen,341.0,9.448818897637794,42.02451776544955,63.49485538959864,-21.47033762414909,1,Oversupplied Suburban,0.3760513156798316,33.80652787168868,5.4302040106025515,4.018614887035243,5.3725277177382695,4.076291179899525,7.349803439040791,2.0990154585970036,59.2375366568915,33.59375,66.1,1071,21.407624633431084,2035.1,3.7667147739381073,40.0,57.0,59.0,117.30205278592376,1.4390243902439024,1.3902439024390243
80101101705,Latham,Belconnen,361.0,3.787878787878788,40.77220965149187,60.469321678157,-19.69711202666513,1,Oversupplied Suburban,0.3838037902454279,34.65626754888451,3.582516573565824,0.2053622143129638,3.412782305145383,0.3750964827334049,3.88739158857699,-0.0995128006982017,62.880886426592795,36.64383561643836,66.0,1005,15.512465373961218,633.9,1.7528813454067844,40.0,57.0,59.0,110.803324099723,1.4390243902439024,1.3902439024390243
80101101706,Latham,Belconnen,609.0,0.0,42.57458618258219,40.26876813846235,2.305818044119839,2,Suburban Baseline,0.15839903264065497,45.19901261090636,0.8451746412234125,-0.8451746412234125,1.2092312230355742,-1.2092312230355742,0.622274189226207,-0.622274189226207,67.48768472906403,26.501035196687372,69.6,1226,9.195402298850574,1044.6,1.7121257001484171,0.0,2.0,0.0,0.0,0.0,2.0
80101101707,Latham,Belconnen,451.0,5.263157894736842,38.584650317797596,61.694349084528426,-23.10969876673083,1,Oversupplied Suburban,0.4135102027161881,33.92325532476834,4.796081266001564,0.4670766287352776,4.785232971969476,0.4779249227673654,4.295220208777149,0.9679376859596928,60.532150776053214,23.699421965317917,66.1,996,18.625277161862527,1538.2,3.1068824004697206,40.0,57.0,59.0,88.69179600886919,1.4390243902439024,1.3902439024390243
80101101708,Latham,Belconnen,172.0,0.0,35.79179602850611,63.465722034862644,-27.67392600635653,1,Oversupplied Suburban,0.23944160970587494,30.138294765996715,0.8452312460186947,-0.8452312460186947,1.4300384330581668,-1.4300384330581668,0.6424932437128472,-0.6424932437128472,72.09302325581395,18.248175182481752,60.9,942,6.395348837209303,986.0,1.2370422158379408,40.0,57.0,59.0,232.5581395348837,1.4390243902439024,1.3902439024390243
80101101709,Latham,Belconnen,346.0,4.477611940298507,41.87501417276854,62.046813963258565,-20.171799790490027,1,Oversupplied Suburban,0.38710610048680993,34.361055364702864,2.817916120559232,1.6596958197392748,4.6817813203143395,-0.2041693800158324,4.124127831841282,0.3534841084572253,56.06936416184971,38.54545454545455,62.9,1197,16.76300578034682,2166.7,2.772073308814027,40.0,57.0,59.0,115.60693641618496,1.4390243902439024,1.3902439024390243
80101101805,Lawson,Belconnen,652.0,5.128205128205128,63.34426388650538,44.49020588988866,18.854057996616724,0,Undersupplied Urban,0.1570616434922442,52.12027488403995,8.502975004855225,-3.374769876650097,7.634516599795651,-2.5063114715905233,7.121013797161867,-1.992808668956739,81.59509202453987,56.690140845070424,79.4,1135,52.91411042944786,934.5,2.57359224839253,0.0,3.0,0.0,0.0,0.0,3.0
80101101806,Lawson,Belconnen,339.0,5.164319248826291,72.44986207013966,43.960991941368974,28.488870128770685,0,Undersupplied Urban,0.1930043881443059,53.77616602903636,8.339717023619722,-3.1753977747934305,5.957506462234404,-0.793187213408113,8.084850644939202,-2.920531396112911,85.54572271386431,56.622516556291394,80.3,1173,49.26253687315634,13664.0,2.1965961644193133,0.0,3.0,0.0,0.0,0.0,3.0
80101101807,Lawson,Belconnen,571.0,4.229607250755287,68.01350757099222,45.219057327517014,22.794450243475204,0,Undersupplied Urban,0.20360314372037314,53.12761155806424,6.698429020006237,-2.4688217692509493,7.095953053296244,-2.8663458025409563,5.473893312884784,-1.2442860621294969,85.11383537653239,53.106212424849694,82.0,1341,44.483362521891415,5645.9,3.0928040691556364,0.0,3.0,0.0,0.0,0.0,3.0
80101101808,Lawson,Belconnen,375.0,7.142857142857142,66.72518382735757,41.685922980864085,25.039260846493484,0,Undersupplied Urban,0.232623298778581,52.64913130488953,8.953709202880793,-1.8108520600236504,7.841454909479968,-0.6985977666228251,9.37628327889422,-2.2334261360370764,81.06666666666666,60.84142394822006,80.5,1062,54.400000000000006,5571.9,4.867422755621898,0.0,1.0,0.0,0.0,0.0,1.0
80101101809,Lawson,Belconnen,408.0,7.874015748031496,67.46428561416833,45.46703549161352,21.99725012255481,0,Undersupplied Urban,0.20085280805982184,51.66406858834777,11.395173784579624,-3.521158036548128,6.655666393351123,1.218349354680373,10.085789937242444,-2.2117741892109475,85.29411764705883,55.98885793871866,84.1,1074,58.08823529411765,3414.7,3.269456247422578,0.0,3.0,0.0,0.0,0.0,3.0
80101101810,Lawson,Belconnen,391.0,6.329113924050633,72.90806607089151,45.392419333189686,27.51564673770182,0,Undersupplied Urban,0.2374159232927176,53.752045211934664,9.193507438509249,-2.864393514458616,9.001599226713392,-2.672485302662759,8.084929816892995,-1.755815892842362,87.7237851662404,61.731843575419,82.2,1384,46.547314578005114,7850.4,3.216301942617127,0.0,3.0,0.0,0.0,0.0,3.0
80101101902,Macgregor (ACT),Belconnen,648.0,2.0338983050847457,54.028160296725844,41.857335095814484,12.17082520091136,0,Undersupplied Urban,-0.08376078564335372,49.41889187811735,1.023556376924431,1.0103419281603148,4.4127114633144355,-2.37881315822969,1.7727142402229152,0.2611840648618304,65.74074074074075,33.99122807017544,84.0,1267,31.32716049382716,3213.0,2.8437729738572703,0.0,2.0,0.0,0.0,0.0,2.0
80101101904,Macgregor (ACT),Belconnen,458.0,4.245283018867925,55.54208673233442,42.09635891209422,13.4457278202402,0,Undersupplied Urban,-0.033902822109122197,48.59458326292754,3.3330275370826388,0.912255481785286,4.1756858341489025,0.0695971847190222,2.972367242204613,1.272915776663312,67.90393013100436,37.61194029850746,82.3,1263,35.37117903930131,2966.1,3.014046344326535,0.0,2.0,0.0,0.0,0.0,2.0
80101101905,Macgregor (ACT),Belconnen,491.0,5.263157894736842,54.316481385624385,40.86547905894645,13.451002326677937,0,Undersupplied Urban,-0.06563869223338695,48.82843463853635,3.7347777484544062,1.5283801462824351,3.6962576980302697,1.566900196706572,3.391377741129668,1.8717801536071736,69.24643584521385,37.567567567567565,78.4,1253,37.88187372708758,1521.6,2.1372045948294955,0.0,2.0,0.0,0.0,0.0,2.0
80101101906,Macgregor (ACT),Belconnen,336.0,0.0,44.30925785791447,40.46702677310538,3.842231084809086,2,Suburban Baseline,0.20883168157122436,43.896442995721394,2.008710681732069,-2.008710681732069,1.4165871935909062,-1.4165871935909062,1.022568434769967,-1.022568434769967,62.79761904761904,36.015325670498086,66.9,1208,19.642857142857142,921.9,1.8533591825299158,0.0,2.0,0.0,0.0,0.0,2.0
80101101907,Macgregor (ACT),Belconnen,551.0,3.3816425120772946,40.36897277483061,42.514761570377075,-2.1457887955464656,2,Suburban Baseline,0.1864572119630992,43.01106650425332,1.9203224913002184,1.461320020777076,3.725737927939462,-0.3440954158621667,3.5673035961687756,-0.1856610840914809,59.16515426497278,32.94117647058823,66.5,1140,9.25589836660617,2150.5,3.312103801311256,0.0,2.0,0.0,0.0,0.0,2.0
80101101908,Macgregor (ACT),Belconnen,471.0,4.040404040404041,43.5374478424739,42.6463683357589,0.8910795067150019,2,Suburban Baseline,0.19551805038745704,43.66401607234893,2.1311715337571955,1.9092325066468452,3.1154226802329577,0.924981360171083,2.767825251434153,1.272578788969888,60.72186836518046,37.86666666666667,69.8,1222,9.554140127388536,1782.6,3.405856498707294,0.0,2.0,0.0,0.0,0.0,2.0
80101101909,Macgregor (ACT),Belconnen,441.0,6.432748538011696,38.404050299104355,39.886108868969814,-1.4820585698654583,2,Suburban Baseline,0.15986724910823996,42.504086684413366,3.9881903765381215,2.4445581614735743,2.4035655463390313,4.0291829916726645,2.344803907620877,4.087944630390819,58.730158730158735,23.75366568914956,66.0,1083,16.099773242630384,1278.2,1.439530757217936,0.0,2.0,0.0,0.0,0.0,2.0
80101101910,Macgregor (ACT),Belconnen,348.0,9.16030534351145,37.84170610590003,42.61049772273238,-4.7687916168323525,2,Suburban Baseline,0.17141458002957724,40.53630357798616,2.9169670185903036,6.243338324921146,2.811038303800548,6.349267039710902,3.7719697694016583,5.388335574109791,61.206896551724135,25.622775800711743,64.1,1004,15.229885057471265,1270.4,3.380303353937504,0.0,2.0,0.0,0.0,0.0,2.0
80101101911,Macgregor (ACT),Belconnen,499.0,4.568527918781726,39.87867398197972,41.910333026571514,-2.031659044591791,2,Suburban Baseline,0.17766716730979565,42.691549865309355,2.792812929893876,1.7757149888878496,2.798341078472783,1.770186840308943,2.891398016210674,1.677129902571052,65.53106212424849,26.38190954773869,62.6,1088,13.627254509018035,1911.9,2.8815271041291104,0.0,2.0,0.0,0.0,0.0,2.0
80101101912,Macgregor (ACT),Belconnen,373.0,4.316546762589928,38.68659188824894,42.64686081550699,-3.960268927258049,2,Suburban Baseline,0.1856237459408743,41.0352744515687,3.4099565853171647,0.9065901772727633,3.390215908757012,0.926330853832916,3.810823087297812,0.5057236752921161,61.3941018766756,28.85906040268457,61.7,1058,15.281501340482572,1496.1,3.4062073264528303,0.0,2.0,0.0,0.0,0.0,2.0
80101101913,Macgregor (ACT),Belconnen,452.0,2.2598870056497176,36.60587885824862,46.87266713378438,-10.26678827553576,2,Suburban Baseline,0.1062469205266705,39.06744199315648,3.284383065500149,-1.0244960598504314,3.277114596276578,-1.0172275906268604,2.5617164880769887,-0.3018294824272711,66.1504424778761,19.263456090651555,65.2,859,16.150442477876105,1099.7,6.416544521978565,0.0,2.0,0.0,0.0,0.0,2.0
80101101914,Macgregor (ACT),Belconnen,259.0,7.6923076923076925,54.84502155736889,43.957603317586035,10.887418239782853,0,Undersupplied Urban,-0.03478861626786553,46.173787520632246,5.151173529418153,2.5411341628895396,6.642598740077853,1.0497089522298395,5.159579860458147,2.532727831849545,71.42857142857143,42.40837696335078,79.5,1125,33.204633204633204,3249.1,4.33994082263764,0.0,2.0,0.0,0.0,0.0,2.0
80101101915,Macgregor (ACT),Belconnen,333.0,4.216867469879518,53.045365314385364,39.887227172027735,13.158138142357629,2,Suburban Baseline,0.09308122834268905,47.60173840301047,2.9717264018106615,1.2451410680688566,3.534439067978862,0.6824284019006561,3.893466581423392,0.3234008884561259,70.57057057057057,36.86274509803922,82.3,1197,29.429429429429423,1239.0,1.4403274026478432,0.0,2.0,0.0,0.0,0.0,2.0
80101101916,Macgregor (ACT),Belconnen,330.0,0.0,56.143681951921266,41.02857891605431,15.115103035866959,0,Undersupplied Urban,-0.04988076700576973,48.36345694468387,0.9108217426724788,-0.9108217426724788,1.411630741256188,-1.411630741256188,0.5791114727655602,-0.5791114727655602,69.39393939393939,41.00418410041841,81.3,1325,29.39393939393939,3372.1,2.2533920226141335,0.0,2.0,0.0,0.0,0.0,2.0
80101101917,Macgregor (ACT),Belconnen,328.0,0.0,56.231185020484325,39.83690558657051,16.394279433913816,0,Undersupplied Urban,-0.04282338464408782,48.86108256008238,0.0759293334904069,-0.0759293334904069,2.351267521300102,-2.351267521300102,0.1461091801928817,-0.1461091801928817,62.19512195121951,40.25974025974026,79.7,1375,40.2439024390244,3209.2,1.4044798201913278,0.0,2.0,0.0,0.0,0.0,2.0
80101101918,Macgregor (ACT),Belconnen,281.0,3.6764705882352944,57.49584018787335,40.92178155662552,16.57405863124783,0,Undersupplied Urban,0.027448436224433728,48.60293805924071,3.2918660233364867,0.3846045648988077,3.2896122655605926,0.3868583226747017,3.0584817402854454,0.617988847949849,72.24199288256227,37.32057416267943,83.7,1264,38.07829181494662,2690.8,2.177312799086573,0.0,2.0,0.0,0.0,0.0,2.0
80101101919,Macgregor (ACT),Belconnen,433.0,1.951219512195122,55.88871070440116,39.129263191784055,16.759447512617108,0,Undersupplied Urban,-0.006841526986238887,49.7445093421255,2.767874955263121,-0.8166554430679991,1.0455450745299903,0.9056744376651316,1.555852732433253,0.3953667797618689,68.82217090069284,38.095238095238095,84.3,1234,40.877598152424945,818.8,0.9003766830118358,0.0,2.0,0.0,0.0,0.0,2.0
80101102001,Macquarie,Belconnen,307.0,6.666666666666667,49.1761564913407,80.91079116996877,-31.734634678628076,3,Urban Core - Well Served,0.21314911652452923,29.462045004953268,3.927586835094762,2.739079831571905,4.621267951257612,2.045398715409055,4.183848518634286,2.482818148032381,59.934853420195445,53.7117903930131,67.4,1258,23.12703583061889,1867.5,3.438462152558042,82.0,93.0,132.0,267.1009771986971,1.5903614457831325,1.1204819277108433
80101102002,Macquarie,Belconnen,402.0,2.941176470588235,45.4857469612777,65.0493369260585,-19.563589964780803,3,Urban Core - Well Served,-0.1597257034042432,34.99759772195285,3.7198398009499543,-0.7786633303617192,5.8669528602913426,-2.9257763897031075,5.607141669606885,-2.66596519901865,66.91542288557214,36.30952380952381,62.4,1144,24.62686567164179,2391.4,1.4000696972707818,49.0,86.0,68.5,121.8905472636816,1.37,1.72
80101102003,Macquarie,Belconnen,276.0,5.376344086021505,44.51512911275809,84.68205985148533,-40.166930738727245,3,Urban Core - Well Served,0.19776009810651213,25.87142995170011,6.208937412833099,-0.8325933268115939,5.635930814161078,-0.2595867281395732,5.399941353610239,-0.0235972675887339,60.507246376811594,49.54128440366973,63.0,1016,23.18840579710145,2041.2,5.4719438094136255,82.0,93.0,132.0,297.1014492753623,1.5903614457831325,1.1204819277108433
80101102004,Macquarie,Belconnen,260.0,7.017543859649122,46.72713985493126,82.84370684005118,-36.116566985119924,3,Urban Core - Well Served,0.2178094266246476,27.379215902581244,5.699439246218157,1.3181046134309655,6.381780789021383,0.6357630706277391,6.900341505937381,0.1172023537117414,65.76923076923077,49.528301886792455,61.7,1149,21.923076923076923,1673.5,3.7643646505861046,82.0,93.0,132.0,315.38461538461536,1.5903614457831325,1.1204819277108433
80101102005,Macquarie,Belconnen,860.0,6.145251396648044,47.06501591210232,50.67697337990709,-3.6119574678047712,1,Oversupplied Suburban,0.14950650206638116,44.59454285557472,5.595504034353586,0.5497473622944584,5.155358045753333,0.989893350894711,4.877950974172242,1.2673004224758024,68.02325581395348,47.45989304812834,62.1,989,30.813953488372093,1796.7,4.719767454624861,6.0,9.0,12.0,6.976744186046512,1.7142857142857142,1.2857142857142858
80101102006,Macquarie,Belconnen,296.0,18.181818181818183,43.214356755703484,69.66633730103251,-26.45198054532903,3,Urban Core - Well Served,-0.09668685865866057,31.497859467261645,10.787229914248824,7.394588267569359,11.810640889630282,6.371177292187902,11.21624758162186,6.9655706001963225,63.85135135135135,42.083333333333336,61.7,990,22.2972972972973,2253.1,3.738899490592388,49.0,86.0,68.5,165.54054054054055,1.37,1.72
80101102007,Macquarie,Belconnen,307.0,5.454545454545454,41.076249666690174,80.35991870420403,-39.28366903751386,3,Urban Core - Well Served,0.1763608889256883,26.44243126139895,5.51503175199788,-0.0604862974524262,6.181963515079407,-0.7274180605339531,6.377512222724226,-0.922966768178772,66.12377850162866,41.7624521072797,56.4,925,22.80130293159609,1337.5,3.0460371929686496,82.0,93.0,132.0,267.1009771986971,1.5903614457831325,1.1204819277108433
80101102008,Macquarie,Belconnen,397.0,9.497206703910614,49.73152590533918,78.6027926599742,-28.871266754635016,3,Urban Core - Well Served,0.2100360533362856,31.239414646460602,8.433540195904927,1.0636665080056869,7.10890364400854,2.388303059902074,8.047161356130417,1.450045347780197,68.26196473551637,51.62241887905604,70.0,1158,19.395465994962215,1640.7,3.112419148993769,82.0,93.0,132.0,206.54911838790932,1.5903614457831325,1.1204819277108433
80101102101,McKellar,Belconnen,622.0,5.761316872427984,40.073112256749404,57.42835922311897,-17.355246966369563,1,Oversupplied Suburban,0.4315755813737317,37.425878741542064,5.343809632837113,0.4175072395908712,5.496519794774687,0.2647970776532968,6.518147169872298,-0.7568302974443144,60.45016077170418,33.84321223709369,59.4,994,23.15112540192926,2140.0,2.9633999398539754,25.0,42.0,44.0,40.19292604501608,1.6923076923076923,1.6153846153846154
80101102102,McKellar,Belconnen,378.0,2.142857142857143,42.14684974204246,49.616191592475474,-7.469341850433011,1,Oversupplied Suburban,0.19116132039804956,39.666757641849266,4.113332226694253,-1.9704750838371103,6.183447057228588,-4.040589914371445,4.3789785439404705,-2.2361214010833277,64.28571428571429,34.161490683229815,58.4,1043,27.513227513227513,1695.8,3.770442525453204,6.0,9.0,12.0,15.873015873015872,1.7142857142857142,1.2857142857142858
80101102103,McKellar,Belconnen,542.0,8.294930875576037,46.49037023504856,60.214260116556275,-13.723889881507716,1,Oversupplied Suburban,0.419454735537564,38.31662382267781,4.974667051723588,3.320263823852449,6.426490925576688,1.8684399499993496,6.126392875227755,2.168538000348282,65.49815498154982,41.03671706263499,63.4,1125,27.30627306273063,2126.3,4.818851182576081,25.0,42.0,44.0,46.125461254612546,1.6923076923076923,1.6153846153846154
80101102104,McKellar,Belconnen,479.0,2.094240837696335,46.90144805946678,58.89840090120302,-11.996952841736238,1,Oversupplied Suburban,0.4710671146264252,38.56498290824933,3.017456030403159,-0.9232151927068236,5.378819141193845,-3.28457830349751,4.179286843022352,-2.0850460053260167,64.50939457202504,39.49367088607595,64.5,1236,23.173277661795407,2502.7,3.7494135432668205,25.0,42.0,44.0,52.19206680584551,1.6923076923076923,1.6153846153846154
80101102105,McKellar,Belconnen,722.0,1.3559322033898304,50.198476686899845,56.58986575244729,-6.391389065547443,1,Oversupplied Suburban,0.41415654440241123,42.51366909288215,2.0162167975932137,-0.6602845942033833,2.979983334638357,-1.6240511312485264,2.9488127614735458,-1.592880558083715,64.81994459833795,44.75043029259897,65.2,1341,29.362880886426595,1579.7,2.487263613162378,25.0,42.0,44.0,34.62603878116344,1.6923076923076923,1.6153846153846154
80101102201,Melba,Belconnen,225.0,0.0,46.755038296008976,60.58474206597801,-13.829703769969036,1,Oversupplied Suburban,0.39802381226601374,36.04817467178767,0.6752318399726952,-0.6752318399726952,1.461921385923151,-1.461921385923151,0.5289901877737255,-0.5289901877737255,54.666666666666664,49.39759036144578,67.3,1418,13.333333333333334,2034.5,3.6681500211599505,25.0,42.0,44.0,111.1111111111111,1.6923076923076923,1.6153846153846154
80101102202,Melba,Belconnen,295.0,6.0,42.82739042165974,58.82687313565896,-15.999482713999214,1,Oversupplied Suburban,0.39246604723225353,35.671836127883466,2.5823560362818716,3.4176439637181284,2.9647487499338223,3.0352512500661777,3.509429823657735,2.490570176342265,54.23728813559322,47.77327935222672,59.8,1375,9.152542372881356,2001.7,2.989823590195575,25.0,42.0,44.0,84.7457627118644,1.6923076923076923,1.6153846153846154
80101102203,Melba,Belconnen,511.0,6.382978723404255,40.15138916825571,57.18020010147793,-17.028810933222218,1,Oversupplied Suburban,0.45931637012190435,36.77695877277853,5.752248746851282,0.6307299765529732,6.405415826165618,-0.022437102761363,6.907400172207483,-0.5244214488032277,61.64383561643836,37.65281173594132,62.3,1017,17.416829745596868,657.3,2.5965659776898704,25.0,42.0,44.0,48.92367906066536,1.6923076923076923,1.6153846153846154
80101102204,Melba,Belconnen,580.0,5.349794238683128,44.30282087728662,57.69183718341044,-13.389016306123821,1,Oversupplied Suburban,0.47023525657082516,38.717427185415644,5.706128977184567,-0.356334738501439,5.527591892855287,-0.1777976541721591,5.8255185167856345,-0.4757242781025068,64.13793103448275,31.38528138528138,71.4,1037,22.24137931034483,2198.3,3.0877368437869337,25.0,42.0,44.0,43.10344827586207,1.6923076923076923,1.6153846153846154
80101102205,Melba,Belconnen,592.0,2.8169014084507045,40.461943650701386,57.43170921977711,-16.969765569075726,1,Oversupplied Suburban,0.47094861274847716,37.36939714315623,3.876422531352548,-1.0595211229018435,4.737824573242195,-1.9209231647914904,3.860556232177126,-1.0436548237264214,60.641891891891895,32.9646017699115,63.9,1043,16.0472972972973,2375.0,2.9214488039244833,25.0,42.0,44.0,42.229729729729726,1.6923076923076923,1.6153846153846154
80101102206,Melba,Belconnen,343.0,4.0,44.37332741268767,63.98977914651428,-19.616451733826608,1,Oversupplied Suburban,0.3428951766814337,34.5621271716379,4.024335336880166,-0.0243353368801662,3.018502658250192,0.981497341749808,3.2056427554841007,0.7943572445158993,58.60058309037901,43.52941176470589,69.7,1202,13.411078717201166,1380.5,6.925881739236017,25.0,42.0,44.0,72.8862973760933,1.6923076923076923,1.6153846153846154
80101102207,Melba,Belconnen,535.0,6.842105263157896,38.80987682569077,63.78010493725151,-24.970228111560736,1,Oversupplied Suburban,0.3147363915078562,33.76893122728582,3.91761584722432,2.9244894159335755,5.364644351244475,1.477460911913421,5.554165199762314,1.287940063395582,60.93457943925233,31.07769423558897,62.6,978,16.448598130841123,1902.0,7.345914328043791,25.0,42.0,44.0,46.72897196261682,1.6923076923076923,1.6153846153846154
80101102208,Melba,Belconnen,305.0,0.0,40.90030807789268,61.666297382390226,-20.765989304497545,1,Oversupplied Suburban,0.43479023663061583,33.835458210785255,1.0562386131114871,-1.0562386131114871,0.9571931640607596,-0.9571931640607596,0.4953154479119069,-0.4953154479119069,59.01639344262295,36.65338645418327,63.1,1182,13.114754098360656,1300.3,5.073027991851209,25.0,42.0,44.0,81.96721311475409,1.6923076923076923,1.6153846153846154
80101102301,Page,Belconnen,510.0,6.521739130434782,43.42757660082581,66.62239296693913,-23.194816366113322,3,Urban Core - Well Served,-0.20930805516219325,34.30353412771198,5.532333297072939,0.9894058333618432,5.457544166424139,1.0641949640106434,4.750002431977545,1.7717366984572376,63.13725490196078,41.56171284634761,67.6,1073,11.96078431372549,2302.0,3.2914261164801837,52.0,85.0,67.5,101.96078431372548,1.2735849056603774,1.6037735849056605
80101102302,Page,Belconnen,249.0,5.4945054945054945,47.01972413850772,73.51160864349131,-26.491884504983595,3,Urban Core - Well Served,0.023412197694275362,31.15184170362454,3.5493758848268246,1.94512960967867,3.6795284358698934,1.814977058635601,6.038852933114158,-0.5443474386086633,61.44578313253012,48.792270531400966,59.2,1125,33.33333333333333,2142.9,5.872628026994579,52.0,85.0,67.5,208.83534136546183,1.2735849056603774,1.6037735849056605
80101102303,Page,Belconnen,478.0,6.306306306306306,50.634854807919474,66.5291272544087,-15.894272446489232,3,Urban Core - Well Served,-0.02168955171591916,36.99903259443801,8.308519864558495,-2.0022135582521887,5.4874498400712675,0.8188564662350384,7.848023105076295,-1.541716798769989,72.59414225941423,42.4317617866005,70.6,983,33.89121338912134,2405.0,3.076400396832278,52.0,85.0,67.5,108.7866108786611,1.2735849056603774,1.6037735849056605
80101102304,Page,Belconnen,527.0,5.263157894736842,46.32013341952958,65.67343310107194,-19.353299681542353,3,Urban Core - Well Served,-0.13761818908131762,35.959522824012275,4.751533034698215,0.5116248600386264,4.240597865745893,1.0225600289909489,4.966089923560302,0.2970679711765394,70.20872865275142,37.33031674208145,64.9,1018,25.23719165085389,2970.0,2.687012577641785,52.0,85.0,67.5,98.67172675521822,1.2735849056603774,1.6037735849056605
80101102305,Page,Belconnen,339.0,7.28476821192053,46.47543154851432,69.04989701058864,-22.574465462074315,3,Urban Core - Well Served,-0.03873137318693881,33.350831792698365,5.120624718788916,2.164143493131614,5.554185748299175,1.7305824636213547,7.330602783900336,-0.0458345719798058,71.38643067846607,42.54545454545455,66.7,939,25.073746312684364,1740.5,3.901134157838224,52.0,85.0,67.5,153.3923303834808,1.2735849056603774,1.6037735849056605
80101102306,Page,Belconnen,391.0,4.9079754601226995,51.44973558701538,67.01272944890572,-15.562993861890334,3,Urban Core - Well Served,-0.0129254322192566,36.520588972097805,4.318669660506211,0.5893057996164881,4.008557100777144,0.8994183593455558,5.518175141311682,-0.6101996811889823,69.30946291560103,41.88311688311688,72.7,1111,32.73657289002558,2398.9,2.8939888928060715,52.0,85.0,67.5,132.99232736572893,1.2735849056603774,1.6037735849056605
80101102307,Page,Belconnen,559.0,14.516129032258066,6.9770929941850985,45.1122478163671,-38.135154822182,2,Suburban Baseline,0.016077066586877818,28.671499868880012,9.493076751133058,5.023052281125008,7.444481410137764,7.0716476221203015,11.672407884902798,2.843721147355268,14.490161001788907,24.299065420560748,14.8,642,15.384615384615383,2200.5,2.4670206497990783,1.0,11.0,0.0,1.7889087656529516,0.0,3.0
80101102401,Scullin,Belconnen,253.0,7.142857142857142,39.99277662594574,68.90146049232641,-28.90868386638067,3,Urban Core - Well Served,-0.10888082228781486,30.21321184670616,4.128586789693027,3.0142703531641155,3.5810194606549275,3.561837682202215,6.5286206213338405,0.6142365215233019,58.498023715415016,38.46153846153847,60.3,1062,18.972332015810274,1081.2,2.660370353088677,52.0,85.0,67.5,205.53359683794463,1.2735849056603774,1.6037735849056605
80101102402,Scullin,Belconnen,547.0,6.282722513089005,41.56677226550846,65.08210387971207,-23.515331614203603,1,Oversupplied Suburban,0.35127910339863083,34.435159489150024,4.578053304546164,1.7046692085428408,5.322690960637809,0.9600315524511958,5.405183149182028,0.8775393639069771,60.51188299817185,37.073170731707314,63.9,1037,17.915904936014627,2351.1,5.859053352278688,40.0,57.0,59.0,73.12614259597807,1.4390243902439024,1.3902439024390243
80101102403,Scullin,Belconnen,403.0,2.6143790849673203,46.01365263575606,63.71875570396418,-17.705103068208118,1,Oversupplied Suburban,0.3370317742014221,35.74801495249204,3.064930789811936,-0.4505517048446159,2.925353819347863,-0.3109747343805429,4.497206027604448,-1.8828269426371276,66.50124069478908,41.612903225806456,66.0,1070,22.8287841191067,2084.9,4.319053979119495,40.0,57.0,59.0,99.25558312655087,1.4390243902439024,1.3902439024390243
80101102404,Scullin,Belconnen,292.0,2.479338842975207,44.62319521890029,69.20532335952478,-24.58212814062449,3,Urban Core - Well Served,-0.09084726200994479,32.21771054150302,2.858136269524511,-0.3787974265493044,3.2233986296290436,-0.7440597866538368,4.52445351833799,-2.045114675362783,67.8082191780822,37.60683760683761,66.7,1070,18.15068493150685,1816.9,3.47440109313086,52.0,85.0,67.5,178.08219178082192,1.2735849056603774,1.6037735849056605
80101102405,Scullin,Belconnen,305.0,3.603603603603604,48.75614107278137,70.74207946945614,-21.985938396674776,3,Urban Core - Well Served,-0.03392557898947758,33.34747857391436,3.385074559380138,0.2185290442234655,4.0529927551865095,-0.4493891515829058,4.035050454821228,-0.4314468512176241,63.278688524590166,41.27659574468085,67.7,1229,28.196721311475407,2499.7,4.734369058663447,52.0,85.0,67.5,170.4918032786885,1.2735849056603774,1.6037735849056605
80101102406,Scullin,Belconnen,455.0,5.851063829787234,46.48004299775054,65.53646303035335,-19.05642003260281,3,Urban Core - Well Served,-0.14630426216688214,35.57265670606001,5.157900242477115,0.693163587310119,4.53722101481488,1.3138428149723549,5.179019291870483,0.6720445379167517,66.8131868131868,41.84782608695652,67.8,1080,19.78021978021978,2622.1,2.249550645453958,52.0,85.0,67.5,114.28571428571428,1.2735849056603774,1.6037735849056605
80101102407,Scullin,Belconnen,296.0,13.385826771653544,48.29966948262078,69.46955562790605,-21.16988614528527,3,Urban Core - Well Served,0.018408844199105316,33.610697227279154,5.036979461710217,8.348847309943327,6.845096800511298,6.540729971142246,7.607330080923963,5.778496690729582,73.98648648648648,36.0655737704918,69.0,922,31.41891891891892,2804.7,3.715017756656512,52.0,85.0,67.5,175.67567567567568,1.2735849056603774,1.6037735849056605
80101102408,Scullin,Belconnen,523.0,9.75609756097561,44.463761660902385,65.40832390109838,-20.944562240196,3,Urban Core - Well Served,-0.14570629557440634,35.29492791291036,2.325386467669687,7.430711093305923,3.9472800487508337,5.808817512224776,4.2587440670209045,5.497353493954705,67.87762906309752,33.25581395348837,65.6,939,28.489483747609945,2516.2,2.481729178308488,52.0,85.0,67.5,99.4263862332696,1.2735849056603774,1.6037735849056605
