Variable,High Income (coef),High Income (p-val),Low Income (coef),Low Income (p-val),High Edu (coef),High Edu (p-val),Low Edu (coef),Low Edu (p-val)
log_departures,-0.029650682243947332,0.8708168293125602,-1.2835920545986896,5.202568413135441e-08,-0.08787973953992106,0.6898655281712835,-1.2104220117751647,1.2297082990930644e-10
log_distance,-0.13158483666745008,0.6204272665739194,-0.026482774047932756,0.9418225352888226,-0.11732997253257291,0.7269645889682164,-0.7879925218933674,0.0016445459978697036
log_density,1.373434070911646,9.277179775511543e-13,2.226881510552854,2.8692594183118437e-15,2.7470460339776333,3.798723500257485e-29,0.06335994845391948,0.7447435985756544
